ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	STRICTID	LOOSEID	COMMONID	AUTOMORPHEMES	SALIENTID
1557	Changsha	Xiang	knee	ɕi²⁴ kai⁵⁵	ɕi²⁴+kai⁵⁵	ɕ i ²⁴ + k ai ⁵⁵	960 961	knee/膝 cover/蓋	i n t + i n t	!b ?loan	膝 蓋		3 7 8 9 1 7 8	AXT_AXT	SI2_KA5	2	2.S.C 2.I.V 2.2.T 2._._ 2.K.C 2.A.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	387	281	534	KNEE _knee	334
1558	Changsha	Xiang	knee	ɕi²⁴ təu¹³ ku⁰	ɕi²⁴+təu¹³+ku⁰	ɕ i ²⁴ + t əu ¹³ + k u ⁰	333 319 94	knee/膝 head:SUF/頭 _bone/骨	i n t + i n t + i n t		膝 頭 骨		3 7 8 9 1 7 8 9 1 7 8	AXT_AXT_AXT	SI2_TE2_KY6	2	2.S.C 2.I.V 2.2.T 2._._ 2.T.C 2.E.V 2.2.T 2._._ 2.K.C 2.Y.V 2.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	388	280	526	KNEE _knee _knee	331
1560	Loudi	Xiang	knee	tɕʰi¹³ diɤ¹³⁻³³ ku⁰	tɕʰi¹³+djɤ¹³+ku⁰	tɕʰ i ¹³ + d j ɤ ¹³ + k u ⁰	333 319 94	knee/膝 head:SUF/頭 _bone/骨	i n t + i m n t + i n t		膝 頭 骨		2 7 8 9 1 6 7 8 9 1 7 8	AXT_ACXT_AXT	CI2_TJE2_KY6	10	10.C.C 10.I.V 10.2.T 10._._ 10.T.C 10.J.C 10.E.V 10.2.T 10._._ 10.K.C 10.Y.V 10.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	388	280	526	KNEE _knee _knee	331
1561	Nanchang	Gan	knee	tɕʰit⁵ kai⁴²	tɕʰit⁵+kai⁴²	tɕʰ i t ⁵ + k ai ⁴²	962 963	knee/膝 cover/蓋	i n c t + i n t	!b	膝 蓋		2 7 1 8 9 1 7 8	AXLT_AXT	CIT6_KA3	12	12.C.C 12.I.V 12.T.c 12.6.T 12._._ 12.K.C 12.A.V 12.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	389	283	541	KNEE _knee	335
1562	Meixian	Hakka	knee	tsʰit¹ tʰeu¹¹	tsʰit¹+tʰeu¹¹	tsʰ i t ¹ + tʰ eu ¹¹	333 319	knee/膝 head:SUF/頭	i n c t + i n t		膝 頭		2 7 1 8 9 1 7 8	AXLT_AXT	CIT6_TE1	11	11.C.C 11.I.V 11.T.c 11.6.T 11._._ 11.T.C 11.E.V 11.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	390	280	526	KNEE _knee	331
1563	Guilin	Pinghua	knee	ɕy⁵⁵ tai²²	ɕy⁵⁵+tai²²	ɕ y ⁵⁵ + t ai ²²	333 319	knee/膝 head:SUF/頭	i n t + i n t		膝 頭		3 7 8 9 1 7 8	AXT_AXT	SY5_TA1	6	6.S.C 6.Y.V 6.5.T 6._._ 6.T.C 6.A.V 6.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	390	280	526	KNEE _knee	331
1564	Guangzhou	Yue	knee	sɐt⁵ tʰɐu²¹	sɐt⁵+tʰɐu²¹	s ɐ t ⁵ + tʰ ɐu ²¹	333 319	knee/膝 head:SUF/頭	i n c t + i n t		膝 頭		3 7 1 8 9 1 7 8	AXLT_AXT	SET6_TE3	5	5.S.C 5.E.V 5.T.c 5.6.T 5._._ 5.T.C 5.E.V 5.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	390	280	526	KNEE _knee	331
1565	Fuzhou	Min	knee	kʰa⁵⁵⁻²¹ βuʔ²⁴*⁻²¹* tʰau⁵³	kʰa⁵⁵+βuʔ²⁴+tʰau⁵³	kʰ a ⁵⁵ + β/p u ʔ ²⁴ + tʰ au ⁵³	279 344 319	leg/骹 belly/腹 _head:SUF/頭	i n t + i n c t + i n t		骹 腹 頭		1 7 8 9 1 7 1 8 9 1 7 8	AXT_AXLT_AXT	KA5_PYH2_TA3	4	4.K.C 4.A.V 4.5.T 4._._ 4.P.C 4.Y.V 4.H.c 4.2.T 4._._ 4.T.C 4.A.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	391	280	527	_knee _knee KNEE	336
1566	Xiamen	Min	knee	kʰa²²⁻²¹ tʰau²⁴⁻²² hu⁵⁵	kʰa²²+tʰau²⁴+hu⁵⁵	kʰ a ²² + tʰ au ²⁴ + h u ⁵⁵	277 319 345	foot/腳 head:SUF/頭 knee/足夫	i n t + i n t + i n t	趺 is the back of the foot	腳 頭 足夫		1 7 8 9 1 7 8 9 3 7 8	AXT_AXT_AXT	KA1_TA2_HY5	19	19.K.C 19.A.V 19.1.T 19._._ 19.T.C 19.A.V 19.2.T 19._._ 19.H.C 19.Y.V 19.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	392	280	527	_knee KNEE _knee	337
2314	Beijing	Mandarin	know	tʂʅ⁵⁵ tɑu⁵¹	ʈʂʅ⁵⁵+tɑu⁵¹	ʈʂ ʅ ⁵⁵ + t ɑu ⁵¹	494 495	know/知 know/道	i n t + i n t		知 道		2 7 8 9 1 7 8	AXT_AXT	CI5_TA3	1	1.C.C 1.I.V 1.5.T 1._._ 1.T.C 1.A.V 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2315	Ha_erbin	Mandarin	know	tʂʅ⁴⁴ tau⁵³	ʈʂʅ⁴⁴+tau⁵³	ʈʂ ʅ ⁴⁴ + t au ⁵³	494 495	know/知 know/道	i n t + i n t		知 道		2 7 8 9 1 7 8	AXT_AXT	CI5_TA3	7	7.C.C 7.I.V 7.5.T 7._._ 7.T.C 7.A.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2316	Jinan	Mandarin	know	tʂʅ²¹⁴⁻²³ tɔ³¹	ʈʂʅ²¹⁴+tɔ³¹	ʈʂ ʅ ²¹⁴ + t ɔ ³¹	494 495	know/知 know/道	i n t + i n t		知 道		2 7 8 9 1 7 8	AXT_AXT	CI6_TU3	8	8.C.C 8.I.V 8.6.T 8._._ 8.T.C 8.U.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2317	Rongcheng	Mandarin	know	tʃi⁵² tau³³⁴	tʃi⁵²+tau³³⁴	tʃ i ⁵² + t au ³³⁴	494 495	know/知 know/道	i n t + i n t		知 道		1 7 8 9 1 7 8	AXT_AXT	TI3_TA6	14	14.T.C 14.I.V 14.3.T 14._._ 14.T.C 14.A.V 14.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2318	Taiyuan	Jin	know	tsɿ²¹ tau⁴⁵	tsɿ²¹+tau⁴⁵	ts ɿ ²¹ + t au ⁴⁵	494 495	know/知 know/道	i n t + i n t		知 道		2 7 8 9 1 7 8	AXT_AXT	CI3_TA2	16	16.C.C 16.I.V 16.3.T 16._._ 16.T.C 16.A.V 16.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2319	Xi_an	Mandarin	know	tʂʅ²¹ tɑu⁰	ʈʂʅ²¹+tɑu⁰	ʈʂ ʅ ²¹ + t ɑu ⁰	494 495	know/知 know/道	i n t + i n t		知 道		2 7 8 9 1 7 8	AXT_AXT	CI3_TA6	18	18.C.C 18.I.V 18.3.T 18._._ 18.T.C 18.A.V 18.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2321	Chengdu	Mandarin	know	ɕiau⁵³⁻⁵⁵ te²¹	ɕjau⁵³+te²¹	ɕ j au ⁵³ + t e ²¹	984 985	know/晓 reach/得	i m n t + i n t	!b	晓 得		3 6 7 8 9 1 7 8	ACXT_AXT	SJA3_TE3	3	3.S.C 3.J.C 3.A.V 3.3.T 3._._ 3.T.C 3.E.V 3.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	557	286	550	KNOW _know	468
2322	Nanjing	Mandarin	know	tʂʅ³¹ tɔ⁴⁴	ʈʂʅ³¹+tɔ⁴⁴	ʈʂ ʅ ³¹ + t ɔ ⁴⁴	494 495	know/知 know/道	i n t + i n t		知 道		2 7 8 9 1 7 8	AXT_AXT	CI3_TU5	13	13.C.C 13.I.V 13.3.T 13._._ 13.T.C 13.U.V 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	556	284	546	KNOW _know	467
2323	Jixi	Hui	know	ɕie²¹³⁻³¹ tie⁴⁴	ɕje²¹³+tje⁴⁴	ɕ j e ²¹³ + t j e ⁴⁴	497 256	know/晓 reach/得	i m n t + i m n t		晓 得		3 6 7 8 9 1 6 7 8	ACXT_ACXT	SJE6_TJE5	9	9.S.C 9.J.C 9.E.V 9.6.T 9._._ 9.T.C 9.J.C 9.E.V 9.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	558	285	548	KNOW _know	469
2324	Suzhou	Wu	know	ɕiæ⁵² təʔ⁰	ɕjæ⁵²+təʔ⁰	ɕ j æ ⁵² + t ə ʔ ⁰	497 256	know/晓 reach/得	i m n t + i n c t		晓 得		3 6 7 8 9 1 7 1 8	ACXT_AXLT	SJE3_TEH6	15	15.S.C 15.J.C 15.E.V 15.3.T 15._._ 15.T.C 15.E.V 15.H.c 15.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	558	285	548	KNOW _know	469
2325	Wenzhou	Wu	know	ɕia²⁴²⁻²⁴ te⁰	ɕja²⁴²+te⁰	ɕ j a ²⁴² + t e ⁰	497 256	know/晓 reach/得	i m n t + i n t		晓 得		3 6 7 8 9 1 7 8	ACXT_AXT	SJA6_TE6	17	17.S.C 17.J.C 17.A.V 17.6.T 17._._ 17.T.C 17.E.V 17.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	558	285	548	KNOW _know	469
2327	Changsha	Xiang	know	ɕiau⁴¹ tə⁰	ɕjau⁴¹+tə⁰	ɕ j au ⁴¹ + t ə ⁰	497 256	know/晓 reach/得	i m n t + i n t		晓 得		3 6 7 8 9 1 7 8	ACXT_AXT	SJA3_TE6	2	2.S.C 2.J.C 2.A.V 2.3.T 2._._ 2.T.C 2.E.V 2.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	558	285	548	KNOW _know	469
2328	Loudi	Xiang	know	ɕiɤ²¹ te¹³⁻³³	ɕjɤ²¹+te¹³	ɕ j ɤ ²¹ + t e ¹³	497 256	know/晓 reach/得	i m n t + i n t		晓 得		3 6 7 8 9 1 7 8	ACXT_AXT	SJE3_TE2	10	10.S.C 10.J.C 10.E.V 10.3.T 10._._ 10.T.C 10.E.V 10.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	558	285	548	KNOW _know	469
2329	Nanchang	Gan	know	ɕiɛu²¹³ tɛt⁰	ɕjɛu²¹³+tɛt⁰	ɕ j ɛu ²¹³ + t ɛ t ⁰	497 256	know/晓 reach/得	i m n t + i n c t		晓 得		3 6 7 8 9 1 7 1 8	ACXT_AXLT	SJE6_TET6	12	12.S.C 12.J.C 12.E.V 12.6.T 12._._ 12.T.C 12.E.V 12.T.c 12.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	558	285	548	KNOW _know	469
2330	Meixian	Hakka	know	ti³³⁻³⁵ tet¹	ti³³+tet¹	t i ³³ + t e t ¹	986 987	know/知 reach/得	i n t + i n c t	!b	知 得		1 7 8 9 1 7 1 8	AXT_AXLT	TI4_TET6	11	11.T.C 11.I.V 11.4.T 11._._ 11.T.C 11.E.V 11.T.c 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	559	289	556	KNOW _know	470
2331	Guilin	Pinghua	know	ɕiɑu²³ tiᴀ⁵⁵	ɕjɑu²³+tja̠⁵⁵	ɕ j ɑu ²³ + t j a̠ ⁵⁵	497 256	know/晓 reach/得	i m n t + i m n t		晓 得		3 6 7 8 9 1 6 7 8	ACXT_ACXT	SJA2_TJA5	6	6.S.C 6.J.C 6.A.V 6.2.T 6._._ 6.T.C 6.J.C 6.A.V 6.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	558	285	548	KNOW _know	469
2332	Guangzhou	Yue	know	tsi³³ tou²²	tsi³³+tou²²	ts i ³³ + t ou ²²	988 989	know/知 know/道	i n t + i n t	!b	知 道		2 7 8 9 1 7 8	AXT_AXT	CI4_TU1	5	5.C.C 5.I.V 5.4.T 5._._ 5.T.C 5.U.V 5.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	560	288	554	KNOW _know	471
2333	Fuzhou	Min	know	pɛiʔ²⁴*⁻²¹* tuoŋ⁵³	pɛiʔ²⁴+twoŋ⁵³	p ɛi ʔ ²⁴ + t w o ŋ ⁵³	499 500	know/仈 know/傳	i n c t + i m n c t		仈 傳		1 7 1 8 9 1 6 7 4 8	AXLT_ACXLT	PEH2_TWUN3	4	4.P.C 4.E.V 4.H.c 4.2.T 4._._ 4.T.C 4.W.C 4.U.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0	561	287	552	KNOW _know	472
2336	Xiamen	Min	know	tsai⁵⁵⁻²² iã⁵³	tsai⁵⁵+jã⁵³	ts ai ⁵⁵ + j ã ⁵³	494 503	know/知 know/影	i n t + m n t		知 影		2 7 8 9 6 7 8	AXT_AXT	CA5_JA3	19	19.C.C 19.A.V 19.5.T 19._._ 19.J.C 19.A.V 19.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	562	284	546	KNOW _know	473
3544	Beijing	Mandarin	lake	xu³⁵	xu³⁵	x u ³⁵	661	lake/湖	i n t		湖		3 7 8	AXT	GY2	1	1.G.C 1.Y.V 1.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3545	Ha_erbin	Mandarin	lake	xu²⁴	xu²⁴	x u ²⁴	661	lake/湖	i n t		湖		3 7 8	AXT	GY2	7	7.G.C 7.Y.V 7.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3546	Jinan	Mandarin	lake	xu⁵³	xu⁵³	x u ⁵³	661	lake/湖	i n t		湖		3 7 8	AXT	GY3	8	8.G.C 8.Y.V 8.3.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3547	Rongcheng	Mandarin	lake	xu³⁵	xu³⁵	x u ³⁵	661	lake/湖	i n t		湖		3 7 8	AXT	GY2	14	14.G.C 14.Y.V 14.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3548	Taiyuan	Jin	lake	xu²¹	xu²¹	x u ²¹	661	lake/湖	i n t		湖		3 7 8	AXT	GY3	16	16.G.C 16.Y.V 16.3.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3549	Xi_an	Mandarin	lake	xu²⁴	xu²⁴	x u ²⁴	661	lake/湖	i n t		湖		3 7 8	AXT	GY2	18	18.G.C 18.Y.V 18.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3550	Chengdu	Mandarin	lake	fu²¹	fu²¹	f u ²¹	661	lake/湖	i n t		湖		3 7 8	AXT	BY3	3	3.B.C 3.Y.V 3.3.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3551	Nanjing	Mandarin	lake	xu¹³	xu¹³	x u ¹³	661	lake/湖	i n t		湖		3 7 8	AXT	GY2	13	13.G.C 13.Y.V 13.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3552	Jixi	Hui	lake	fu⁴⁴	fu⁴⁴	f u ⁴⁴	661	lake/湖	i n t		湖		3 7 8	AXT	BY5	9	9.B.C 9.Y.V 9.5.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3553	Suzhou	Wu	lake	ɦəu¹³	ɦəu¹³	ɦ əu ¹³	661	lake/湖	i n t		湖		3 7 8	AXT	HE2	15	15.H.C 15.E.V 15.2.T	1.6 3.0 1.0	1	829	290	559	LAKE	680
3554	Wenzhou	Wu	lake	vu³⁴¹	vu³⁴¹	v u ³⁴¹	661	lake/湖	i n t		湖		3 7 8	AXT	BY6	17	17.B.C 17.Y.V 17.6.T	1.6 3.0 1.0	1	829	290	559	LAKE	680
3555	Changsha	Xiang	lake	fu¹³	fu¹³	f u ¹³	661	lake/湖	i n t		湖		3 7 8	AXT	BY2	2	2.B.C 2.Y.V 2.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3556	Loudi	Xiang	lake	xu¹³	xu¹³	x u ¹³	661	lake/湖	i n t		湖		3 7 8	AXT	GY2	10	10.G.C 10.Y.V 10.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3557	Nanchang	Gan	lake	fu⁴⁵	fu⁴⁵	f u ⁴⁵	661	lake/湖	i n t		湖		3 7 8	AXT	BY2	12	12.B.C 12.Y.V 12.2.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3558	Meixian	Hakka	lake	fu¹¹	fu¹¹	f u ¹¹	661	lake/湖	i n t		湖		3 7 8	AXT	BY1	11	11.B.C 11.Y.V 11.1.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3559	Guilin	Pinghua	lake	fu²²	fu²²	f u ²²	661	lake/湖	i n t		湖		3 7 8	AXT	BY1	6	6.B.C 6.Y.V 6.1.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3560	Guangzhou	Yue	lake	u²¹	u²¹	u ²¹	661	lake/湖	n t		湖		7 8	XT	Y3	5	5.Y.V 5.3.T	3.0 1.0	0	829	290	559	LAKE	680
3561	Fuzhou	Min	lake	hu⁵³	hu⁵³	h u ⁵³	661	lake/湖	i n t		湖		3 7 8	AXT	HY3	4	4.H.C 4.Y.V 4.3.T	1.6 3.0 1.0	0	829	290	559	LAKE	680
3562	Xiamen	Min	lake	ɔ²⁴	ɔ²⁴	ɔ ²⁴	661	lake/湖	n t		湖		7 8	XT	U2	19	19.U.V 19.2.T	3.0 1.0	0	829	290	559	LAKE	680
1626	Beijing	Mandarin	laugh	ɕiɑu⁵¹	ɕjɑu⁵¹	ɕ j ɑu ⁵¹	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA3	1	1.S.C 1.J.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1627	Ha_erbin	Mandarin	laugh	ɕiau⁵³	ɕjau⁵³	ɕ j au ⁵³	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA3	7	7.S.C 7.J.C 7.A.V 7.3.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1629	Jinan	Mandarin	laugh	ɕiɔ³¹	ɕjɔ³¹	ɕ j ɔ ³¹	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJU3	8	8.S.C 8.J.C 8.U.V 8.3.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1630	Rongcheng	Mandarin	laugh	siau³³⁴	sjau³³⁴	s j au ³³⁴	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA6	14	14.S.C 14.J.C 14.A.V 14.6.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1631	Taiyuan	Jin	laugh	ɕiau⁴⁵	ɕjau⁴⁵	ɕ j au ⁴⁵	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA2	16	16.S.C 16.J.C 16.A.V 16.2.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1632	Xi_an	Mandarin	laugh	ɕiɑu⁴⁴	ɕjɑu⁴⁴	ɕ j ɑu ⁴⁴	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA5	18	18.S.C 18.J.C 18.A.V 18.5.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1633	Chengdu	Mandarin	laugh	ɕiau²¹³	ɕjau²¹³	ɕ j au ²¹³	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA6	3	3.S.C 3.J.C 3.A.V 3.6.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1634	Nanjing	Mandarin	laugh	ɕiɔ⁴⁴	ɕjɔ⁴⁴	ɕ j ɔ ⁴⁴	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJU5	13	13.S.C 13.J.C 13.U.V 13.5.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1635	Jixi	Hui	laugh	ɕie³⁵	ɕje³⁵	ɕ j e ³⁵	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJE2	9	9.S.C 9.J.C 9.E.V 9.2.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1636	Suzhou	Wu	laugh	siæ⁴¹²	sjæ⁴¹²	s j æ ⁴¹²	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJE6	15	15.S.C 15.J.C 15.E.V 15.6.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1637	Wenzhou	Wu	laugh	ɕiɛ⁵¹	ɕjɛ⁵¹	ɕ j ɛ ⁵¹	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJE3	17	17.S.C 17.J.C 17.E.V 17.3.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1638	Changsha	Xiang	laugh	ɕiau⁵⁵	ɕjau⁵⁵	ɕ j au ⁵⁵	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA5	2	2.S.C 2.J.C 2.A.V 2.5.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1639	Loudi	Xiang	laugh	siɤ³⁵	sjɤ³⁵	s j ɤ ³⁵	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJE2	10	10.S.C 10.J.C 10.E.V 10.2.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1640	Nanchang	Gan	laugh	ɕiɛu⁴⁵	ɕjɛu⁴⁵	ɕ j ɛu ⁴⁵	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJE2	12	12.S.C 12.J.C 12.E.V 12.2.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1641	Meixian	Hakka	laugh	siau⁵³	sjau⁵³	s j au ⁵³	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA3	11	11.S.C 11.J.C 11.A.V 11.3.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1642	Guilin	Pinghua	laugh	ɕiɑu²⁵	ɕjɑu²⁵	ɕ j ɑu ²⁵	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJA2	6	6.S.C 6.J.C 6.A.V 6.2.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1643	Guangzhou	Yue	laugh	siu³³	sju³³	s j u ³³	350	laugh/笑	i m n t		笑		3 6 7 8	ACXT	SJY4	5	5.S.C 5.J.C 5.Y.V 5.4.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1644	Fuzhou	Min	laugh	tsʰieu²¹²	tsʰjeu²¹²	tsʰ j eu ²¹²	350	laugh/笑	i m n t		笑		2 6 7 8	ACXT	CJE6	4	4.C.C 4.J.C 4.E.V 4.6.T	1.6 1.2 3.0 1.0	1	398	291	560	LAUGH	343
1645	Xiamen	Min	laugh	tsʰio²¹	tsʰio²¹	tsʰ j o ²¹	350	laugh/笑	i m n t		笑		2 6 7 8	ACXT	CJU3	19	19.C.C 19.J.C 19.U.V 19.3.T	1.6 1.2 3.0 1.0	0	398	291	560	LAUGH	343
1884	Beijing	Mandarin	leaf	iɛ⁵¹	jɛ⁵¹	j ɛ ⁵¹	380	leaf/叶	i n t		叶		6 7 8	AXT	JE3	1	1.J.C 1.E.V 1.3.T	1.6 3.0 1.0	0	434	292	561	LEAF	369
1885	Ha_erbin	Mandarin	leaf	iɛ⁵³ tsɿ⁰	jɛ⁵³+tsɿ⁰	j ɛ ⁵³ + ts ɿ ⁰	380 19	leaf/叶 _-child:SUF/子	i n t + i n t		叶 子		6 7 8 9 2 7 8	AXT_AXT	JE3_CI6	7	7.J.C 7.E.V 7.3.T 7._._ 7.C.C 7.I.V 7.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	435	292	561	LEAF _leaf	369
1886	Jinan	Mandarin	leaf	iə³¹⁻⁴⁴ tsɿ⁰	jə³¹+tsɿ⁰	j ə ³¹ + ts ɿ ⁰	380 19	leaf/叶 _-child:SUF/子	i n t + i n t		叶 子		6 7 8 9 2 7 8	AXT_AXT	JE3_CI6	8	8.J.C 8.E.V 8.3.T 8._._ 8.C.C 8.I.V 8.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	435	292	561	LEAF _leaf	369
1887	Rongcheng	Mandarin	leaf	iər²¹⁴	jə²¹⁴	j ə ²¹⁴	380	leaf/叶	i n t		叶		6 7 8	AXT	JE6	14	14.J.C 14.E.V 14.6.T	1.6 3.0 1.0	0	434	292	561	LEAF	369
1888	Taiyuan	Jin	leaf	ie⁴⁵	je⁴⁵	j e ⁴⁵	380	leaf/叶	i n t		叶		6 7 8	AXT	JE2	16	16.J.C 16.E.V 16.2.T	1.6 3.0 1.0	0	434	292	561	LEAF	369
1889	Taiyuan	Jin	leaf	ie⁴⁵ tsəʔ⁰	je⁴⁵+tsəʔ⁰	j e ⁴⁵ + ts ə ʔ ⁰	380 19	leaf/叶 _-child:SUF/子	i n t + i n c t		叶 子		6 7 8 9 2 7 1 8	AXT_AXLT	JE2_CEH6	16	16.J.C 16.E.V 16.2.T 16._._ 16.C.C 16.E.V 16.H.c 16.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	435	292	561	LEAF _leaf	369
1890	Xi_an	Mandarin	leaf	iɛ²¹	jɛ²¹	j ɛ ²¹	380	leaf/叶	i n t		叶		6 7 8	AXT	JE3	18	18.J.C 18.E.V 18.3.T	1.6 3.0 1.0	0	434	292	561	LEAF	369
1891	Chengdu	Mandarin	leaf	su²¹³ tsɿ⁵³ ie²¹ ie²¹	su²¹³+tsɿ⁵³+je²¹+je²¹	s u ²¹³ + ts ɿ ⁵³ + j e ²¹ + j e ²¹	134 19 380 785	_tree/树 _-child:SUF/子 leaf/叶 _leaf/叶	i n t + i n t + i n t + i n t		树 子 叶 叶		3 7 8 9 2 7 8 9 6 7 8 9 6 7 8	AXT_AXT_AXT_AXT	SY6_CI3_JE3_JE3	3	3.S.C 3.Y.V 3.6.T 3._._ 3.C.C 3.I.V 3.3.T 3._._ 3.J.C 3.E.V 3.3.T 3._._ 3.J.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	436	292	561	_leaf _leaf LEAF _leaf	369
