ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
2726	Taiyuan	blow	tsʰuei²¹	tsʰwei²¹	tsʰ w ei ²¹	tsʰ u e i ²¹	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2727	Xi_an	blow	pfʰei²¹	pfʰei²¹	pfʰ ei ²¹	pfʰ e i ²¹	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2728	Chengdu	blow	tsʰuei⁴⁵	tsʰwei⁴⁵	tsʰ w ei ⁴⁵	tsʰ u e i ⁴⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2729	Nanjing	blow	tsʰuei³¹	tsʰwei³¹	tsʰ w ei ³¹	tsʰ u e i ³¹	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2730	Jixi	blow	tɕʰy⁵⁵	tɕʰy⁵⁵	tɕʰ y ⁵⁵	tɕʰ y ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2731	Suzhou	blow	tsʰʯ⁴⁴	tsʰʯ⁴⁴	tsʰ ʯ ⁴⁴	tsʰ ʯ ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2732	Wenzhou	blow	tsʰɿ⁴⁴	tsʰɿ⁴⁴	tsʰ ɿ ⁴⁴	tsʰ ɿ ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2733	Changsha	blow	tɕʰuei³³	tɕʰwei³³	tɕʰ w ei ³³	tɕʰ u e i ³³	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2734	Loudi	blow	tɕʰy⁴⁴	tɕʰy⁴⁴	tɕʰ y ⁴⁴	tɕʰ y ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2735	Nanchang	blow	tsʰui⁴²	tsʰwi⁴²	tsʰ w i ⁴²	tsʰ u i ⁴²	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2736	Meixian	blow	pʰaŋ³³	pʰaŋ³³	pʰ a ŋ ³³	pʰ a ŋ ³³	blow/?	V	751	58	53	35	囗	囗		吹	i n c t	
2737	Guilin	blow	tsʰuei⁴²	tsʰwei⁴²	tsʰ w ei ⁴²	tsʰ u e i ⁴²	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2738	Guangzhou	blow	tsʰøy⁵⁵	tsʰøy⁵⁵	tsʰ øy ⁵⁵	tsʰ ø y ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2739	Fuzhou	blow	tsʰuoi⁵⁵	tsʰwoi⁵⁵	tsʰ w oi ⁵⁵	tsʰ u o i ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2740	Fuzhou	blow	puŋ⁵³	puŋ⁵³	p u ŋ ⁵³	p u ŋ ⁵³	blow/㖹	V	556	57	54	36	口+盆	㖹		吹	i n c t	
2741	Xiamen	blow	pun²⁴	pun²⁴	p u n ²⁴	p u n ²⁴	blow/㖹	V	556	57	54	36	口+盆	㖹		吹	i n c t	
2742	Beijing	stab	tsʰɿ⁵¹	tsʰɿ⁵¹	tsʰ ɿ ⁵¹	tsʰ ɿ ⁵¹	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2743	Ha_erbin	stab	tsʰɿ⁵³	tsʰɿ⁵³	tsʰ ɿ ⁵³	tsʰ ɿ ⁵³	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2744	Jinan	stab	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	tsʰ ɿ ²¹	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2745	Rongcheng	stab	nɐn²¹⁴	nɐn²¹⁴	n ɐ n ²¹⁴	n ɐ n ²¹⁴	stab/楠	V	558	839	734	405	楠	楠		刺	i n c t	
2746	Taiyuan	stab	tsʰɿ⁴⁵	tsʰɿ⁴⁵	tsʰ ɿ ⁴⁵	tsʰ ɿ ⁴⁵	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2747	Xi_an	stab	tsʰɿ⁴⁴	tsʰɿ⁴⁴	tsʰ ɿ ⁴⁴	tsʰ ɿ ⁴⁴	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2748	Chengdu	stab	tɕy⁴⁵	tɕy⁴⁵	tɕ y ⁴⁵	tɕ y ⁴⁵	stab/居	V	559	838	735	403	居～	居		刺	i n t	
2749	Nanjing	stab	tsʰoʔ⁵	tsʰoʔ⁵	tsʰ o ʔ ⁵	tsʰ o ʔ ⁵	stab/戳	V	560	837	736	404	戳	戳		刺	i n c t	
2750	Jixi	stab	tsʰoʔ³²*	tsʰoʔ³²	tsʰ o ʔ ³²	tsʰ o ʔ ³²*/³²	stab/戳	V	560	837	736	404	戳	戳		刺	i n c t	
2751	Suzhou	stab	tsʰɿ⁴¹²	tsʰɿ⁴¹²	tsʰ ɿ ⁴¹²	tsʰ ɿ ⁴¹²	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2752	Suzhou	stab	tsʰoʔ⁴	tsʰoʔ⁴	tsʰ o ʔ ⁴	tsʰ o ʔ ⁴	stab/戳	V	560	837	736	404	戳	戳		刺	i n c t	
2753	Wenzhou	stab	taŋ⁵¹	taŋ⁵¹	t a ŋ ⁵¹	t a ŋ ⁵¹	stab/頓	V	561	840	737	406	頓	頓		刺	i n c t	
2754	Changsha	stab	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	tsʰ ɿ ⁵⁵	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2755	Loudi	stab	tsɿ³⁵	tsɿ³⁵	ts ɿ ³⁵	ts ɿ ³⁵	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2756	Nanchang	stab	tsʰɿ²¹³	tsʰɿ²¹³	tsʰ ɿ ²¹³	tsʰ ɿ ²¹³	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2757	Meixian	stab	tsʰɿ⁵³	tsʰɿ⁵³	tsʰ ɿ ⁵³	tsʰ ɿ ⁵³	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2758	Guilin	stab	tsʰɿ²⁵	tsʰɿ²⁵	tsʰ ɿ ²⁵	tsʰ ɿ ²⁵	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2759	Guangzhou	stab	tsʰi³³	tsʰi³³	tsʰ i ³³	tsʰ i ³³	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2760	Fuzhou	stab	tsʰie²¹²	tsʰje²¹²	tsʰ j e ²¹²	tsʰ i e ²¹²	stab/刺	V	557	836	733	402	刺	刺		刺	i m n t	
2761	Xiamen	stab	tsʰi²¹	tsʰi²¹	tsʰ i ²¹	tsʰ i ²¹	stab/刺	V	557	836	733	402	刺	刺		刺	i n t	
2762	Beijing	hit	tᴀ²¹⁴	ta̠²¹⁴	t a̠ ²¹⁴	t a̠ ²¹⁴	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2763	Ha_erbin	hit	ta²¹³	ta²¹³	t a ²¹³	t a ²¹³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2764	Jinan	hit	ta⁴⁵	ta⁴⁵	t a ⁴⁵	t a ⁴⁵	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2765	Rongcheng	hit	ta²¹⁴	ta²¹⁴	t a ²¹⁴	t a ²¹⁴	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2766	Taiyuan	hit	ta⁵³	ta⁵³	t a ⁵³	t a ⁵³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2767	Xi_an	hit	tɑ⁵³	tɑ⁵³	t ɑ ⁵³	t ɑ ⁵³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2768	Chengdu	hit	ta⁵³	ta⁵³	t a ⁵³	t a ⁵³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2769	Nanjing	hit	tɑ¹¹	tɑ¹¹	t ɑ ¹¹	t ɑ ¹¹	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2770	Jixi	hit	tɔ²¹³	tɔ²¹³	t ɔ ²¹³	t ɔ ²¹³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2771	Suzhou	hit	tã⁵²	tã⁵²	t ã ⁵²	t ã ∼ ⁵²	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2772	Wenzhou	hit	tiɛ²⁴	tjɛ²⁴	t j ɛ ²⁴	t i ɛ ²⁴	beat:V/打	V	115	391	348	203	打	打		打	i m n t	
2773	Changsha	hit	ta⁴¹	ta⁴¹	t a ⁴¹	t a ⁴¹	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2774	Loudi	hit	ta⁴²	ta⁴²	t a ⁴²	t a ⁴²	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2775	Nanchang	hit	ta²¹³	ta²¹³	t a ²¹³	t a ²¹³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2776	Meixian	hit	ta³¹	ta³¹	t a ³¹	t a ³¹	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2777	Guilin	hit	tᴀ²³	ta̠²³	t a̠ ²³	t a̠ ²³	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2778	Guangzhou	hit	ta³⁵	ta³⁵	t a ³⁵	t a ³⁵	beat:V/打	V	115	391	348	203	打	打		打	i n t	
2779	Fuzhou	hit	pʰaʔ²⁴*	pʰaʔ²⁴	pʰ a ʔ ²⁴	pʰ a ʔ */²⁴	hit/拍	V	562	392	349	204	拍	拍		打	i n c t	
2780	Xiamen	hit	pʰaʔ³²*	pʰaʔ³²	pʰ a ʔ ³²	pʰ a ʔ ³²*/³²	hit/拍	V	562	392	349	204	拍	拍		打	i n c t	
2781	Beijing	fight	tɑ²¹⁴⁻²¹ tɕiɑ⁵¹	tɑ²¹⁴+tɕjɑ⁵¹	t ɑ ²¹⁴ + tɕ j ɑ ⁵¹	t ɑ ²¹/²¹⁴ + tɕ i ɑ ⁵¹	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2782	Ha_erbin	fight	ta²¹³⁻²¹ tɕia⁵³	ta²¹³+tɕja⁵³	t a ²¹³ + tɕ j a ⁵³	t a ²¹/²¹³ + tɕ i a ⁵³	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2783	Ha_erbin	fight	ta²¹³⁻²¹ tʂaŋ⁵³	ta²¹³+ʈʂaŋ⁵³	t a ²¹³ + ʈʂ a ŋ ⁵³	t a ²¹/²¹³ + ʈʂ a ŋ ⁵³	_beat:V/打 fight/仗	V N	115 564	245	232	139	打仗	打 仗		打	i n t + i n c t	
2784	Ha_erbin	fight	kan⁵³ tʂaŋ⁵³	kan⁵³+ʈʂaŋ⁵³	k a n ⁵³ + ʈʂ a ŋ ⁵³	k a n ⁵³ + ʈʂ a ŋ ⁵³	_make/干 fight/仗	V N	795 564	248	233	139	干仗	干 仗		打	i n c t + i n c t	
2785	Jinan	fight	ta⁴⁵ tɕia²¹	ta⁴⁵+tɕja²¹	t a ⁴⁵ + tɕ j a ²¹	t a ⁴⁵ + tɕ i a ²¹	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2786	Rongcheng	fight	ta²¹⁴⁻² tʂaŋ³³⁴	ta²¹⁴+ʈʂaŋ³³⁴	t a ²¹⁴ + ʈʂ a ŋ ³³⁴	t a ²/²¹⁴ + ʈʂ a ŋ ³³⁴	_beat:V/打 fight/仗	V N	115 564	245	232	139	打仗	打 仗		打	i n t + i n c t	
2787	Taiyuan	fight	ta⁵³ tɕia⁴⁵	ta⁵³+tɕja⁴⁵	t a ⁵³ + tɕ j a ⁴⁵	t a ⁵³ + tɕ i a ⁴⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2788	Xi_an	fight	tɑ⁵³ pfʰei²⁴	tɑ⁵³+pfʰei²⁴	t ɑ ⁵³ + pfʰ ei ²⁴	t ɑ ⁵³ + pfʰ e i ²⁴	_beat:V/打 fight:N/捶	V N	115 566	245	234	139	打捶	打 捶		打	i n t + i n t	
2789	Chengdu	fight	ta⁵³⁻⁵⁵ tɕia²¹³	ta⁵³+tɕja²¹³	t a ⁵³ + tɕ j a ²¹³	t a ⁵⁵/⁵³ + tɕ i a ²¹³	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2790	Chengdu	fight	ta⁵³⁻⁵⁵ tsʰuei²¹	ta⁵³+tsʰwei²¹	t a ⁵³ + tsʰ w ei ²¹	t a ⁵⁵/⁵³ + tsʰ u e i ²¹	_beat:V/打 fight:N/錘	V N	115 567	245	235	139	打錘	打 錘		打	i n t + i m n t	
2791	Chengdu	fight	ko²¹⁻⁵⁵ ȵie²¹	ko²¹+ɲje²¹	k o ²¹ + ɲ j e ²¹	k o ⁵⁵/²¹ + ɲ i e ²¹	horn/角 fight/逆	V V	568 569	256	236	140	角逆	角 逆		打	i n t + i m n t	
2792	Nanjing	fight	tɑ¹¹⁻²² tɕiɑ⁴⁴⁻²²	tɑ¹¹+tɕjɑ⁴⁴	t ɑ ¹¹ + tɕ j ɑ ⁴⁴	t ɑ ²²/¹¹ + tɕ i ɑ ²²/⁴⁴	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2793	Jixi	fight	tɔ²¹³⁻³¹ ko³⁵	tɔ²¹³+ko³⁵	t ɔ ²¹³ + k o ³⁵	t ɔ ³¹/²¹³ + k o ³⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2794	Suzhou	fight	tã⁵² siã⁴⁴⁻³¹ tã⁵²⁻³¹	tã⁵²+sjã⁴⁴+tã⁵²	t ã ⁵² + s j ã ⁴⁴ + t ã ⁵²	t ã ∼ ⁵² + s i ã ∼ ³¹/⁴⁴ + t ã ∼ ³¹/⁵²	_beat:V/打 fight:N/相 _beat:V/打	V N V	115 288 115	245	237	139	打相打	打 相 打		打	i n t + i m n t + i n t	
2795	Wenzhou	fight	tiə²⁴²⁻²⁴ tsʰɿ⁰	tjə²⁴²+tsʰɿ⁰	t j ə ²⁴² + tsʰ ɿ ⁰	t i ə ²⁴/²⁴² + tsʰ ɿ ⁰	beat:V/打 _raise:SUF/起	V S	115 245	245	238	139	打起	打 起		打	i m n t + i n t	
2796	Wenzhou	fight	tøy²⁴²⁻⁵³ tiɛ²⁴²⁻²²	tøy²⁴²+tjɛ²⁴²	t øy ²⁴² + t j ɛ ²⁴²	t ø y ⁵³/²⁴² + t i ɛ ²²/²⁴²	fight/賭 _beat:V/打	N V	570 115	245	239	139	賭打	賭 打		打	i n t + i m n t	
2797	Changsha	fight	ta⁴¹⁻⁴⁴ tɕia⁵⁵	ta⁴¹+tɕja⁵⁵	t a ⁴¹ + tɕ j a ⁵⁵	t a ⁴⁴/⁴¹ + tɕ i a ⁵⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2798	Loudi	fight	ta⁴² tɕiɔ³⁵	ta⁴²+tɕjɔ³⁵	t a ⁴² + tɕ j ɔ ³⁵	t a ⁴² + tɕ i ɔ ³⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2799	Nanchang	fight	ta²¹³ ka⁴⁵	ta²¹³+ka⁴⁵	t a ²¹³ + k a ⁴⁵	t a ²¹³ + k a ⁴⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2800	Meixian	fight	ta³¹ kau³³⁻⁵³ e⁰	ta³¹+kau³³+e⁰	t a ³¹ + k au ³³ + e ⁰	t a ³¹ + k a u ⁵³/³³ + e ⁰	_beat:V/打 fight/交 _:SUF/儿	V N S	115 571 770	245	240	139	打交兒	打 交 儿		打	i n t + i n t + n t	儿
2801	Guilin	fight	tɑ²³ kɑ²⁵	tɑ²³+kɑ²⁵	t ɑ ²³ + k ɑ ²⁵	t ɑ ²³ + k ɑ ²⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2802	Guangzhou	fight	ta³⁵ kau⁵⁵	ta³⁵+kau⁵⁵	t a ³⁵ + k au ⁵⁵	t a ³⁵ + k a u ⁵⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2803	Fuzhou	fight	souŋ⁵⁵⁻⁵³ pʰaʔ²¹*	souŋ⁵⁵+pʰaʔ²¹	s ou ŋ ⁵⁵ + pʰ a ʔ ²¹	s o u ŋ ⁵³/⁵⁵ + pʰ a ʔ ²¹*/²¹	fight:N/相 _hit/拍	Adv V	288 562	247	241	139	相拍	相 拍		打	i n c t + i n c t	
2804	Xiamen	fight	sio⁵⁵⁻²² pʰaʔ³²*	sio⁵⁵+pʰaʔ³²	s io ⁵⁵ + pʰ a ʔ ³²	s i o ²²/⁵⁵ + pʰ a ʔ ³²*/³²	fight:N/相 _hit/拍	Adv V	288 562	247	241	139	相拍	相 拍		打	i n t + i n c t	
2805	Beijing	hunt	tᴀ²¹³⁻²¹ liɛ⁵¹	ta̠²¹³+ljɛ⁵¹	t a̠ ²¹³ + l j ɛ ⁵¹	t a̠ ²¹/²¹³ + l i ɛ ⁵¹	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2806	Ha_erbin	hunt	ta²¹³⁻²¹ liɛ⁵³	ta²¹³+ljɛ⁵³	t a ²¹³ + l j ɛ ⁵³	t a ²¹/²¹³ + l i ɛ ⁵³	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2807	Jinan	hunt	ta⁴⁵ liə²¹	ta⁴⁵+ljə²¹	t a ⁴⁵ + l j ə ²¹	t a ⁴⁵ + l i ə ²¹	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2808	Rongcheng	hunt	ta²¹⁴⁻² liɛ³³⁴	ta²¹⁴+ljɛ³³⁴	t a ²¹⁴ + l j ɛ ³³⁴	t a ²/²¹⁴ + l i ɛ ³³⁴	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2809	Taiyuan	hunt	ta⁵³ liəʔ²	ta⁵³+ljəʔ²	t a ⁵³ + l j ə ʔ ²	t a ⁵³ + l i ə ʔ ²	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n c t	
2810	Xi_an	hunt	tɑ⁵³ liɛ²¹	tɑ⁵³+ljɛ²¹	t ɑ ⁵³ + l j ɛ ²¹	t ɑ ⁵³ + l i ɛ ²¹	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2811	Chengdu	hunt	ta⁵³⁻⁵⁵ lie²¹	ta⁵³+lje²¹	t a ⁵³ + l j e ²¹	t a ⁵⁵/⁵³ + l i e ²¹	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2812	Nanjing	hunt	tɑ¹¹ lieʔ⁵	tɑ¹¹+ljeʔ⁵	t ɑ ¹¹ + l j e ʔ ⁵	t ɑ ¹¹ + l i e ʔ ⁵	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n c t	
2813	Jixi	hunt	tɔ²¹³⁻³¹ ȵiaʔ³²*	tɔ²¹³+ɲjaʔ³²	t ɔ ²¹³ + ɲ j a ʔ ³²	t ɔ ³¹/²¹³ + ɲ i a ʔ ³²*/³²	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n c t	
2814	Suzhou	hunt	tã⁵²⁻⁴¹ laʔ²³*	tã⁵²+laʔ²³	t ã ⁵² + l a ʔ ²³	t ã ∼ ⁴¹/⁵² + l a ʔ ²³*/²³	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i n c t	
2815	Wenzhou	hunt	tiɛ²⁴²⁻³ liɛ²¹	tjɛ²⁴²+ljɛ²¹	t j ɛ ²⁴² + l j ɛ ²¹	t i ɛ ³/²⁴² + l i ɛ ²¹	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i m n t + i m n t	
2816	Changsha	hunt	ta⁴¹ liẽ²⁴	ta⁴¹+ljẽ²⁴	t a ⁴¹ + l j ẽ ²⁴	t a ⁴¹ + l i ẽ ∼ ²⁴	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2817	Loudi	hunt	kuã⁴² sã⁴⁴	kwã⁴²+sã⁴⁴	k w ã ⁴² + s ã ⁴⁴	k u ã ∼ ⁴² + s ã ∼ ⁴⁴	hunt/關 mountain/山	V N	573 139	433	381	227	關山	關 山		打獵	i m n t + i n t	
2818	Nanchang	hunt	ta²¹³ liɛt⁵	ta²¹³+ljɛt⁵	t a ²¹³ + l j ɛ t ⁵	t a ²¹³ + l i ɛ t ⁵	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n c t	
2819	Meixian	hunt	ta³¹ liap⁵	ta³¹+ljap⁵	t a ³¹ + l j a p ⁵	t a ³¹ + l i a p ⁵	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n c t	
2820	Guilin	hunt	tɑ²³ lie²³	tɑ²³+lje²³	t ɑ ²³ + l j e ²³	t ɑ ²³ + l i e ²³	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i m n t	
2821	Guangzhou	hunt	ta³⁵ lip²	ta³⁵+lip²	t a ³⁵ + l i p ²	t a ³⁵ + l i p ²	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i n c t	
2822	Fuzhou	hunt	ta³²⁻²¹ laʔ⁵	ta³²+laʔ⁵	t a ³² + l a ʔ ⁵	t a ²¹/³² + l a ʔ ⁵	_beat:V/打 hunt:N/獵	V N	115 572	431	380	226	打獵	打 獵		打獵	i n t + i n c t	
2823	Xiamen	hunt	pʰaʔ³²*⁻⁵³* laʔ³²*	pʰaʔ³²+laʔ³²	pʰ a ʔ ³² + l a ʔ ³²	pʰ a ʔ ⁵³*/³² + l a ʔ ³²*/³²	_hit/拍 hunt:N/獵	V N	562 572	431	382	226	拍獵	拍 獵		打獵	i n c t + i n c t	
2824	Beijing	big	tɑ⁵¹	tɑ⁵¹	t ɑ ⁵¹	t ɑ ⁵¹	big/大	A	34	44	38	26	大	大		大	i n t	
2825	Ha_erbin	big	ta⁵³	ta⁵³	t a ⁵³	t a ⁵³	big/大	A	34	44	38	26	大	大		大	i n t	
2826	Jinan	big	ta³¹	ta³¹	t a ³¹	t a ³¹	big/大	A	34	44	38	26	大	大		大	i n t	
2827	Rongcheng	big	ta³³⁴	ta³³⁴	t a ³³⁴	t a ³³⁴	big/大	A	34	44	38	26	大	大		大	i n t	
2828	Taiyuan	big	ta⁴⁵	ta⁴⁵	t a ⁴⁵	t a ⁴⁵	big/大	A	34	44	38	26	大	大		大	i n t	
2829	Xi_an	big	tɑ⁴⁴	tɑ⁴⁴	t ɑ ⁴⁴	t ɑ ⁴⁴	big/大	A	34	44	38	26	大	大		大	i n t	
2830	Chengdu	big	ta²¹³	ta²¹³	t a ²¹³	t a ²¹³	big/大	A	34	44	38	26	大	大		大	i n t	
2831	Nanjing	big	tɑ⁴⁴	tɑ⁴⁴	t ɑ ⁴⁴	t ɑ ⁴⁴	big/大	A	34	44	38	26	大	大		大	i n t	
2832	Jixi	big	tʰɵ³¹	tʰɵ³¹	tʰ ɵ ³¹	tʰ ɵ ³¹	big/大	A	34	44	38	26	大	大		大	i n t	
2833	Suzhou	big	dəu²³¹	dəu²³¹	d əu ²³¹	d ə u ²³¹	big/大	A	34	44	38	26	大	大		大	i n t	
2834	Wenzhou	big	dɤu²²	dɤu²²	d ɤu ²²	d ɤ u ²²	big/大	A	34	44	38	26	大	大		大	i n t	
2835	Changsha	big	tai¹¹	tai¹¹	t ai ¹¹	t a i ¹¹	big/大	A	34	44	38	26	大	大		大	i n t	
2836	Loudi	big	da¹¹	da¹¹	d a ¹¹	d a ¹¹	big/大	A	34	44	38	26	大	大		大	i n t	
2837	Nanchang	big	tʰai²¹	tʰai²¹	tʰ ai ²¹	tʰ a i ²¹	big/大	A	34	44	38	26	大	大		大	i n t	
2838	Meixian	big	tʰai⁵³	tʰai⁵³	tʰ ai ⁵³	tʰ a i ⁵³	big/大	A	34	44	38	26	大	大		大	i n t	
2839	Guilin	big	tai²¹	tai²¹	t ai ²¹	t a i ²¹	big/大	A	34	44	38	26	大	大		大	i n t	
2840	Guangzhou	big	tai²²	tai²²	t ai ²²	t a i ²²	big/大	A	34	44	38	26	大	大		大	i n t	
2841	Fuzhou	big	tuai²⁴²	twai²⁴²	t w ai ²⁴²	t u a i ²⁴²	big/大	A	34	44	38	26	大	大		大	i m n t	
2842	Xiamen	big	tua²²	twa²²	t w a ²²	t u a ²²	big/大	A	34	44	38	26	大	大		大	i m n t	
2843	Beijing	dull	tɛ⁵⁵	tɛ⁵⁵	t ɛ ⁵⁵	t ɛ ⁵⁵	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2844	Ha_erbin	dull	pən⁵³	pən⁵³	p ə n ⁵³	p ə n ⁵³	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2845	Jinan	dull	tɛ²¹⁴	tɛ²¹⁴	t ɛ ²¹⁴	t ɛ ²¹⁴	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2846	Rongcheng	dull	piau⁵²	pjau⁵²	p j au ⁵²	p i a u ⁵²	dull/彪	A	576	173	159	101	彪	彪		呆，笨	i m n t	
2847	Taiyuan	dull	tai²¹	tai²¹	t ai ²¹	t a i ²¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2848	Taiyuan	dull	pəŋ⁴⁵	pəŋ⁴⁵	p ə ŋ ⁴⁵	p ə ŋ ⁴⁵	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2849	Xi_an	dull	tɛ²¹	tɛ²¹	t ɛ ²¹	t ɛ ²¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2850	Chengdu	dull	pən²¹³	pən²¹³	p ə n ²¹³	p ə n ²¹³	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2851	Chengdu	dull	kua⁴⁵	kwa⁴⁵	k w a ⁴⁵	k u a ⁴⁵	dull/瓜	A	806	175	125	103	瓜	瓜		呆，笨	i m n t	
2852	Nanjing	dull	tɛ³¹	tɛ³¹	t ɛ ³¹	t ɛ ³¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2853	Nanjing	dull	pən⁴⁴	pən⁴⁴	p ə n ⁴⁴	p ə n ⁴⁴	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2854	Jixi	dull	pʰõ³¹	pʰõ³¹	pʰ õ ³¹	pʰ õ ∼ ³¹	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n t	
2855	Suzhou	dull	ŋᴇ¹³	ŋe̞¹³	ŋ e̞ ¹³	ŋ e̞ ¹³	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
