# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
3633	Jixi	ash	f a ⁵⁵	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	BA5	9	9.B.C 9.A.V 9.5.T	1.6 3.0 1.0	fa⁵⁵	0
3634	Suzhou	ash	h w e̞ ⁴⁴	ash/灰	N	542	19	15	12	灰	灰		灰	i m n t		3 6 7 8	ACXT	HWE5	15	15.H.C 15.W.C 15.E.V 15.5.T	1.6 1.2 3.0 1.0	hwe̞⁴⁴	0
3635	Wenzhou	ash	f ai ⁴⁴	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	BA5	17	17.B.C 17.A.V 17.5.T	1.6 3.0 1.0	fai⁴⁴	0
3636	Changsha	ash	f ei ³³	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	BE4	2	2.B.C 2.E.V 2.4.T	1.6 3.0 1.0	fei³³	0
3637	Loudi	ash	x w e ⁴⁴	ash/灰	N	542	19	15	12	灰	灰		灰	i m n t		3 6 7 8	ACXT	GWE5	10	10.G.C 10.W.C 10.E.V 10.5.T	1.6 1.2 3.0 1.0	xwe⁴⁴	0
3638	Nanchang	ash	f ɨi ⁴²	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	BI3	12	12.B.C 12.I.V 12.3.T	1.6 3.0 1.0	fɨi⁴²	0
3639	Meixian	ash	f oi ³³	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	BU4	11	11.B.C 11.U.V 11.4.T	1.6 3.0 1.0	foi³³	0
3640	Guilin	ash	f ei ⁴²	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	BE3	6	6.B.C 6.E.V 6.3.T	1.6 3.0 1.0	fei⁴²	0
3641	Guangzhou	ash	f w i ⁵³	ash/灰	N	542	19	15	12	灰	灰		灰	i m n t		3 6 7 8	ACXT	BWI3	5	5.B.C 5.W.C 5.I.V 5.3.T	1.6 1.2 3.0 1.0	fwi⁵³	0
3642	Fuzhou	ash	h w oi ⁵⁵ + h w oi ⁵⁵	ash/灰 _ash:RED/灰	N N2	542 792	19	16	12	灰灰	灰 灰		灰	i m n t + i m n t		3 6 7 8 9 3 6 7 8	ACXT_ACXT	HWU5_HWU5	4	4.H.C 4.W.C 4.U.V 4.5.T 4._._ 4.H.C 4.W.C 4.U.V 4.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	hwoi⁵⁵+hwoi⁵⁵	0
3643	Fuzhou	ash	h w oi ⁵⁵	ash/灰	N	542	19	15	12	灰	灰		灰	i m n t		3 6 7 8	ACXT	HWU5	4	4.H.C 4.W.C 4.U.V 4.5.T	1.6 1.2 3.0 1.0	hwoi⁵⁵	0
3644	Xiamen	ash	h e ⁵⁵	ash/灰	N	542	19	15	12	灰	灰		灰	i n t		3 7 8	AXT	HE5	19	19.H.C 19.E.V 19.5.T	1.6 3.0 1.0	he⁵⁵	0
#
250	Beijing	back	p ei ⁵¹	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE3	1	1.P.C 1.E.V 1.3.T	1.6 3.0 1.0	pei⁵¹	0
251	Ha_erbin	back	p ei ⁵³	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE3	7	7.P.C 7.E.V 7.3.T	1.6 3.0 1.0	pei⁵³	0
252	Jinan	back	p ei ³¹	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE3	8	8.P.C 8.E.V 8.3.T	1.6 3.0 1.0	pei³¹	0
253	Rongcheng	back	p ei ⁵²	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE3	14	14.P.C 14.E.V 14.3.T	1.6 3.0 1.0	pei⁵²	0
254	Taiyuan	back	p ei ⁴⁵	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE2	16	16.P.C 16.E.V 16.2.T	1.6 3.0 1.0	pei⁴⁵	0
255	Xi_an	back	tɕ i ²¹ + p ei ²⁴	_spine:N/脊 back:N/背	N N	73 72	20	18	13	脊背	脊 背		背	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI3_PE2	18	18.C.C 18.I.V 18.3.T 18._._ 18.P.C 18.E.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕi²¹+pei²⁴	0
256	Xi_an	back	p ei ²⁴	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE2	18	18.P.C 18.E.V 18.2.T	1.6 3.0 1.0	pei²⁴	0
257	Chengdu	back	p ei ²¹³	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE6	3	3.P.C 3.E.V 3.6.T	1.6 3.0 1.0	pei²¹³	0
258	Nanjing	back	p ei ⁴⁴	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE5	13	13.P.C 13.E.V 13.5.T	1.6 3.0 1.0	pei⁴⁴	0
259	Jixi	back	p a ³⁵	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PA2	9	9.P.C 9.A.V 9.2.T	1.6 3.0 1.0	pa³⁵	0
260	Suzhou	back	p e̞ ⁴¹²	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE6	15	15.P.C 15.E.V 15.6.T	1.6 3.0 1.0	pe̞⁴¹²	0
261	Wenzhou	back	p ai ⁴² + dʑ i ²⁴ + s a ŋ ⁴⁴	back:N/背 _sacrum/骶 _body/身	N N N	72 74 75	20	19	13	背骶身	背 骶 身		背	i n t + i n t + i n c t	骶 is the last bone of the spine	1 7 8 9 2 7 8 9 3 7 4 8	AXT_AXT_AXLT	PA3_CI2_SAN5	17	17.P.C 17.A.V 17.3.T 17._._ 17.C.C 17.I.V 17.2.T 17._._ 17.S.C 17.A.V 17.N.c 17.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pai⁴²+dʑi²⁴+saŋ⁴⁴	0
262	Changsha	back	p ei ⁵⁵	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE5	2	2.P.C 2.E.V 2.5.T	1.6 3.0 1.0	pei⁵⁵	0
263	Loudi	back	p e ³⁵	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE2	10	10.P.C 10.E.V 10.2.T	1.6 3.0 1.0	pe³⁵	0
264	Nanchang	back	p ei ⁴⁵ + tɕ j a ʔ ⁰	back:N/背 _spine:N/脊	N N	72 73	20	20	13	背脊	背 脊		背	i n t + i m n c t		1 7 8 9 2 6 7 1 8	AXT_ACXLT	PE2_CJAH6	12	12.P.C 12.E.V 12.2.T 12._._ 12.C.C 12.J.C 12.A.V 12.H.c 12.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	pei⁴⁵+tɕjaʔ⁰	0
265	Meixian	back	p oi ⁵³	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PU3	11	11.P.C 11.U.V 11.3.T	1.6 3.0 1.0	poi⁵³	0
266	Guilin	back	p ei ²⁵	back:N/背	N	72	20	17	13	背	背		背	i n t		1 7 8	AXT	PE2	6	6.P.C 6.E.V 6.2.T	1.6 3.0 1.0	pei²⁵	0
267	Guangzhou	back	p w i ³³	back:N/背	N	72	20	17	13	背	背		背	i m n t		1 6 7 8	ACXT	PWI4	5	5.P.C 5.W.C 5.I.V 5.4.T	1.6 1.2 3.0 1.0	pwi³³	0
268	Fuzhou	back	pʰ j a ŋ ⁵⁵	back:N/背	N	72	20	17	13	背	背		背	i m n c t	irregular nasalization. Charaters is 𩩍. Rib	1 6 7 4 8	ACXLT	PJAN5	4	4.P.C 4.J.C 4.A.V 4.N.c 4.5.T	1.6 1.2 3.0 1.1 1.0	pʰjaŋ⁵⁵	0
269	Xiamen	back	k a ⁵⁵ + ts j a ʔ ³²	shoulder.blade/胛 spine:N/脊	N N	76 73	21	21	13	胛脊	胛 脊		背	i n t + i m n c t	changed.	1 7 8 9 2 6 7 1 8	AXT_ACXLT	KA5_CJAH3	19	19.K.C 19.A.V 19.5.T 19._._ 19.C.C 19.J.C 19.A.V 19.H.c 19.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ka⁵⁵+tsjaʔ³²	0
#
3583	Beijing	bad	x ai ⁵¹	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		3 7 8	AXT	GA3	1	1.G.C 1.A.V 1.3.T	1.6 3.0 1.0	xai⁵¹	0
3584	Ha_erbin	bad	x w ai ⁵³	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWA3	7	7.G.C 7.W.C 7.A.V 7.3.T	1.6 1.2 3.0 1.0	xwai⁵³	0
3585	Jinan	bad	x w ɛ ³¹	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWE3	8	8.G.C 8.W.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	xwɛ³¹	0
3586	Rongcheng	bad	x w ai ³³⁴	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWA6	14	14.G.C 14.W.C 14.A.V 14.6.T	1.6 1.2 3.0 1.0	xwai³³⁴	0
3587	Taiyuan	bad	x w ai ⁴⁵	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWA2	16	16.G.C 16.W.C 16.A.V 16.2.T	1.6 1.2 3.0 1.0	xwai⁴⁵	0
3588	Xi_an	bad	x w ɛ ⁴⁴	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWE5	18	18.G.C 18.W.C 18.E.V 18.5.T	1.6 1.2 3.0 1.0	xwɛ⁴⁴	0
3589	Chengdu	bad	x w ai ²¹³	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWA6	3	3.G.C 3.W.C 3.A.V 3.6.T	1.6 1.2 3.0 1.0	xwai²¹³	0
3590	Nanjing	bad	x w ɛ ⁴⁴	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWE5	13	13.G.C 13.W.C 13.E.V 13.5.T	1.6 1.2 3.0 1.0	xwɛ⁴⁴	0
3591	Jixi	bad	v ɔ ³¹	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		3 7 8	AXT	BU3	9	9.B.C 9.U.V 9.3.T	1.6 3.0 1.0	vɔ³¹	0
3592	Suzhou	bad	tɕʰ j ʏ ⁴⁴	bad/恘	A	664	27	23	16	恘	恘		壞	i m n t		2 6 7 8	ACXT	CJY5	15	15.C.C 15.J.C 15.Y.V 15.5.T	1.6 1.2 3.0 1.0	tɕʰjʏ⁴⁴	0
3593	Suzhou	bad	w ɑ ⁴¹²	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		6 7 8	AXT	WA6	15	15.W.C 15.A.V 15.6.T	1.6 3.0 1.0	wɑ⁴¹²	0
3594	Wenzhou	bad	m ə ³⁴¹	bad/毛	A	777	28	24	17	毛～	毛		壞	i n t		4 7 8	AXT	ME6	17	17.M.C 17.E.V 17.6.T	1.6 3.0 1.0	mə³⁴¹	0
3595	Changsha	bad	f ai ¹¹	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		3 7 8	AXT	BA1	2	2.B.C 2.A.V 2.1.T	1.6 3.0 1.0	fai¹¹	0
3597	Loudi	bad	ɣ w a ¹¹	bad/壞	A	663	25	22	14	壞	壞		壞	i m n t		3 6 7 8	ACXT	GWA1	10	10.G.C 10.W.C 10.A.V 10.1.T	1.6 1.2 3.0 1.0	ɣwa¹¹	0
3598	Nanchang	bad	f ai ²¹	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		3 7 8	AXT	BA3	12	12.B.C 12.A.V 12.3.T	1.6 3.0 1.0	fai²¹	0
3599	Meixian	bad	f ai ⁵³	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		3 7 8	AXT	BA3	11	11.B.C 11.A.V 11.3.T	1.6 3.0 1.0	fai⁵³	0
3600	Meixian	bad	p e ³¹	bad/鄙	A	666	32	25	20	鄙	鄙		壞	i n t		1 7 8	AXT	PE3	11	11.P.C 11.E.V 11.3.T	1.6 3.0 1.0	pe³¹	0
3601	Guilin	bad	f ai ²¹	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		3 7 8	AXT	BA3	6	6.B.C 6.A.V 6.3.T	1.6 3.0 1.0	fai²¹	0
3602	Guangzhou	bad	w ai ²²	bad/壞	A	663	25	22	14	壞	壞		壞	i n t		6 7 8	AXT	WA1	5	5.W.C 5.A.V 5.1.T	1.6 3.0 1.0	wai²²	0
3603	Fuzhou	bad	pʰ ai ³²	bad/痞	A	667	26	26	15	痞	痞		壞	i n t		1 7 8	AXT	PA3	4	4.P.C 4.A.V 4.3.T	1.6 3.0 1.0	pʰai³²	0
3604	Fuzhou	bad	ŋ ai ⁵³	dull/呆	A	574	31	27	19	呆	呆		壞	i n t		4 7 8	AXT	NA3	4	4.N.C 4.A.V 4.3.T	1.6 3.0 1.0	ŋai⁵³	0
3605	Xiamen	bad	pʰ ai ⁵³	bad/否	A	100	29	28	18	否	否		壞	i n t		1 7 8	AXT	PA3	19	19.P.C 19.A.V 19.3.T	1.6 3.0 1.0	pʰai⁵³	0
#
829	Beijing	bark	ʂ u ⁵¹ + pʰ i ³⁵	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮兒	树 皮		樹皮	i n t + i n t	METO META	3 7 8 9 1 7 8	AXT_AXT	SY3_PI2	1	1.S.C 1.Y.V 1.3.T 1._._ 1.P.C 1.I.V 1.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʂu⁵¹+pʰi³⁵	0
830	Ha_erbin	bark	ʂ u ⁵³ + pʰ i ²⁴	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY3_PI2	7	7.S.C 7.Y.V 7.3.T 7._._ 7.P.C 7.I.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʂu⁵³+pʰi²⁴	0
831	Jinan	bark	ʂ u ³¹ + pʰ i ⁵³	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY3_PI3	8	8.S.C 8.Y.V 8.3.T 8._._ 8.P.C 8.I.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʂu³¹+pʰi⁵³	0
832	Rongcheng	bark	ʃ y ³³⁴ + pʰ i ³⁵	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY6_PI2	14	14.S.C 14.Y.V 14.6.T 14._._ 14.P.C 14.I.V 14.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʃy³³⁴+pʰi³⁵	0
833	Taiyuan	bark	s u ⁴⁵ + pʰ i ²¹	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY2_PI3	16	16.S.C 16.Y.V 16.2.T 16._._ 16.P.C 16.I.V 16.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	su⁴⁵+pʰi²¹	0
834	Xi_an	bark	f u ⁴⁴ + pʰ i ²⁴	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	BY5_PI2	18	18.B.C 18.Y.V 18.5.T 18._._ 18.P.C 18.I.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	fu⁴⁴+pʰi²⁴	0
835	Chengdu	bark	s u ²¹³ + pʰ i ²¹	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY6_PI3	3	3.S.C 3.Y.V 3.6.T 3._._ 3.P.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	su²¹³+pʰi²¹	0
836	Nanjing	bark	s u ⁴⁴ + pʰ i ¹³	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY5_PI2	13	13.S.C 13.Y.V 13.5.T 13._._ 13.P.C 13.I.V 13.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	su⁴⁴+pʰi¹³	0
837	Jixi	bark	ɕ y ³¹ + pʰ ɿ ⁴⁴	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY3_PI5	9	9.S.C 9.Y.V 9.3.T 9._._ 9.P.C 9.I.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕy³¹+pʰɿ⁴⁴	0
838	Suzhou	bark	z ʯ ²³¹ + b i ¹³	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY6_PI2	15	15.S.C 15.Y.V 15.6.T 15._._ 15.P.C 15.I.V 15.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	zʯ²³¹+bi¹³	0
839	Wenzhou	bark	z ɿ ²² + b ei ³⁴¹	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SI1_PE6	17	17.S.C 17.I.V 17.1.T 17._._ 17.P.C 17.E.V 17.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	zɿ²²+bei³⁴¹	0
840	Changsha	bark	ɕ y ¹¹ + p i ¹³	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY1_PI2	2	2.S.C 2.Y.V 2.1.T 2._._ 2.P.C 2.I.V 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕy¹¹+pi¹³	0
841	Loudi	bark	ʑ y ¹¹ + b i ¹³	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY1_PI2	10	10.S.C 10.Y.V 10.1.T 10._._ 10.P.C 10.I.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʑy¹¹+bi¹³	0
842	Nanchang	bark	s u ²¹ + pʰ i ²⁴	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY3_PI2	12	12.S.C 12.Y.V 12.3.T 12._._ 12.P.C 12.I.V 12.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	su²¹+pʰi²⁴	0
843	Meixian	bark	s u ⁵³ + pʰ i ¹¹	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY3_PI1	11	11.S.C 11.Y.V 11.3.T 11._._ 11.P.C 11.I.V 11.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	su⁵³+pʰi¹¹	0
844	Guilin	bark	ɕ y ²¹ + p i ²²	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY3_PI1	6	6.S.C 6.Y.V 6.3.T 6._._ 6.P.C 6.I.V 6.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕy²¹+pi²²	0
845	Guangzhou	bark	s y ²² + pʰ ei ²¹	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY1_PE3	5	5.S.C 5.Y.V 5.1.T 5._._ 5.P.C 5.E.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	sy²²+pʰei²¹	0
846	Fuzhou	bark	tsʰ j eu ²¹² + pʰ w oi ⁵³	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i m n t + i m n t		2 6 7 8 9 1 6 7 8	ACXT_ACXT	CJE6_PWU3	4	4.C.C 4.J.C 4.E.V 4.6.T 4._._ 4.P.C 4.W.C 4.U.V 4.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tsʰjeu²¹²+pʰwoi⁵³	0
847	Xiamen	bark	tsʰ j u ²² + pʰ e ²⁴	_tree/树 skin/皮	N N	134 16	33	29	21	樹皮	树 皮		樹皮	i m n t + i n t		2 6 7 8 9 1 7 8	ACXT_AXT	CJY1_PE2	19	19.C.C 19.J.C 19.Y.V 19.1.T 19._._ 19.P.C 19.E.V 19.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tsʰju²²+pʰe²⁴	0
#
1925	Beijing	because	i n ⁵⁵ + w ei ⁰	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN5_WE6	1	1.I.V 1.N.c 1.5.T 1._._ 1.W.C 1.E.V 1.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in⁵⁵+wei⁰	0
1926	Ha_erbin	because	i n ⁴⁴ + ʋ ei ⁰	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN5_WE6	7	7.I.V 7.N.c 7.5.T 7._._ 7.W.C 7.E.V 7.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in⁴⁴+ʋei⁰	0
1927	Ha_erbin	because	y ŋ ⁴⁴ + x u ⁰	because/庸 because/乎	P Pt	385 386	37	31	23	庸乎	庸 乎		因為	n c t + i n t		7 4 8 9 3 7 8	XLT_AXT	YN5_GY6	7	7.Y.V 7.N.c 7.5.T 7._._ 7.G.C 7.Y.V 7.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	yŋ⁴⁴+xu⁰	0
1928	Jinan	because	j ẽ ²¹⁴ + v ei ³¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	i n t + i n t		6 7 8 9 3 7 8	AXT_AXT	JE6_BE3	8	8.J.C 8.E.V 8.6.T 8._._ 8.B.C 8.E.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	jẽ²¹⁴+vei³¹	0
1929	Rongcheng	because	i n ⁵² + w ei ³⁵	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN3_WE2	14	14.I.V 14.N.c 14.3.T 14._._ 14.W.C 14.E.V 14.2.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in⁵²+wei³⁵	0
1930	Taiyuan	because	i ŋ ²¹ + v ei ⁴⁵	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 3 7 8	XLT_AXT	IN3_BE2	16	16.I.V 16.N.c 16.3.T 16._._ 16.B.C 16.E.V 16.2.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	iŋ²¹+vei⁴⁵	0
1931	Xi_an	because	j ẽ ²¹ + w ei ²⁴	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	i n t + i n t		6 7 8 9 6 7 8	AXT_AXT	JE3_WE2	18	18.J.C 18.E.V 18.3.T 18._._ 18.W.C 18.E.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	jẽ²¹+wei²⁴	0
1932	Chengdu	because	i n ⁴⁵ + w ei ²¹³	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN2_WE6	3	3.I.V 3.N.c 3.2.T 3._._ 3.W.C 3.E.V 3.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in⁴⁵+wei²¹³	0
1933	Nanjing	because	i n ³¹ + ʋ ei ¹³	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN3_WE2	13	13.I.V 13.N.c 13.3.T 13._._ 13.W.C 13.E.V 13.2.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in³¹+ʋei¹³	0
1934	Jixi	because	j ɑ̃ ⁵⁵ + v i ⁵⁵	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	i n t + i n t		6 7 8 9 3 7 8	AXT_AXT	JA5_BI5	9	9.J.C 9.A.V 9.5.T 9._._ 9.B.C 9.I.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	jɑ̃⁵⁵+vi⁵⁵	0
1935	Suzhou	because	i n ⁴⁴ + ɦ w e̞ ²³¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i m n t		7 4 8 9 3 6 7 8	XLT_ACXT	IN5_HWE6	15	15.I.V 15.N.c 15.5.T 15._._ 15.H.C 15.W.C 15.E.V 15.6.T	3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.0	in⁴⁴+ɦwe̞²³¹	0
1936	Wenzhou	because	j a ŋ ⁴⁴ + v u ³⁴¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	i n c t + i n t		6 7 4 8 9 3 7 8	AXLT_AXT	JAN5_BY6	17	17.J.C 17.A.V 17.N.c 17.5.T 17._._ 17.B.C 17.Y.V 17.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	jaŋ⁴⁴+vu³⁴¹	0
1937	Changsha	because	i n ³³ + w ei ¹¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN4_WE1	2	2.I.V 2.N.c 2.4.T 2._._ 2.W.C 2.E.V 2.1.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in³³+wei¹¹	0
1938	Loudi	because	i n ⁴⁴ + w i ¹¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN5_WI1	10	10.I.V 10.N.c 10.5.T 10._._ 10.W.C 10.I.V 10.1.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in⁴⁴+wi¹¹	0
1939	Nanchang	because	i n ⁴² + w i ²¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 6 7 8	XLT_AXT	IN3_WI3	12	12.I.V 12.N.c 12.3.T 12._._ 12.W.C 12.I.V 12.3.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in⁴²+wi²¹	0
1940	Meixian	because	i n ³³ + v i ¹¹	reason/因 in.order.to/为	P V	383 384	35	30	22	因为	因 为		因為	n c t + i n t		7 4 8 9 3 7 8	XLT_AXT	IN4_BI1	11	11.I.V 11.N.c 11.4.T 11._._ 11.B.C 11.I.V 11.1.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	in³³+vi¹¹	0
