ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX
1397	ZaoMin-160_pangolin-1	Mienic	PANGOLIN	pangolin	穿山甲	ZaoMin	Zao Min	dzao1238	l e n ⁵³	2508	0	阳平	⁵³	DzaoMin		
282	WhiteHmong-1183_thepaper-1	Hmongic	PAPER	the paper		WhiteHmong	White Hmong	hmon1333	ⁿt aɯ ³⁴	648	262	阴上	³⁴	HmongDaw	ⁿʈ aɯ ³	0
2535	EasternLuobuohe-423_paper-1	Hmongic	PAPER	paper	纸	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿt o ⁵⁵	648	262	轻声 阴上.阳上	⁰/⁵ ⁵⁵	Luopohe	ˀt o ᴮ/²	1
2536	WesternLuobuohe-423_paper-1	Hmongic	PAPER	paper	纸	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿt o ⁵⁵	648	262	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe	ˀt o ᴮ/²	1
2537	SouthernGuizhouChuanqiandian-423_paper-1	Hmongic	PAPER	paper	纸	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿt ə ⁴²	648	262	阴上	⁴²	CentralMashanHmong	ⁿʈ ə ³ᵃ/³	0
2538	WesternXiangxi-423_paper-1	Hmongic	PAPER	paper	纸	WesternXiangxi	Xiangxi, West	west2430	ⁿt ə ⁴⁴	648	262	阴上.阴入	⁴⁴	WesternXiangxiMiao	ⁿʈ ə ³	0
2539	NorthernQiandong-423_paper-1	Hmongic	PAPER	paper	纸	NorthernQiandong	Qiandong, North	nort2747	t u ³⁵	648	262	阴上	³⁵	NorthernQiandongMiao	t u ³	0
2540	WesternBaheng-423_paper-1	Hmongic	PAPER	paper	纸	WesternBaheng	Baheng, West	pahn1237	n ɔ ³¹	648	262	阴上	³¹	PaHng	n ɔ ³	0
2541	EasternBaheng-423_paper-1	Hmongic	PAPER	paper	纸	EasternBaheng	Baheng, East	pahn1237	q a ⁰/³ + ⁿt au ³¹³	648	262	轻声 阴上	⁰/³ ³¹³	PaHng	n ɔ ³	0
2542	Jiongnai-423_paper-1	Hmongic	PAPER	paper	纸	Jiongnai	Jiongnai	jion1236	ⁿt au ⁵³	648	262	阴上	⁵³	JiongnaiBunu	ⁿʈ au ³	0
2543	Mien-423_paper-1	Mienic	PAPER	paper	纸	Mien	Mien	iumi1238	ts ei ⁵³	648	338	阴上	⁵³	luMien	tɕ ei ³	0
2544	KimMun-423_paper-1	Mienic	PAPER	paper	纸	KimMun	Kim Mun	kimm1245	tʃ ei ⁵¹	648	338	阴上.阳上	⁵¹	KimMun	ȶ ei ³	0
2545	BiaoMin-423_paper-1	Mienic	PAPER	paper	纸	BiaoMin	Biao Min	biao1254	t j əi ³⁵	648	338	阴上	³⁵	BiaoMon	ȶ əi ³	0
2546	ZaoMin-423_paper-1	Mienic	PAPER	paper	纸	ZaoMin	Zao Min	dzao1238	ts i ²⁴	648	338	阴上	²⁴	DzaoMin	ts i ³	0
1661	EasternLuobuohe-211_peach-1	Hmongic	PEACH	peach	桃	EasternLuobuohe	Luobuohe, Eastern	luop1235	p z i ⁵⁵ + ʁ l ei ³¹	2043	832	阴上.阳上 阴平.阳平	⁵⁵ ³¹	Luopohe	ʁ l ei ᴬ/¹	1
1662	WesternLuobuohe-211_peach-1	Hmongic	PEACH	peach	桃	WesternLuobuohe	Luobuohe, Western	luop1235	p j e ⁵⁵ + ʁ l ei ³¹	2043	832	阴上.阳上 阴平.阳平.阴入.阳入	⁵⁵ ³¹	Luopohe	ʁ l ei ᴬ/¹	1
1663	SouthernGuizhouChuanqiandian-211_peach-1	Hmongic	PEACH	peach	桃	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ei ⁴² + ɬ a ⁵³	2043	832	阴上 阳平	⁴² ⁵³	CentralMashanHmong	l̥ a ²	1
1664	WesternXiangxi-211_peach-1	Hmongic	PEACH	peach	桃	WesternXiangxi	Xiangxi, West	west2430	p j i ⁴⁴ + q w a ³¹	2043	832	阴上.阴入 阳平	⁴⁴ ³¹	WesternXiangxiMiao	q w a ²	1
1665	NorthernQiandong-211_peach-1	Hmongic	PEACH	peach	桃	NorthernQiandong	Qiandong, North	nort2747	ts e n ³⁵ + ɬ e n ⁵⁵	2043	832	阴上 0	³⁵ ⁵⁵	NorthernQiandongMiao	l̥ e n ²	1
1666	WesternBaheng-211_peach-1	Hmongic	PEACH	peach	桃	WesternBaheng	Baheng, West	pahn1237	t j ei ³¹ + k w i ³³	2043	832	阴上 阳平	³¹ ³³	PaHng	k w i ²	1
1667	EasternBaheng-211_peach-1	Hmongic	PEACH	peach	桃	EasternBaheng	Baheng, East	pahn1237	p j ei ³¹³ + k w i ³³	2043	832	阴上 阳平	³¹³ ³³	PaHng	k w i ²	1
1668	Jiongnai-211_peach-1	Hmongic	PEACH	peach	桃	Jiongnai	Jiongnai	jion1236	p j i ⁵³ + t u ³³	2043	0	阴上 阳平	⁵³ ³³	JiongnaiBunu		
1669	Mien-211_peach-1	Mienic	PEACH	peach	桃	Mien	Mien	iumi1238	p j əu ⁵³ + k aːu ³¹	2043	832	阴上 阳平	⁵³ ³¹	luMien	k l aːu ²	1
1670	KimMun-211_peach-1	Mienic	PEACH	peach	桃	KimMun	Kim Mun	kimm1245	k l aːu ³³ + p j ɔ ⁵¹	2043	832	阴平.阳平 阴上.阳上	³³ ⁵¹	KimMun	k l au ²	0
1671	BiaoMin-211_peach-1	Mienic	PEACH	peach	桃	BiaoMin	Biao Min	biao1254	k l a ⁴² + k l a ³¹	2043	832	阳上.阳去 阳平	⁴² ³¹	BiaoMon	k l a ²	0
1672	ZaoMin-211_peach-1	Mienic	PEACH	peach	桃	ZaoMin	Zao Min	dzao1238	p eu ²⁴ + k o ⁵³	2043	832	阴上 阳平	²⁴ ⁵³	DzaoMin	k ɔu ²	1
1684	EasternLuobuohe-213_pear-1	Hmongic	PEAR	pear	梨	EasternLuobuohe	Luobuohe, Eastern	luop1235	p z i ⁵⁵ + j a ³¹	922	468	阴上.阳上 阴平.阳平	⁵⁵ ³¹	Luopohe	wj/ɥ a ᴬ/¹	1
1685	WesternLuobuohe-213_pear-1	Hmongic	PEAR	pear	梨	WesternLuobuohe	Luobuohe, Western	luop1235	p j e ⁵⁵ + j a ³¹	922	468	阴上.阳上 阴平.阳平.阴入.阳入	⁵⁵ ³¹	Luopohe	wj/ɥ a ᴬ/¹	1
1686	SouthernGuizhouChuanqiandian-213_pear-1	Hmongic	PEAR	pear	梨	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ei ⁴² + ʐ a ⁵³	922	468	阴上 阳平	⁴² ⁵³	CentralMashanHmong	ʐ a ²	1
1687	WesternXiangxi-213_pear-1	Hmongic	PEAR	pear	梨	WesternXiangxi	Xiangxi, West	west2430	p j i ⁴⁴ + ʐ ɑ ³¹	922	468	阴上.阴入 阳平	⁴⁴ ³¹	WesternXiangxiMiao	ʐ ɑ ²	1
1688	NorthernQiandong-213_pear-1	Hmongic	PEAR	pear	梨	NorthernQiandong	Qiandong, North	nort2747	ts e n ³⁵ + ɣ a ⁵⁵	922	468	阴上 0	³⁵ ⁵⁵	NorthernQiandongMiao	ɣ a ²	1
1689	WesternBaheng-213_pear-1	Hmongic	PEAR	pear	梨	WesternBaheng	Baheng, West	pahn1237	t j ei ³¹ + j ei ³³	922	468	阴上 阳平	³¹ ³³	PaHng	ɦ j e ²	1
1690	EasternBaheng-213_pear-1	Hmongic	PEAR	pear	梨	EasternBaheng	Baheng, East	pahn1237	p j ei ³¹³ + v e ³³	922	468	阴上 阳平	³¹³ ³³	PaHng	ɦ j e ²	0
1691	Jiongnai-213_pear-1	Hmongic	PEAR	pear	梨	Jiongnai	Jiongnai	jion1236	p j i ⁵³ + t e n ³³ + l i ³³	922	0	阴上 阳平 阳平	⁵³ ³³ ³³	JiongnaiBunu		
1692	Mien-213_pear-1	Mienic	PEAR	pear	梨	Mien	Mien	iumi1238	l ai ³¹ + t o ŋ ³³	922	468	阳平 阴平	³¹ ³³	luMien	g ei ²	0
1693	KimMun-213_pear-1	Mienic	PEAR	pear	梨	KimMun	Kim Mun	kimm1245	p j ɔ ⁵¹ + g j ei ³³	922	468	阴上.阳上 阴平.阳平	⁵¹ ³³	KimMun	g ei ⁴	1
1694	BiaoMin-213_pear-1	Mienic	PEAR	pear	梨	BiaoMin	Biao Min	biao1254	k ɔ ⁴² + l ai ³¹	922	468	阳上.阳去 阳平	⁴² ³¹	BiaoMon	l ai ²	1
1695	ZaoMin-213_pear-1	Mienic	PEAR	pear	梨	ZaoMin	Zao Min	dzao1238	b eu ²⁴ + ʑ ai ⁵³	922	468	阴上 阳平	²⁴ ⁵³	DzaoMin	dz ai ²	1
99	WhiteHmong-429_topeel-1	Hmongic	PEEL	to peel		WhiteHmong	White Hmong	hmon1333	t e ³⁴	275	579	阴上	³⁴	HmongDaw	cʰ ai ⁷/³	0
100	WhiteHmong-429_topeel-2	Hmongic	PEEL	to peel		WhiteHmong	White Hmong	hmon1333	l aɯ ¹¹	275	0	阴平.阴上.阳上.阴入	¹¹	HmongDaw		
3616	EasternLuobuohe-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	EasternLuobuohe	Luobuohe, Eastern	luop1235	q w a ⁵⁵	275	579	阴上.阳上	⁵⁵	Luopohe	tɕʰ e ᴰ/⁴	0
3617	WesternLuobuohe-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿd i ³⁵	275	579	阴去.阳去	³⁵	Luopohe	tɕʰ e ᴰ/⁴	0
3618	WesternLuobuohe-637_peelsomething-2	Hmongic	PEEL	peel (something)	剥	WesternLuobuohe	Luobuohe, Western	luop1235	ˀl o ³¹	275	0	阴平.阳平.阴入.阳入	³¹	Luopohe		
3619	SouthernGuizhouChuanqiandian-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	l ə ⁴⁴	275	579	阴入	⁴⁴	CentralMashanHmong	tɕ e ⁷ᵇ/³	0
3620	WesternXiangxi-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	WesternXiangxi	Xiangxi, West	west2430	t ɯ ⁴⁴	275	0	阴上.阴入	⁴⁴	WesternXiangxiMiao		
3621	NorthernQiandong-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	NorthernQiandong	Qiandong, North	nort2747	ɬʰ u ⁵³	275	0	阳平	⁵³	NorthernQiandongMiao		
3622	WesternBaheng-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	WesternBaheng	Baheng, West	pahn1237	l ɔ ⁴²	275	0	阳入	⁴²	PaHng		
3623	EasternBaheng-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	EasternBaheng	Baheng, East	pahn1237	l au ⁵³	275	0	阴入	⁵³	PaHng		
3624	Jiongnai-637_peelsomething-1	Hmongic	PEEL	peel (something)	剥	Jiongnai	Jiongnai	jion1236	p ai ⁵⁵	275	0	阴入	⁵⁵	JiongnaiBunu		
3625	Mien-637_peelsomething-1	Mienic	PEEL	peel (something)	剥	Mien	Mien	iumi1238	m̥ ei ⁵³	275	0	阴上	⁵³	luMien		
3626	KimMun-637_peelsomething-1	Mienic	PEEL	peel (something)	剥	KimMun	Kim Mun	kimm1245	ˀt a t ⁴²	275	0	阴去.阳去.阴入.阳入	⁴²	KimMun		
3627	BiaoMin-637_peelsomething-1	Mienic	PEEL	peel (something)	剥	BiaoMin	Biao Min	biao1254	p j ɔ ⁵³	275	0	阴入	⁵³	BiaoMon		
3628	BiaoMin-637_peelsomething-2	Mienic	PEEL	peel (something)	剥	BiaoMin	Biao Min	biao1254	ɬ u t ⁵³	275	0	阴入	⁵³	BiaoMon		
3629	ZaoMin-637_peelsomething-1	Mienic	PEEL	peel (something)	剥	ZaoMin	Zao Min	dzao1238	h ai ²⁴	275	0	阴上	²⁴	DzaoMin		
1696	EasternLuobuohe-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	EasternLuobuohe	Luobuohe, Eastern	luop1235	p z i ⁵⁵ + m e n ⁵⁵	2044	87	阴上.阳上 阴上.阳上	⁵⁵ ⁵⁵	Luopohe	m e n ᴮ/²	1
1697	WesternLuobuohe-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	WesternLuobuohe	Luobuohe, Western	luop1235	p j e ⁵⁵ + m e n ⁵⁵	2044	87	阴上.阳上 阴上.阳上	⁵⁵ ⁵⁵	Luopohe	m e n ᴮ/²	1
1698	SouthernGuizhouChuanqiandian-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ei ⁴² + ɳ a ⁴²	2044	0	阴上 阴上	⁴² ⁴²	CentralMashanHmong		
1699	WesternXiangxi-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	WesternXiangxi	Xiangxi, West	west2430	p j i ⁴⁴ + m ɛ ²²	2044	87	阴上.阴入 0	⁴⁴ ²²	WesternXiangxiMiao	m ɛ ⁴	1
1700	NorthernQiandong-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	NorthernQiandong	Qiandong, North	nort2747	ts e n ³⁵ + m i ¹¹	2044	87	阴上 阳上	³⁵ ¹¹	NorthernQiandongMiao	m i ⁴	1
1701	WesternBaheng-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	WesternBaheng	Baheng, West	pahn1237	t j ei ³¹ + l ei ³¹	2044	0	阴上 阴上	³¹ ³¹	PaHng		
1702	EasternBaheng-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	EasternBaheng	Baheng, East	pahn1237	s ɿ ⁵³ + ts ɿ ⁰/³	2044	0	阴入 轻声	⁵³ ⁰/³	PaHng		
1703	Jiongnai-215_persimmon-1	Hmongic	PERSIMMON	persimmon	柿子	Jiongnai	Jiongnai	jion1236	p j i ⁵³ + ʃ ai ¹¹	2044	0	阴上 阳去	⁵³ ¹¹	JiongnaiBunu		
1704	Mien-215_persimmon-1	Mienic	PERSIMMON	persimmon	柿子	Mien	Mien	iumi1238	p j əu ⁵³ + ts ai ²³¹	2044	346	阴上 阳上	⁵³ ²³¹	luMien	tɕ ai ⁴	1
1705	BiaoMin-215_persimmon-1	Mienic	PERSIMMON	persimmon	柿子	BiaoMin	Biao Min	biao1254	tɕ au ⁵³ + p əi ⁴²	2044	0	阴入 阳上.阳去	⁵³ ⁴²	BiaoMon		
1706	ZaoMin-215_persimmon-1	Mienic	PERSIMMON	persimmon	柿子	ZaoMin	Zao Min	dzao1238	b eu ²⁴ + t ui ⁴⁴	2044	0	阴上 阴平.阳上.阴入	²⁴ ⁴⁴	DzaoMin		
16	WhiteHmong-72_theperson-1	Hmongic	PERSON	the person		WhiteHmong	White Hmong	hmon1333	n e ŋ ³¹	683	307	阳平.阳上.阳去	³¹	HmongDaw	n ɛ ŋ ²	0
572	EasternLuobuohe-40_humanbeing-1	Hmongic	PERSON	human being	人	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ɑ ⁰/² + n a ³¹	683	307	轻声 阴平.阳平	⁰/² ³¹	Luopohe	n a ᴬ/¹	1
573	WesternLuobuohe-40_humanbeing-1	Hmongic	PERSON	human being	人	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + n ɑ ³¹	683	307	轻声 阴平.阳平.阴入.阳入	⁰/² ³¹	Luopohe	n a ᴬ/¹	1
574	SouthernGuizhouChuanqiandian-40_humanbeing-1	Hmongic	PERSON	human being	人	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m ə ŋ ²²	683	0	阴平	²²	CentralMashanHmong		
575	WesternXiangxi-40_humanbeing-1	Hmongic	PERSON	human being	人	WesternXiangxi	Xiangxi, West	west2430	n e ³¹	683	307	阳平	³¹	WesternXiangxiMiao	n e ²	0
576	NorthernQiandong-40_humanbeing-1	Hmongic	PERSON	human being	人	NorthernQiandong	Qiandong, North	nort2747	n ɛ ⁵⁵	683	307	0	⁵⁵	NorthernQiandongMiao	n ɛ ²	0
577	WesternBaheng-40_humanbeing-1	Hmongic	PERSON	human being	人	WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + n e ³³	683	0	轻声 阳平	⁰/³ ³³	PaHng		
578	EasternBaheng-40_humanbeing-1	Hmongic	PERSON	human being	人	EasternBaheng	Baheng, East	pahn1237	n ai ³³	683	0	阳平	³³	PaHng		
579	Jiongnai-40_humanbeing-1	Hmongic	PERSON	human being	人	Jiongnai	Jiongnai	jion1236	n ai ³³	683	307	阳平	³³	JiongnaiBunu	n ai ²	0
580	Mien-40_humanbeing-1	Mienic	PERSON	human being	人	Mien	Mien	iumi1238	m j e ³¹	683	0	阳平	³¹	luMien		
581	KimMun-40_humanbeing-1	Mienic	PERSON	human being	人	KimMun	Kim Mun	kimm1245	m u n ³³	683	0	阴平.阳平	³³	KimMun		
582	BiaoMin-40_humanbeing-1	Mienic	PERSON	human being	人	BiaoMin	Biao Min	biao1254	m i n ³¹	683	0	阳平	³¹	BiaoMon		
583	ZaoMin-40_humanbeing-1	Mienic	PERSON	human being	人	ZaoMin	Zao Min	dzao1238	m e n ⁵³	683	0	阳平	⁵³	DzaoMin		
2679	EasternLuobuohe-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	EasternLuobuohe	Luobuohe, Eastern	luop1235	z a ŋ ⁵⁵	516	0	阴上.阳上	⁵⁵	Luopohe		
2680	WesternLuobuohe-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	WesternLuobuohe	Luobuohe, Western	luop1235	ð ɑ ŋ ⁵⁵	516	0	阴上.阳上	⁵⁵	Luopohe		
2681	SouthernGuizhouChuanqiandian-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	l æ n ⁵³	516	395	阳平	⁵³	CentralMashanHmong	l æ ²	0
2682	WesternXiangxi-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	WesternXiangxi	Xiangxi, West	west2430	l e ³⁵	516	395	阴平	³⁵	WesternXiangxiMiao	l e ¹	0
2683	NorthernQiandong-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	NorthernQiandong	Qiandong, North	nort2747	l ɛ ⁵⁵	516	395	0	⁵⁵	NorthernQiandongMiao	l ɛ ²	0
2684	WesternBaheng-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	WesternBaheng	Baheng, West	pahn1237	l e ³³	516	395	阳平	³³	PaHng	l æ̃ ²	0
2685	EasternBaheng-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	EasternBaheng	Baheng, East	pahn1237	n ai ³³	516	395	阳平	³³	PaHng	l æ̃ ²	0
2686	Jiongnai-450_classifierforperson-1	Hmongic	PERSON (CLASSIFIER)	classifier for person	位（客）	Jiongnai	Jiongnai	jion1236	l a ŋ ⁴⁴	516	395	阴平	⁴⁴	JiongnaiBunu	l a ŋ ¹	0
2687	Mien-450_classifierforperson-1	Mienic	PERSON (CLASSIFIER)	classifier for person	位（客）	Mien	Mien	iumi1238	l aː n ³¹	516	395	阳平	³¹	luMien	l aː n ²	0
2688	KimMun-450_classifierforperson-1	Mienic	PERSON (CLASSIFIER)	classifier for person	位（客）	KimMun	Kim Mun	kimm1245	ˀt au ³³	516	395	阴平.阳平	³³	KimMun	l aː n ²	0
2689	BiaoMin-450_classifierforperson-1	Mienic	PERSON (CLASSIFIER)	classifier for person	位（客）	BiaoMin	Biao Min	biao1254	t au ³¹	516	0	阳平	³¹	BiaoMon		
2690	ZaoMin-450_classifierforperson-1	Mienic	PERSON (CLASSIFIER)	classifier for person	位（客）	ZaoMin	Zao Min	dzao1238	n a ⁴⁴	516	395	阴平.阳上.阴入	⁴⁴	DzaoMin	n a ¹	0
103	WhiteHmong-440_thepestle-1	Hmongic	PESTLE	the pestle		WhiteHmong	White Hmong	hmon1333	q ɯ ¹¹ + ts o ⁵⁵	225	0	阴平.阴上.阳上.阴入 阴平	¹¹ ⁵⁵	HmongDaw		
3740	EasternLuobuohe-658_pestle-1	Hmongic	PESTLE	pestle	舂	EasternLuobuohe	Luobuohe, Eastern	luop1235	t a ⁵⁵	225	0	阴上.阳上	⁵⁵	Luopohe		
3741	WesternLuobuohe-658_pestle-1	Hmongic	PESTLE	pestle	舂	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿt ɑ ŋ ⁵⁵	225	0	阴上.阳上	⁵⁵	Luopohe		
3742	SouthernGuizhouChuanqiandian-658_pestle-1	Hmongic	PESTLE	pestle	舂	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t a ⁴²	225	0	阴上	⁴²	CentralMashanHmong		
3743	WesternXiangxi-658_pestle-1	Hmongic	PESTLE	pestle	舂	WesternXiangxi	Xiangxi, West	west2430	l j ɔ ³⁵	225	0	阴平	³⁵	WesternXiangxiMiao		
3744	NorthernQiandong-658_pestle-1	Hmongic	PESTLE	pestle	舂	NorthernQiandong	Qiandong, North	nort2747	t o ³⁵	225	0	阴上	³⁵	NorthernQiandongMiao		
3745	WesternBaheng-658_pestle-1	Hmongic	PESTLE	pestle	舂	WesternBaheng	Baheng, West	pahn1237	t o ³¹	225	0	阴上	³¹	PaHng		
3746	EasternBaheng-658_pestle-1	Hmongic	PESTLE	pestle	舂	EasternBaheng	Baheng, East	pahn1237	t o ³¹³	225	0	阴上	³¹³	PaHng		
3747	Jiongnai-658_pestle-1	Hmongic	PESTLE	pestle	舂	Jiongnai	Jiongnai	jion1236	t u ⁵³	225	0	阴上	⁵³	JiongnaiBunu		
3748	Mien-658_pestle-1	Mienic	PESTLE	pestle	舂	Mien	Mien	iumi1238	ts o ŋ ³³	225	216	阴平	³³	luMien	t ɔi ⁵¹	0
3749	KimMun-658_pestle-1	Mienic	PESTLE	pestle	舂	KimMun	Kim Mun	kimm1245	d i m ⁴²	225	216	阴去.阳去.阴入.阳入	⁴²	KimMun	t ɔːi ⁵	0
3750	BiaoMin-658_pestle-1	Mienic	PESTLE	pestle	舂	BiaoMin	Biao Min	biao1254	t au ³⁵	225	216	阴上	³⁵	BiaoMon	t w ai ⁵	0
3751	ZaoMin-658_pestle-1	Mienic	PESTLE	pestle	舂	ZaoMin	Zao Min	dzao1238	t o p ²²	225	216	阳去.阳入	²²	DzaoMin	d u/w i ⁵	0
1445	EasternLuobuohe-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + z u ŋ ⁵⁵	3060	0	轻声 阴上.阳上	⁰/⁵ ⁵⁵	Luopohe		
1446	WesternLuobuohe-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + z o ŋ ⁵⁵	3060	0	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe		
1447	SouthernGuizhouChuanqiandian-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s e ⁵⁵	3060	533	阴去	⁵⁵	CentralMashanHmong	s ə ⁷ᵃ/³	0
1448	WesternXiangxi-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	WesternXiangxi	Xiangxi, West	west2430	n u ⁴² + n u ³¹	3060	0	0 阳平	⁴² ³¹	WesternXiangxiMiao		
1449	NorthernQiandong-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	NorthernQiandong	Qiandong, North	nort2747	nʲ o ŋ ⁵⁵	3060	0	0	⁵⁵	NorthernQiandongMiao		
1450	WesternBaheng-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + tɕ eu ⁵⁵	3060	0	轻声 阴去	⁰/³ ⁵⁵	PaHng		
1451	EasternBaheng-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	EasternBaheng	Baheng, East	pahn1237	ŋ */ə ŋ̍ ⁰/³ + tɕ eu ⁵⁵	3060	0	轻声 阴去	⁰/³ ⁵⁵	PaHng		
1452	Jiongnai-171_pheasant-1	Hmongic	PHEASANT	pheasant	野鸡	Jiongnai	Jiongnai	jion1236	ʃ e ¹² + k ai ⁴⁴	3060	0	阳入 阴平	¹² ⁴⁴	JiongnaiBunu		
1453	Mien-171_pheasant-1	Mienic	PHEASANT	pheasant	野鸡	Mien	Mien	iumi1238	n o ²² + g ui ³¹ + tɕ ai ³³	3060	0	阳入 阳平 阴平	²² ³¹ ³³	luMien		
1454	BiaoMin-171_pheasant-1	Mienic	PHEASANT	pheasant	野鸡	BiaoMin	Biao Min	biao1254	g l i ⁴²	3060	0	阳上.阳去	⁴²	BiaoMon		
199	WhiteHmong-856_topickup-1	Hmongic	PICK UP	to pick up		WhiteHmong	White Hmong	hmon1333	kʰ aɯ ¹¹	371	676	阴平.阴上.阳上.阴入	¹¹	HmongDaw	kʰ aɯ ⁷/³	0
4035	EasternLuobuohe-724_pickup-1	Hmongic	PICK UP	pick up	捡	EasternLuobuohe	Luobuohe, Eastern	luop1235	kʰ o ³³	371	676	阴入.阳入	³³	Luopohe	kʰ o ᴰ/⁴	0
4036	WesternLuobuohe-724_pickup-1	Hmongic	PICK UP	pick up	捡	WesternLuobuohe	Luobuohe, Western	luop1235	kʰ o ³¹	371	676	阴平.阳平.阴入.阳入	³¹	Luopohe	kʰ o ᴰ/⁴	0
4037	SouthernGuizhouChuanqiandian-724_pickup-1	Hmongic	PICK UP	pick up	捡	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k ə ¹³	371	676	阳去.阴入	¹³	CentralMashanHmong	k ɯ ⁷ᵇ/³	0
4038	WesternXiangxi-724_pickup-1	Hmongic	PICK UP	pick up	捡	WesternXiangxi	Xiangxi, West	west2430	tʰ u ⁴⁴	371	0	阴上.阴入	⁴⁴	WesternXiangxiMiao		
4039	NorthernQiandong-724_pickup-1	Hmongic	PICK UP	pick up	捡	NorthernQiandong	Qiandong, North	nort2747	tɕʰ ə ³³	371	676	阴平	³³	NorthernQiandongMiao	tɕʰ ə ¹	0
4040	WesternBaheng-724_pickup-1	Hmongic	PICK UP	pick up	捡	WesternBaheng	Baheng, West	pahn1237	n̥ au ⁵³	371	0	阴入	⁵³	PaHng		
4041	EasternBaheng-724_pickup-1	Hmongic	PICK UP	pick up	捡	EasternBaheng	Baheng, East	pahn1237	tɕ ei ³¹³	371	0	阴上	³¹³	PaHng		
4042	Jiongnai-724_pickup-1	Hmongic	PICK UP	pick up	捡	Jiongnai	Jiongnai	jion1236	tʃ ə ŋ ³⁵	371	0	阴去	³⁵	JiongnaiBunu		
4043	Mien-724_pickup-1	Mienic	PICK UP	pick up	捡	Mien	Mien	iumi1238	tɕ i m ⁵³	371	607	阴上	⁵³	luMien	dʑ a p ⁷/³	0
4044	KimMun-724_pickup-1	Mienic	PICK UP	pick up	捡	KimMun	Kim Mun	kimm1245	t oː n ⁵¹	371	0	阴上.阳上	⁵¹	KimMun		
