ID	LEXIBANK_ID	SUBGROUP	ID_IN_SOURCE	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	CONCEPTICON_ID	COGID	TONE_CLASS	TONE_VALUE	CLASSIFICATION	RATLIFF_FORM
1212	WesternLuobuohe-141_horse-1	Hmongic		HORSE	horse		WesternLuobuohe	Luobuohe, Western	luop1235	m ɑ ⁵⁵	615		133	去	⁵⁵	Luopohe	m a ᴮ/²
1213	SouthernGuizhouChuanqiandian-141_horse-1	Hmongic		HORSE	horse		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m e n ¹¹	615		133	?	¹¹	Southern Chuanqiandian	m ei n ⁴
1214	WesternXiangxi-141_horse-1	Hmongic		HORSE	horse		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + m e ²²	615		0	阴平 ?	³⁵ ²²	Western Xiangxi	
1215	NorthernQiandong-141_horse-1	Hmongic		HORSE	horse		NorthernQiandong	Qiandong, North	nort2747	m a ¹¹	615		133	阳上	¹¹	Northern Qiandong	m a ⁴
1216	WesternBaheng-141_horse-1	Hmongic		HORSE	horse		WesternBaheng	Baheng, West	pahn1237	m ei ¹¹	615		133	阳上	¹¹	Baheng	m ɪ̃ ⁴
1217	EasternBaheng-141_horse-1	Hmongic		HORSE	horse		EasternBaheng	Baheng, East	pahn1237	m e ¹¹	615		133	阳上	¹¹	Baheng	m ɪ̃ ⁴
1218	Jiongnai-141_horse-1	Hmongic		HORSE	horse		Jiongnai	Jiongnai	jion1236	m e ³¹	615		133	阳上	³¹	Jiongnai	m e ⁴
1219	Mien-141_horse-1	Mienic		HORSE	horse		Mien	Mien	iumi1238	m a ²³¹	615		0	阳上	²³¹	Mien	
1220	KimMun-141_horse-1	Mienic		HORSE	horse		KimMun	Kim Mun	kimm1245	m a ³¹	615		0	上声.浊.去声.气	³¹	Kim Mun	
1221	BiaoMin-141_horse-1	Mienic		HORSE	horse		BiaoMin	Biao Min	biao1254	m a ⁴²	615		0	阳上.阳去	⁴²	Biao Min	
1222	ZaoMin-141_horse-1	Mienic		HORSE	horse		ZaoMin	Zao Min	dzao1238	m a ⁴⁴	615		0	阴平.阳上.阴入	⁴⁴	Zao Min	
265	WhiteHmong-1046_hot-1			HOT	hot		WhiteHmong	White Hmong	hmon1333	k u ˥/⁵⁵	1286		737	˥	˥/⁵⁵	White Hmong	k u ¹
3427	EasternLuobuohe-602_hot-1	Hmongic		HOT	hot		EasternLuobuohe	Luobuohe, Eastern	luop1235	k a ŋ ³¹	1286		737	平	³¹	Luopohe	k a ŋ ᴬ/¹
3428	WesternLuobuohe-602_hot-1	Hmongic		HOT	hot		WesternLuobuohe	Luobuohe, Western	luop1235	q ɑ ŋ ³¹	1286		737	平.上	³¹	Luopohe	k a ŋ ᴬ/¹
3429	SouthernGuizhouChuanqiandian-602_hot-1	Hmongic		HOT	hot		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s o ²³²	1286		737	?	²³²	Southern Chuanqiandian	k o ŋ ¹ᵃ/¹
3430	SouthernGuizhouChuanqiandian-602_hot-2	Hmongic		HOT	hot		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k o ŋ ³²	1286		737	?	³²	Southern Chuanqiandian	k o ŋ ¹ᵃ/¹
3431	WesternXiangxi-602_hot-1	Hmongic		HOT	hot		WesternXiangxi	Xiangxi, West	west2430	ⁿtɕ e ⁵³	1286		737	?	⁵³	Western Xiangxi	c e ¹
3432	NorthernQiandong-602_hot-1	Hmongic		HOT	hot		NorthernQiandong	Qiandong, North	nort2747	kʰ i ³³	1286		737	阴平	³³	Northern Qiandong	kʰ i ¹
3433	WesternBaheng-602_hot-1	Hmongic		HOT	hot		WesternBaheng	Baheng, West	pahn1237	m ɔ ⁵³ + q a ŋ ³⁵	1286		737	阴入 阴平	⁵³ ³⁵	Baheng	k ɔ̃ ¹
3434	EasternBaheng-602_hot-1	Hmongic		HOT	hot		EasternBaheng	Baheng, East	pahn1237	ɕ o ³¹³	1286		737	阴上	³¹³	Baheng	k ɔ̃ ¹
3435	Jiongnai-602_hot-1	Hmongic		HOT	hot		Jiongnai	Jiongnai	jion1236	kʰ j a ŋ ⁴⁴	1286		737	阴平	⁴⁴	Jiongnai	kʰ j a ŋ ¹
3436	Mien-602_hot-1	Mienic		HOT	hot		Mien	Mien	iumi1238	k oː m ³³	1286		737	阴平	³³	Mien	k ɔ m ¹
3437	KimMun-602_hot-1	Mienic		HOT	hot		KimMun	Kim Mun	kimm1245	k j oː m ³⁵	1286		737	平声.清.入声.清.长	³⁵	Kim Mun	k j ɔː m ¹
3438	BiaoMin-602_hot-1	Mienic		HOT	hot		BiaoMin	Biao Min	biao1254	b əi ²⁴	1286		737	阴去	²⁴	Biao Min	k l œ n ¹
3439	ZaoMin-602_hot-1	Mienic		HOT	hot		ZaoMin	Zao Min	dzao1238	ts a m ⁴⁴	1286		737	阴平.阳上.阴入	⁴⁴	Zao Min	ts a m ¹
129	WhiteHmong-531_thehouse-1			HOUSE	the house		WhiteHmong	White Hmong	hmon1333	tʃ e ˧˦/³⁴	1252		170	˧˦	˧˦/³⁴	White Hmong	ʈʂ e ³
2160	EasternLuobuohe-314_house-1	Hmongic		HOUSE	house		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + p ei ⁵⁵	1252		170	? 上	⁰/⁵ ⁵⁵	Luopohe	p ei ᴮ/²
2161	WesternLuobuohe-314_house-1	Hmongic		HOUSE	house		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + p i ⁵⁵	1252		170	? 去	⁰/² ⁵⁵	Luopohe	p ei ᴮ/²
2162	SouthernGuizhouChuanqiandian-314_house-1	Hmongic		HOUSE	house		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ʐ æ ⁴²	1252		170	阴去.阴入	⁴²	Southern Chuanqiandian	p ʐ æ ³ᵃ/³
2163	WesternXiangxi-314_house-1	Hmongic		HOUSE	house		WesternXiangxi	Xiangxi, West	west2430	p ʐ ɯ ⁴⁴	1252		170	阴上.阴入	⁴⁴	Western Xiangxi	p ʐ ɯ ³
2164	NorthernQiandong-314_house-1	Hmongic		HOUSE	house		NorthernQiandong	Qiandong, North	nort2747	ts ɛ ³⁵	1252		170	阴上	³⁵	Northern Qiandong	ts ɛ ³
2165	WesternBaheng-314_house-1	Hmongic		HOUSE	house		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + t j o ³¹	1252		170	? 阴上	⁰/³ ³¹	Baheng	p j o ³
2166	EasternBaheng-314_house-1	Hmongic		HOUSE	house		EasternBaheng	Baheng, East	pahn1237	p j o ³¹³	1252		170	阴上	³¹³	Baheng	p j o ³
2167	Jiongnai-314_house-1	Hmongic		HOUSE	house		Jiongnai	Jiongnai	jion1236	p j a ⁵³	1252		170	阴上	⁵³	Jiongnai	p j a ³
2168	Mien-314_house-1	Mienic		HOUSE	house		Mien	Mien	iumi1238	p au ⁵³	1252		170	阴上	⁵³	Mien	p j au ³
2169	KimMun-314_house-1	Mienic		HOUSE	house		KimMun	Kim Mun	kimm1245	p j au ⁵¹	1252		170	上声.清.气	⁵¹	Kim Mun	p j au ³
2170	BiaoMin-314_house-1	Mienic		HOUSE	house		BiaoMin	Biao Min	biao1254	p l a ³⁵	1252		170	阴上	³⁵	Biao Min	p l a ³
2171	ZaoMin-314_house-1	Mienic		HOUSE	house		ZaoMin	Zao Min	dzao1238	p j u ²⁴	1252		170	阴上	²⁴	Zao Min	p j u ³
234	WhiteHmong-925_ahundred-1			HUNDRED	a hundred		WhiteHmong	White Hmong	hmon1333	p u/w a ˧/³³	1634		8	˧	˧/³³	White Hmong	p u/w a ⁵
2670	EasternLuobuohe-449_hundred-1	Hmongic		HUNDRED	hundred		EasternLuobuohe	Luobuohe, Eastern	luop1235	p z i ²⁴	1634		8	去	²⁴	Luopohe	p i ᶜ/³
2671	WesternLuobuohe-449_hundred-1	Hmongic		HUNDRED	hundred		WesternLuobuohe	Luobuohe, Western	luop1235	p j i ³⁵	1634		8	入	³⁵	Luopohe	p i ᶜ/³
2672	SouthernGuizhouChuanqiandian-449_hundred-1	Hmongic		HUNDRED	hundred		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p a ⁵⁵	1634		8	阳平.阳入	⁵⁵	Southern Chuanqiandian	p a ⁵ᵃ/⁵
2673	WesternXiangxi-449_hundred-1	Hmongic		HUNDRED	hundred		WesternXiangxi	Xiangxi, West	west2430	p a ⁵³	1634		8	?	⁵³	Western Xiangxi	p a ⁵
2674	NorthernQiandong-449_hundred-1	Hmongic		HUNDRED	hundred		NorthernQiandong	Qiandong, North	nort2747	p a ⁴⁴	1634		8	阴去	⁴⁴	Northern Qiandong	p a ⁵
2675	WesternBaheng-449_hundred-1	Hmongic		HUNDRED	hundred		WesternBaheng	Baheng, West	pahn1237	p ei ⁵⁵	1634		8	阴去	⁵⁵	Baheng	p e ⁵
2676	EasternBaheng-449_hundred-1	Hmongic		HUNDRED	hundred		EasternBaheng	Baheng, East	pahn1237	p e ⁵⁵	1634		8	阴去	⁵⁵	Baheng	p e ⁵
2677	Jiongnai-449_hundred-1	Hmongic		HUNDRED	hundred		Jiongnai	Jiongnai	jion1236	p a ³⁵	1634		8	阴去	³⁵	Jiongnai	p a ⁵
2678	Mien-449_hundred-1	Mienic		HUNDRED	hundred		Mien	Mien	iumi1238	p ɛ ⁵⁵	1634		8	阴入	⁵⁵	Mien	p ɛ ⁷/³
2679	KimMun-449_hundred-1	Mienic		HUNDRED	hundred		KimMun	Kim Mun	kimm1245	ˀp e ³⁵	1634		8	平声.清.入声.清.长	³⁵	Kim Mun	p e ⁷/³
2680	BiaoMin-449_hundred-1	Mienic		HUNDRED	hundred		BiaoMin	Biao Min	biao1254	p ɛ ⁵³	1634		8	阴入	⁵³	Biao Min	p ɛ ⁷/³
2681	ZaoMin-449_hundred-1	Mienic		HUNDRED	hundred		ZaoMin	Zao Min	dzao1238	b a ⁴⁴	1634		8	阴平.阳上.阴入	⁴⁴	Zao Min	b a ⁷/³
18	WhiteHmong-83_thehusband-1			HUSBAND	the husband		WhiteHmong	White Hmong	hmon1333	ts i ˧˦/³⁴	1200		0	˧˦	˧˦/³⁴	White Hmong	
751	EasternLuobuohe-79_husband-1	Hmongic		HUSBAND	husband		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ʐ u ŋ ⁵⁵	1200		0	? 上	⁰/⁵ ⁵⁵	Luopohe	
752	WesternLuobuohe-79_husband-1	Hmongic		HUSBAND	husband		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ʐ o ŋ ⁵⁵	1200		0	? 去	⁰/² ⁵⁵	Luopohe	
753	SouthernGuizhouChuanqiandian-79_husband-1	Hmongic		HUSBAND	husband		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʂ ə ŋ ¹¹	1200		0	?	¹¹	Southern Chuanqiandian	
754	WesternXiangxi-79_husband-1	Hmongic		HUSBAND	husband		WesternXiangxi	Xiangxi, West	west2430	p o ⁴⁴	1200		6	阴上.阴入	⁴⁴	Western Xiangxi	p o ³
755	NorthernQiandong-79_husband-1	Hmongic		HUSBAND	husband		NorthernQiandong	Qiandong, North	nort2747	ʑ u ¹³	1200		0	阴入	¹³	Northern Qiandong	
756	WesternBaheng-79_husband-1	Hmongic		HUSBAND	husband		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + w ei ³¹	1200		0	? 阴上	⁰/³ ³¹	Baheng	
757	EasternBaheng-79_husband-1	Hmongic		HUSBAND	husband		EasternBaheng	Baheng, East	pahn1237	tɕ i ³¹ + n ai ³³	1200		0	阳去.阳入 阳平	³¹ ³³	Baheng	
758	Jiongnai-79_husband-1	Hmongic		HUSBAND	husband		Jiongnai	Jiongnai	jion1236	w e ⁵³	1200		0	阴上	⁵³	Jiongnai	
759	Mien-79_husband-1	Mienic		HUSBAND	husband		Mien	Mien	iumi1238	g u ²⁴	1200		0	阴去	²⁴	Mien	
760	KimMun-79_husband-1	Mienic		HUSBAND	husband		KimMun	Kim Mun	kimm1245	l a ŋ ³³	1200		0	平声.浊	³³	Kim Mun	
761	BiaoMin-79_husband-1	Mienic		HUSBAND	husband		BiaoMin	Biao Min	biao1254	b u ³⁵	1200		6	阴上	³⁵	Biao Min	b u ³
762	ZaoMin-79_husband-1	Mienic		HUSBAND	husband		ZaoMin	Zao Min	dzao1238	tɕ a ŋ ²²	1200		0	阳去.阳入	²²	Zao Min	
25	WhiteHmong-139_i-1			I	I		WhiteHmong	White Hmong	hmon1333	k u ˧˦/³⁴	1209		671	˧˦	˧˦/³⁴	White Hmong	k u ³
2777	EasternLuobuohe-513_i-1	Hmongic		I	I		EasternLuobuohe	Luobuohe, Eastern	luop1235	k a ŋ ⁵⁵	1209		671	上	⁵⁵	Luopohe	k a ŋ ᴮ/²
2778	WesternLuobuohe-513_i-1	Hmongic		I	I		WesternLuobuohe	Luobuohe, Western	luop1235	k ɑ ŋ ⁵⁵	1209		671	去	⁵⁵	Luopohe	k a ŋ ᴮ/²
2779	SouthernGuizhouChuanqiandian-513_i-1	Hmongic		I	I		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k o ŋ ⁴²	1209		671	阴去.阴入	⁴²	Southern Chuanqiandian	k o ŋ ³ᵃ/³
2780	WesternXiangxi-513_i-1	Hmongic		I	I		WesternXiangxi	Xiangxi, West	west2430	w e ²²	1209		109	?	²²	Western Xiangxi	w e ⁴
2781	NorthernQiandong-513_i-1	Hmongic		I	I		NorthernQiandong	Qiandong, North	nort2747	v i ¹¹	1209		109	阳上	¹¹	Northern Qiandong	v i ⁴
2782	WesternBaheng-513_i-1	Hmongic		I	I		WesternBaheng	Baheng, West	pahn1237	w a ŋ ¹¹	1209		109	阳上	¹¹	Baheng	v ɔ̃ ⁴
2783	EasternBaheng-513_i-1	Hmongic		I	I		EasternBaheng	Baheng, East	pahn1237	w a ŋ ¹¹	1209		109	阳上	¹¹	Baheng	v ɔ̃ ⁴
2784	Jiongnai-513_i-1	Hmongic		I	I		Jiongnai	Jiongnai	jion1236	w a ³¹	1209		109	阳上	³¹	Jiongnai	v a ⁴
2785	Mien-513_i-1	Mienic		I	I		Mien	Mien	iumi1238	ʑ e ³³	1209		643	阴平	³³	Mien	j a ¹
2786	KimMun-513_i-1	Mienic		I	I		KimMun	Kim Mun	kimm1245	z a ³⁵	1209		643	平声.清.入声.清.长	³⁵	Kim Mun	j a ¹
2787	BiaoMin-513_i-1	Mienic		I	I		BiaoMin	Biao Min	biao1254	k əu ³⁵	1209		0	阴上	³⁵	Biao Min	
2788	ZaoMin-513_i-1	Mienic		I	I		ZaoMin	Zao Min	dzao1238	ts j a ⁴⁴	1209		0	阴平.阳上.阴入	⁴⁴	Zao Min	
45	WhiteHmong-215_theinsect-1			INSECT	the insect		WhiteHmong	White Hmong	hmon1333	k a ˥/⁵⁵	620		727	˥	˥/⁵⁵	White Hmong	k a ¹
1507	EasternLuobuohe-184_insectworm-1	Hmongic		INSECT	insect (worm)		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + tɕ i n ³¹	620		727	? 平	⁰/⁵ ³¹	Luopohe	tɕ e n ᴬ/¹
1508	WesternLuobuohe-184_insectworm-1	Hmongic		INSECT	insect (worm)		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + tɕ i n ³¹	620		727	? 平.上	⁰/² ³¹	Luopohe	tɕ e n ᴬ/¹
1509	SouthernGuizhouChuanqiandian-184_insectworm-1	Hmongic		INSECT	insect (worm)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k u/w a ³²	620		727	?	³²	Southern Chuanqiandian	k u/w a ¹ᵃ/¹
1510	WesternXiangxi-184_insectworm-1	Hmongic		INSECT	insect (worm)		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + c i ³⁵	620		727	阴平 阴平	³⁵ ³⁵	Western Xiangxi	c i ¹
1511	NorthernQiandong-184_insectworm-1	Hmongic		INSECT	insect (worm)		NorthernQiandong	Qiandong, North	nort2747	k a ŋ ³³	620		727	阴平	³³	Northern Qiandong	k a ŋ ¹
1512	WesternBaheng-184_insectworm-1	Hmongic		INSECT	insect (worm)		WesternBaheng	Baheng, West	pahn1237	q ai ³⁵	620		727	阴平	³⁵	Baheng	k ɛ ¹
1513	EasternBaheng-184_insectworm-1	Hmongic		INSECT	insect (worm)		EasternBaheng	Baheng, East	pahn1237	q ei ³⁵	620		727	阴平	³⁵	Baheng	k ɛ ¹
1514	Jiongnai-184_insectworm-1	Hmongic		INSECT	insect (worm)		Jiongnai	Jiongnai	jion1236	k j e n ⁴⁴	620		727	阴平	⁴⁴	Jiongnai	k j e n ¹
1515	Mien-184_insectworm-1	Mienic		INSECT	insect (worm)		Mien	Mien	iumi1238	k ɛ ŋ ³³	620		727	阴平	³³	Mien	k ɛ ŋ ¹
1516	KimMun-184_insectworm-1	Mienic		INSECT	insect (worm)		KimMun	Kim Mun	kimm1245	k j eː ŋ ³⁵	620		727	平声.清.入声.清.长	³⁵	Kim Mun	k j eː ŋ ¹
1517	BiaoMin-184_insectworm-1	Mienic		INSECT	insect (worm)		BiaoMin	Biao Min	biao1254	k l ɛ ³³	620		727	阴平	³³	Biao Min	k l ɛ ¹
1518	ZaoMin-184_insectworm-1	Mienic		INSECT	insect (worm)		ZaoMin	Zao Min	dzao1238	ts a ŋ ⁴⁴	620		727	阴平.阳上.阴入	⁴⁴	Zao Min	ts a ŋ ¹
82	WhiteHmong-323_theintestinesorguts-1			INTESTINES	the intestines or guts		WhiteHmong	White Hmong	hmon1333	ʰn j u ˧˦/³⁴	1991		622	˧˦	˧˦/³⁴	White Hmong	ȵ̥ u ³
1114	EasternLuobuohe-123_intestine-1	Hmongic		INTESTINES	intestine		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ȵ i ⁵⁵	1991		622	? 上	⁰/² ⁵⁵	Luopohe	ȵ̥ e n ᴮ/²
1115	WesternLuobuohe-123_intestine-1	Hmongic		INTESTINES	intestine		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ȵ̥ i n ⁵⁵	1991		622	? 去	⁰/² ⁵⁵	Luopohe	ȵ̥ e n ᴮ/²
1116	SouthernGuizhouChuanqiandian-123_intestine-1	Hmongic		INTESTINES	intestine		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ȵ o ŋ ³²³	1991		622	?	³²³	Southern Chuanqiandian	ȵ o ŋ ³ᵇ/³
1117	WesternXiangxi-123_intestine-1	Hmongic		INTESTINES	intestine		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɕ e ⁴⁴	1991		622	阴平 阴上.阴入	³⁵ ⁴⁴	Western Xiangxi	ɕ e ³
1118	NorthernQiandong-123_intestine-1	Hmongic		INTESTINES	intestine		NorthernQiandong	Qiandong, North	nort2747	q a ³⁵ + q o ³¹	1991		0	阴上 阳入	³⁵ ³¹	Northern Qiandong	
1119	WesternBaheng-123_intestine-1	Hmongic		INTESTINES	intestine		WesternBaheng	Baheng, West	pahn1237	ŋ̊ */ə ŋ ³¹	1991		622	阴上	³¹	Baheng	ŋ̊ */ə ŋ ³
1120	EasternBaheng-123_intestine-1	Hmongic		INTESTINES	intestine		EasternBaheng	Baheng, East	pahn1237	h eu ³⁵ + ŋ̊ */ə ŋ ³¹³	1991		622	阴平 阴上	³⁵ ³¹³	Baheng	ŋ̊ */ə ŋ ³
1121	Jiongnai-123_intestine-1	Hmongic		INTESTINES	intestine		Jiongnai	Jiongnai	jion1236	ŋ j o ⁵³	1991		622	阴上	⁵³	Jiongnai	ȵ̥ ɔ ³
1122	Mien-123_intestine-1	Mienic		INTESTINES	intestine		Mien	Mien	iumi1238	k aː ŋ ³¹	1991		836	阳平	³¹	Mien	k l aː ŋ ²
1123	KimMun-123_intestine-1	Mienic		INTESTINES	intestine		KimMun	Kim Mun	kimm1245	k l aː ŋ ³³	1991		836	平声.浊	³³	Kim Mun	k l aː ŋ ²
1124	BiaoMin-123_intestine-1	Mienic		INTESTINES	intestine		BiaoMin	Biao Min	biao1254	k l a ŋ ³¹	1991		836	阳平	³¹	Biao Min	k l a ŋ ²
1125	ZaoMin-123_intestine-1	Mienic		INTESTINES	intestine		ZaoMin	Zao Min	dzao1238	tɕ a ŋ ⁵³	1991		836	阳平	⁵³	Zao Min	k j a ŋ ²
167	WhiteHmong-691_theiron-1			IRON	the iron		WhiteHmong	White Hmong	hmon1333	ʰl au ˧/³³	621		387	˧	˧/³³	White Hmong	ʰl̥ au ⁵
515	EasternLuobuohe-32_iron-1	Hmongic		IRON	iron		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ɬ o ²⁴	621		387	? 去	⁰/⁵ ²⁴	Luopohe	l̥ o ᶜ/³
516	WesternLuobuohe-32_iron-1	Hmongic		IRON	iron		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ɬ o ³⁵	621		387	? 入	⁰/² ³⁵	Luopohe	l̥ o ᶜ/³
517	SouthernGuizhouChuanqiandian-32_iron-1	Hmongic		IRON	iron		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	l u ³⁵	621		387	?	³⁵	Southern Chuanqiandian	l u ⁵ᵇ/⁵
518	WesternXiangxi-32_iron-1	Hmongic		IRON	iron		WesternXiangxi	Xiangxi, West	west2430	ɬ o ⁵³	621		387	?	⁵³	Western Xiangxi	l̥ʰ ɔ ⁵
519	NorthernQiandong-32_iron-1	Hmongic		IRON	iron		NorthernQiandong	Qiandong, North	nort2747	ɬʰ ə ⁴⁴	621		387	阴去	⁴⁴	Northern Qiandong	l̥ʰ ə ⁵
520	WesternBaheng-32_iron-1	Hmongic		IRON	iron		WesternBaheng	Baheng, West	pahn1237	ɬ u ⁵⁵	621		387	阴去	⁵⁵	Baheng	l̥ ɯ ⁵
521	EasternBaheng-32_iron-1	Hmongic		IRON	iron		EasternBaheng	Baheng, East	pahn1237	ɬ u ⁵⁵	621		387	阴去	⁵⁵	Baheng	l̥ ɯ ⁵
522	Jiongnai-32_iron-1	Hmongic		IRON	iron		Jiongnai	Jiongnai	jion1236	ɬ o ³⁵	621		387	阴去	³⁵	Jiongnai	l̥ ɔ ⁵
523	Mien-32_iron-1	Mienic		IRON	iron		Mien	Mien	iumi1238	ɬ j e ⁵⁵	621		462	阴入	⁵⁵	Mien	g j a ⁷/³
524	KimMun-32_iron-1	Mienic		IRON	iron		KimMun	Kim Mun	kimm1245	g j a ¹¹	621		462	平声.气.入声.气	¹¹	Kim Mun	g j a ⁷'/³
525	BiaoMin-32_iron-1	Mienic		IRON	iron		BiaoMin	Biao Min	biao1254	ɬ j a ⁵³	621		462	阴入	⁵³	Biao Min	ɬ j a ⁷/³
526	ZaoMin-32_iron-1	Mienic		IRON	iron		ZaoMin	Zao Min	dzao1238	l j a ⁴⁴	621		462	阴平.阳上.阴入	⁴⁴	Zao Min	l j ɛ ⁷/³
4049	EasternLuobuohe-726_irrigate-1	Hmongic		IRRIGATE	irrigate		EasternLuobuohe	Luobuohe, Eastern	luop1235	pʰ j ɛ ⁵⁵	3078		0	上	⁵⁵	Luopohe	
4050	WesternLuobuohe-726_irrigate-1	Hmongic		IRRIGATE	irrigate		WesternLuobuohe	Luobuohe, Western	luop1235	v a ⁵⁵	3078		0	去	⁵⁵	Luopohe	
4051	SouthernGuizhouChuanqiandian-726_irrigate-1	Hmongic		IRRIGATE	irrigate		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʔ əu ⁵⁵	3078		0	阳平.阳入	⁵⁵	Southern Chuanqiandian	
4052	WesternXiangxi-726_irrigate-1	Hmongic		IRRIGATE	irrigate		WesternXiangxi	Xiangxi, West	west2430	ⁿpʰ u ⁵³	3078		0	?	⁵³	Western Xiangxi	
4053	NorthernQiandong-726_irrigate-1	Hmongic		IRRIGATE	irrigate		NorthernQiandong	Qiandong, North	nort2747	tʰ a ŋ ⁴⁴	3078		0	阴去	⁴⁴	Northern Qiandong	
4054	WesternBaheng-726_irrigate-1	Hmongic		IRRIGATE	irrigate		WesternBaheng	Baheng, West	pahn1237	ȵ̊ a ⁵³	3078		0	阴入	⁵³	Baheng	
4055	EasternBaheng-726_irrigate-1	Hmongic		IRRIGATE	irrigate		EasternBaheng	Baheng, East	pahn1237	ʑ e ⁵⁵	3078		0	阴去	⁵⁵	Baheng	
4056	Jiongnai-726_irrigate-1	Hmongic		IRRIGATE	irrigate		Jiongnai	Jiongnai	jion1236	ⁿtʃʰ o ⁴⁴	3078		0	阴平	⁴⁴	Jiongnai	
4057	Mien-726_irrigate-1	Mienic		IRRIGATE	irrigate		Mien	Mien	iumi1238	pʰ j e t ⁵⁵	3078		613	阴入	⁵⁵	Mien	dz u n ²
4058	KimMun-726_irrigate-1	Mienic		IRRIGATE	irrigate		KimMun	Kim Mun	kimm1245	d u n ³¹	3078		0	上声.浊.去声.气	³¹	Kim Mun	
4059	BiaoMin-726_irrigate-1	Mienic		IRRIGATE	irrigate		BiaoMin	Biao Min	biao1254	tɕ əu ³³	3078		475	阴平	³³	Biao Min	l j e n ²
4060	ZaoMin-726_irrigate-1	Mienic		IRRIGATE	irrigate		ZaoMin	Zao Min	dzao1238	ʑ au ²⁴	3078		475	阴上	²⁴	Zao Min	dz u m ²
4733	EasternLuobuohe-846_itch-1	Hmongic		ITCHY	itch		EasternLuobuohe	Luobuohe, Eastern	luop1235	ts əu ⁵⁵ + kʰ o ³³	149		703	上 入	⁵⁵ ³³	Luopohe	kʰ o ᴰ/⁴
4734	WesternLuobuohe-846_itch-1	Hmongic		ITCHY	itch		WesternLuobuohe	Luobuohe, Western	luop1235	ts ɿ ⁵⁵ + kʰ o ³¹	149		703	去 平.上	⁵⁵ ³¹	Luopohe	kʰ o ᴰ/⁴
4735	SouthernGuizhouChuanqiandian-846_itch-1	Hmongic		ITCHY	itch		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k w o ¹³	149		703	阴上	¹³	Southern Chuanqiandian	k o ⁷ᵇ/³
4736	WesternXiangxi-846_itch-1	Hmongic		ITCHY	itch		WesternXiangxi	Xiangxi, West	west2430	ɕ i ⁴⁴ + t o ²²	149		703	阴上.阴入 ?	⁴⁴ ²²	Western Xiangxi	ɕ i ⁵
4737	NorthernQiandong-846_itch-1	Hmongic		ITCHY	itch		NorthernQiandong	Qiandong, North	nort2747	tɕʰ u ⁴⁴ + tɕʰ a ⁴⁴	149		703	阴去 阴去	⁴⁴ ⁴⁴	Northern Qiandong	tɕʰ u ⁵
4738	WesternBaheng-846_itch-1	Hmongic		ITCHY	itch		WesternBaheng	Baheng, West	pahn1237	ŋ u ⁵³	149		703	阴入	⁵³	Baheng	ŋ ɯ ⁷/³
4739	EasternBaheng-846_itch-1	Hmongic		ITCHY	itch		EasternBaheng	Baheng, East	pahn1237	ⁿk u ⁵³	149		703	阴入	⁵³	Baheng	ŋ ɯ ⁷/³
4740	Jiongnai-846_itch-1	Hmongic		ITCHY	itch		Jiongnai	Jiongnai	jion1236	ʃ o ⁵⁵	149		703	阴入	⁵⁵	Jiongnai	ʃ ɔ ⁷/³
4741	Mien-846_itch-1	Mienic		ITCHY	itch		Mien	Mien	iumi1238	s j e t ⁵⁵	149		703	阴入	⁵⁵	Mien	ɕ e t ⁷/³
