ID	LEXIBANK_ID	SUBGROUP	ID_IN_SOURCE	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	CONCEPTICON_ID	COGID	TONE_CLASS	TONE_VALUE	CLASSIFICATION	RATLIFF_FORM
2398	WesternLuobuohe-381_bowl-1	Hmongic		BOWL	bowl		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + kʰ o ŋ ³¹	1530		0	? 平.上	⁰/² ³¹	Luopohe	
2399	SouthernGuizhouChuanqiandian-381_bowl-1	Hmongic		BOWL	bowl		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t ɪ ¹¹	1530		237	?	¹¹	Southern Chuanqiandian	t e ⁴
2400	WesternXiangxi-381_bowl-1	Hmongic		BOWL	bowl		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ʈ e ⁵³	1530		0	阴平 ?	³⁵ ⁵³	Western Xiangxi	
2401	NorthernQiandong-381_bowl-1	Hmongic		BOWL	bowl		NorthernQiandong	Qiandong, North	nort2747	t j i ⁴⁴	1530		0	阴去	⁴⁴	Northern Qiandong	
2402	WesternBaheng-381_bowl-1	Hmongic		BOWL	bowl		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + p o ⁵⁵	1530		237	? 阴去	⁰/³ ⁵⁵	Baheng	t a ⁴
2403	EasternBaheng-381_bowl-1	Hmongic		BOWL	bowl		EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + t ai ³³	1530		237	? 阳平	⁰/³ ³³	Baheng	t a ⁴
2404	Jiongnai-381_bowl-1	Hmongic		BOWL	bowl		Jiongnai	Jiongnai	jion1236	h u ŋ ⁴⁴	1530		0	阴平	⁴⁴	Jiongnai	
2405	Mien-381_bowl-1	Mienic		BOWL	bowl		Mien	Mien	iumi1238	wj/ɥ ɛ n ⁵³	1530		104	阴上	⁵³	Mien	v a n ³
2406	KimMun-381_bowl-1	Mienic		BOWL	bowl		KimMun	Kim Mun	kimm1245	v a n ³¹	1530		104	上声.浊.去声.气	³¹	Kim Mun	v a n ³
2407	BiaoMin-381_bowl-1	Mienic		BOWL	bowl		BiaoMin	Biao Min	biao1254	w a n ³⁵	1530		104	阴上	³⁵	Biao Min	w a n ³
2408	ZaoMin-381_bowl-1	Mienic		BOWL	bowl		ZaoMin	Zao Min	dzao1238	v j a n ²⁴	1530		104	阴上	²⁴	Zao Min	v j ɛ n ³
124	WhiteHmong-515_thebracelet-1			BRACELET	the bracelet		WhiteHmong	White Hmong	hmon1333	k au ˥˧/⁵³ + t o ŋ ˧˩/³¹ + ⁿp a ˥/⁵⁵	1754		35	˥˧ ˧˩ ˥	˥˧/⁵³ ˧˩/³¹ ˥/⁵⁵	White Hmong	p au ⁶/¹³
125	WhiteHmong-515_thebracelet-2			BRACELET	the bracelet		WhiteHmong	White Hmong	hmon1333	s au ˧˦/³⁴ + t e ˩/¹¹	1754		35	˧˦  ˩	˧˦/³⁴ ˩/¹¹	White Hmong	p au ⁶/¹³
2481	EasternLuobuohe-406_bracelet-1	Hmongic		BRACELET	bracelet		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + v u ²⁴	1754		35	? 去	⁰/⁵ ²⁴	Luopohe	v u ᶜ/³
2482	WesternLuobuohe-406_bracelet-1	Hmongic		BRACELET	bracelet		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + v u ³⁵	1754		35	? 入	⁰/² ³⁵	Luopohe	v u ᶜ/³
2483	SouthernGuizhouChuanqiandian-406_bracelet-1	Hmongic		BRACELET	bracelet		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p o ¹³	1754		35	阴上	¹³	Southern Chuanqiandian	p o ⁶/¹³
2484	WesternXiangxi-406_bracelet-1	Hmongic		BRACELET	bracelet		WesternXiangxi	Xiangxi, West	west2430	qʰ ɑ ŋ ⁵³ + p ɔ ⁴²	1754		35	? ?	⁵³ ⁴²	Western Xiangxi	p ɔ ⁶/¹³
2485	NorthernQiandong-406_bracelet-1	Hmongic		BRACELET	bracelet		NorthernQiandong	Qiandong, North	nort2747	ɬʰ j o ŋ ⁴⁴	1754		0	阴去	⁴⁴	Northern Qiandong	
2486	WesternBaheng-406_bracelet-1	Hmongic		BRACELET	bracelet		WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + p o ⁴⁴	1754		35	? 阳去	⁰/³ ⁴⁴	Baheng	p o ⁶/¹³
2487	EasternBaheng-406_bracelet-1	Hmongic		BRACELET	bracelet		EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + p i ³¹ + ɕ e ³⁵	1754		35	? 阳去.阳入 阴平	⁰/³ ³¹ ³⁵	Baheng	p o ⁶/¹³
2488	Jiongnai-406_bracelet-1	Hmongic		BRACELET	bracelet		Jiongnai	Jiongnai	jion1236	tʃ a ³¹ + θ ai ⁴⁴ + j əu ³³	1754		0	阳上 阴平 阳平	³¹ ⁴⁴ ³³	Jiongnai	
2489	Mien-406_bracelet-1	Mienic		BRACELET	bracelet		Mien	Mien	iumi1238	tɕ e m ³¹	1754		708	阳平	³¹	Mien	tɕ e m ²
2490	KimMun-406_bracelet-1	Mienic		BRACELET	bracelet		KimMun	Kim Mun	kimm1245	ʃ a m ⁵⁵	1754		708	去声.清.入声.清.短	⁵⁵	Kim Mun	s a m ²
2491	BiaoMin-406_bracelet-1	Mienic		BRACELET	bracelet		BiaoMin	Biao Min	biao1254	pʰ au ⁵³ + kʰ ə n ³³	1754		0	阴入 阴平	⁵³ ³³	Biao Min	
127	WhiteHmong-525_theplaitbraid-1			BRAID	the plait/braid		WhiteHmong	White Hmong	hmon1333	j i ˧˦/³⁴ + t ɯ ˩/¹	1043		126	˧˦ ?	˧˦/³⁴ ˩/¹	White Hmong	ⁿʈs i/j a ⁴
3646	EasternLuobuohe-641_braidsomething-1	Hmongic		BRAID	braid (something)		EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿb y ⁵⁵	1043		126	上	⁵⁵	Luopohe	ⁿp e n ⁴
3647	WesternLuobuohe-641_braidsomething-1	Hmongic		BRAID	braid (something)		WesternLuobuohe	Luobuohe, Western	luop1235	ⁿb e n ⁵⁵	1043		126	去	⁵⁵	Luopohe	ⁿp e n ⁴
3648	SouthernGuizhouChuanqiandian-641_braidsomething-1	Hmongic		BRAID	braid (something)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿp i n ¹¹	1043		126	?	¹¹	Southern Chuanqiandian	ⁿp j ei n ⁴
3649	WesternXiangxi-641_braidsomething-1	Hmongic		BRAID	braid (something)		WesternXiangxi	Xiangxi, West	west2430	tsʰ o ⁴⁴	1043		0	阴上.阴入	⁴⁴	Western Xiangxi	
3650	NorthernQiandong-641_braidsomething-1	Hmongic		BRAID	braid (something)		NorthernQiandong	Qiandong, North	nort2747	m i ¹¹	1043		126	阳上	¹¹	Northern Qiandong	m i ⁴
3651	WesternBaheng-641_braidsomething-1	Hmongic		BRAID	braid (something)		WesternBaheng	Baheng, West	pahn1237	q e ŋ ³⁵	1043		126	阴平	³⁵	Baheng	m a ¹
3652	EasternBaheng-641_braidsomething-1	Hmongic		BRAID	braid (something)		EasternBaheng	Baheng, East	pahn1237	q e ŋ ³⁵	1043		126	阴平	³⁵	Baheng	m a ¹
3653	Jiongnai-641_braidsomething-1	Hmongic		BRAID	braid (something)		Jiongnai	Jiongnai	jion1236	h a n ⁴⁴	1043		126	阴平	⁴⁴	Jiongnai	p j e n ⁶/¹³
3654	Mien-641_braidsomething-1	Mienic		BRAID	braid (something)		Mien	Mien	iumi1238	tɕ i t ⁵⁵	1043		126	阴入	⁵⁵	Mien	b i n ⁴
3655	KimMun-641_braidsomething-1	Mienic		BRAID	braid (something)		KimMun	Kim Mun	kimm1245	b i n ³¹	1043		126	上声.浊.去声.气	³¹	Kim Mun	b i n ⁴
3656	BiaoMin-641_braidsomething-1	Mienic		BRAID	braid (something)		BiaoMin	Biao Min	biao1254	p j ɛ n ³³	1043		0	阴平	³³	Biao Min	
3657	ZaoMin-641_braidsomething-1	Mienic		BRAID	braid (something)		ZaoMin	Zao Min	dzao1238	p i n ⁴⁴	1043		126	阴平.阳上.阴入	⁴⁴	Zao Min	p i n ⁴
168	WhiteHmong-698_toweaveorplaitbraid-1			BRAID (VERB) OR WEAVE (BASKET)	to weave or plait/braid		WhiteHmong	White Hmong	hmon1333	ⁿts i/j a ˩/¹¹	3294		867	 ˩	˩/¹¹	White Hmong	h i/j a ¹
169	WhiteHmong-698_toweaveorplaitbraid-2			BRAID (VERB) OR WEAVE (BASKET)	to weave or plait/braid		WhiteHmong	White Hmong	hmon1333	h i/j a ˥/⁵⁵	3294		867	˥	˥/⁵⁵	White Hmong	h i/j a ¹
3658	EasternLuobuohe-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		EasternLuobuohe	Luobuohe, Eastern	luop1235	χ ɛ ³¹	3294		867	平	³¹	Luopohe	h e n ᴬ/¹
3659	WesternLuobuohe-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		WesternLuobuohe	Luobuohe, Western	luop1235	χ i ³¹	3294		867	平.上	³¹	Luopohe	h e n ᴬ/¹
3660	SouthernGuizhouChuanqiandian-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h æ n ²²	3294		867	阳去	²²	Southern Chuanqiandian	ɦ æi n ¹ᵇ/¹
3661	WesternXiangxi-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		WesternXiangxi	Xiangxi, West	west2430	tsʰ o ⁴⁴	3294		867	阴上.阴入	⁴⁴	Western Xiangxi	h ɛ ¹
3662	NorthernQiandong-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		NorthernQiandong	Qiandong, North	nort2747	h ei ³³	3294		867	阴平	³³	Northern Qiandong	h ei ¹
3663	WesternBaheng-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		WesternBaheng	Baheng, West	pahn1237	ʔ i ⁵⁵	3294		0	阴去	⁵⁵	Baheng	
3664	EasternBaheng-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		EasternBaheng	Baheng, East	pahn1237	ⁿt a ⁵³	3294		0	阴入	⁵³	Baheng	
3665	Jiongnai-642_weaveabasket-1	Hmongic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		Jiongnai	Jiongnai	jion1236	h a n ⁴⁴	3294		867	阴平	⁴⁴	Jiongnai	x a n ¹
3666	Mien-642_weaveabasket-1	Mienic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		Mien	Mien	iumi1238	ts j e ⁵⁵	3294		0	阴入	⁵⁵	Mien	
3667	KimMun-642_weaveabasket-1	Mienic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		KimMun	Kim Mun	kimm1245	ʃ a ³⁵	3294		0	平声.清.入声.清.长	³⁵	Kim Mun	
3668	BiaoMin-642_weaveabasket-1	Mienic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		BiaoMin	Biao Min	biao1254	ts u ²⁴	3294		0	阴去	²⁴	Biao Min	
3669	ZaoMin-642_weaveabasket-1	Mienic		BRAID (VERB) OR WEAVE (BASKET)	weave (a basket)		ZaoMin	Zao Min	dzao1238	d a n ²²	3294		0	阳去.阳入	²²	Zao Min	
161	WhiteHmong-658_tobreak-1			BREAK (DESTROY OR GET DESTROYED)	to break		WhiteHmong	White Hmong	hmon1333	t aɯ ˧˩/³¹	680		374	˧˩	˧˩/³¹	White Hmong	l ɔ ³
4197	EasternLuobuohe-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿdz u ŋ ²⁴	680		374	去	²⁴	Luopohe	ʔ l u ᴮ/²
4198	WesternLuobuohe-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		WesternLuobuohe	Luobuohe, Western	luop1235	ⁿʈ e ³⁵	680		374	入	³⁵	Luopohe	ʔ l u ᴮ/²
4199	SouthernGuizhouChuanqiandian-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t ɯ ¹³	680		374	阴上	¹³	Southern Chuanqiandian	l o ³ᵃ/³
4200	SouthernGuizhouChuanqiandian-750_break-2	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿts ə ŋ ¹³	680		374	阴上	¹³	Southern Chuanqiandian	l o ³ᵃ/³
4201	WesternXiangxi-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		WesternXiangxi	Xiangxi, West	west2430	t ə ⁴²	680		0	?	⁴²	Western Xiangxi	
4202	NorthernQiandong-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		NorthernQiandong	Qiandong, North	nort2747	t u ¹³	680		374	阴入	¹³	Northern Qiandong	l o ³
4203	WesternBaheng-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		WesternBaheng	Baheng, West	pahn1237	q ai ⁵⁵	680		374	阴去	⁵⁵	Baheng	l j õ ³’/³
4204	EasternBaheng-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		EasternBaheng	Baheng, East	pahn1237	q ei ⁵⁵	680		374	阴去	⁵⁵	Baheng	l j õ ³’/³
4205	Jiongnai-750_break-1	Hmongic		BREAK (DESTROY OR GET DESTROYED)	break		Jiongnai	Jiongnai	jion1236	ⁿpʰ a ³⁵	680		374	阴去	³⁵	Jiongnai	l u ³
4206	Mien-750_break-1	Mienic		BREAK (DESTROY OR GET DESTROYED)	break		Mien	Mien	iumi1238	h u ⁵³	680		288	阴上	⁵³	Mien	n au ³
4207	KimMun-750_break-1	Mienic		BREAK (DESTROY OR GET DESTROYED)	break		KimMun	Kim Mun	kimm1245	h u ⁵¹	680		288	上声.清.气	⁵¹	Kim Mun	n au ³
4208	BiaoMin-750_break-1	Mienic		BREAK (DESTROY OR GET DESTROYED)	break		BiaoMin	Biao Min	biao1254	b ɛ ³³	680		0	阴平	³³	Biao Min	
4209	BiaoMin-750_break-2	Mienic		BREAK (DESTROY OR GET DESTROYED)	break		BiaoMin	Biao Min	biao1254	d j ɛ ⁵³	680		0	阴入	⁵³	Biao Min	
4210	ZaoMin-750_break-1	Mienic		BREAK (DESTROY OR GET DESTROYED)	break		ZaoMin	Zao Min	dzao1238	d a ⁴⁴	680		0	阴平.阳上.阴入	⁴⁴	Zao Min	
4211	ZaoMin-750_break-2	Mienic		BREAK (DESTROY OR GET DESTROYED)	break		ZaoMin	Zao Min	dzao1238	v e ⁵³	680		0	阳平	⁵³	Zao Min	
191	WhiteHmong-772_thebridge-1			BRIDGE	the bridge		WhiteHmong	White Hmong	hmon1333	tɕʰ o ˥˧/⁵³	1011		586	˥˧	˥˧/⁵³	White Hmong	cʰ ɔ ²
539	EasternLuobuohe-36_bridge-1	Hmongic		BRIDGE	bridge		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + k u ŋ ²⁴	1011		0	? 去	⁰/⁵ ²⁴	Luopohe	
540	WesternLuobuohe-36_bridge-1	Hmongic		BRIDGE	bridge		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + k o ŋ ³⁵	1011		0	? 入	⁰/² ³⁵	Luopohe	
541	SouthernGuizhouChuanqiandian-36_bridge-1	Hmongic		BRIDGE	bridge		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	l a ²²	1011		384	阳去	²²	Southern Chuanqiandian	l a ¹ᵇ/¹
542	WesternXiangxi-36_bridge-1	Hmongic		BRIDGE	bridge		WesternXiangxi	Xiangxi, West	west2430	c ɯ ³¹	1011		0	阳平	³¹	Western Xiangxi	
543	NorthernQiandong-36_bridge-1	Hmongic		BRIDGE	bridge		NorthernQiandong	Qiandong, North	nort2747	tɕ u ⁵⁵	1011		586	?	⁵⁵	Northern Qiandong	tɕ u ²
544	WesternBaheng-36_bridge-1	Hmongic		BRIDGE	bridge		WesternBaheng	Baheng, West	pahn1237	tɕ ei ⁴⁴	1011		586	阳去	⁴⁴	Baheng	tɕ e ⁶/¹³
545	EasternBaheng-36_bridge-1	Hmongic		BRIDGE	bridge		EasternBaheng	Baheng, East	pahn1237	t j e ³¹	1011		586	阳去.阳入	³¹	Baheng	tɕ e ⁶/¹³
546	Jiongnai-36_bridge-1	Hmongic		BRIDGE	bridge		Jiongnai	Jiongnai	jion1236	k j i ³³	1011		586	阳平	³³	Jiongnai	tʃ i ²
547	Mien-36_bridge-1	Mienic		BRIDGE	bridge		Mien	Mien	iumi1238	tɕ əu ³¹	1011		586	阳平	³¹	Mien	tɕ ou ²
548	KimMun-36_bridge-1	Mienic		BRIDGE	bridge		KimMun	Kim Mun	kimm1245	tʃ eu ³³	1011		586	平声.浊	³³	Kim Mun	ȶ ɔu ²
549	BiaoMin-36_bridge-1	Mienic		BRIDGE	bridge		BiaoMin	Biao Min	biao1254	t j əu ³¹	1011		586	阳平	³¹	Biao Min	ȶ əu ²
550	ZaoMin-36_bridge-1	Mienic		BRIDGE	bridge		ZaoMin	Zao Min	dzao1238	k u ⁵³	1011		586	阳平	⁵³	Zao Min	k u ²
251	WhiteHmong-1023_bright-1			BRIGHT	bright		WhiteHmong	White Hmong	hmon1333	k a ˥˧/⁵³	679		794	˥˧	˥˧/⁵³	White Hmong	k a ²
3149	EasternLuobuohe-559_bright-1	Hmongic		BRIGHT	bright		EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ʁ w e n ³¹	679		794	? 平	⁰/² ³¹	Luopohe	ʁ w e n ᴬ/¹
3150	WesternLuobuohe-559_bright-1	Hmongic		BRIGHT	bright		WesternLuobuohe	Luobuohe, Western	luop1235	ʁ w e n ³¹	679		794	平.上	³¹	Luopohe	ʁ w e n ᴬ/¹
3151	SouthernGuizhouChuanqiandian-559_bright-1	Hmongic		BRIGHT	bright		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	x w a ⁵³	679		794	?	⁵³	Southern Chuanqiandian	ʰw u/w a ²
3152	WesternXiangxi-559_bright-1	Hmongic		BRIGHT	bright		WesternXiangxi	Xiangxi, West	west2430	m ʐ ei ⁴²	679		0	?	⁴²	Western Xiangxi	
3153	NorthernQiandong-559_bright-1	Hmongic		BRIGHT	bright		NorthernQiandong	Qiandong, North	nort2747	f a ŋ ⁵⁵	679		794	?	⁵⁵	Northern Qiandong	f a ŋ ²
3154	WesternBaheng-559_bright-1	Hmongic		BRIGHT	bright		WesternBaheng	Baheng, West	pahn1237	nʲ ei ⁴⁴	679		0	阳去	⁴⁴	Baheng	
3155	EasternBaheng-559_bright-1	Hmongic		BRIGHT	bright		EasternBaheng	Baheng, East	pahn1237	ⁿp j e ³¹	679		0	阳去.阳入	³¹	Baheng	
3156	Jiongnai-559_bright-1	Hmongic		BRIGHT	bright		Jiongnai	Jiongnai	jion1236	k w i ³³	679		794	阳平	³³	Jiongnai	k u/w i ²
3157	Mien-559_bright-1	Mienic		BRIGHT	bright		Mien	Mien	iumi1238	g wj/ɥ a ŋ ³³	679		800	阴平	³³	Mien	g w a ŋ ¹
3158	KimMun-559_bright-1	Mienic		BRIGHT	bright		KimMun	Kim Mun	kimm1245	g w a ŋ ³⁵	679		800	平声.清.入声.清.长	³⁵	Kim Mun	g w a ŋ ¹
3159	BiaoMin-559_bright-1	Mienic		BRIGHT	bright		BiaoMin	Biao Min	biao1254	g w a ŋ ³³	679		800	阴平	³³	Biao Min	g w a ŋ ¹
3160	ZaoMin-559_bright-1	Mienic		BRIGHT	bright		ZaoMin	Zao Min	dzao1238	v j a ŋ ⁴⁴	679		800	阴平.阳上.阴入	⁴⁴	Zao Min	v j a ŋ ¹
2433	EasternLuobuohe-387_bucket-1	Hmongic		BUCKET	bucket		EasternLuobuohe	Luobuohe, Eastern	luop1235	tʰ u ŋ ³³ + ⁿb j i ³¹	2052		218	入 平	³³ ³¹	Luopohe	tʰ o ŋ ᴬ/¹
2434	WesternLuobuohe-387_bucket-1	Hmongic		BUCKET	bucket		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + tʰ o ŋ ³¹ + ⁿb j i ³¹	2052		218	? 平.上 平.上	⁰/² ³¹ ³¹	Luopohe	tʰ o ŋ ᴬ/¹
2435	SouthernGuizhouChuanqiandian-387_bucket-1	Hmongic		BUCKET	bucket		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p a ŋ ²²	2052		0	阳去	²²	Southern Chuanqiandian	
2436	WesternXiangxi-387_bucket-1	Hmongic		BUCKET	bucket		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + tʰ o ŋ ⁵³	2052		0	阴平 ?	³⁵ ⁵³	Western Xiangxi	
2437	NorthernQiandong-387_bucket-1	Hmongic		BUCKET	bucket		NorthernQiandong	Qiandong, North	nort2747	t j i ³¹	2052		0	阳入	³¹	Northern Qiandong	
2438	WesternBaheng-387_bucket-1	Hmongic		BUCKET	bucket		WesternBaheng	Baheng, West	pahn1237	tʰ a ŋ ⁴²	2052		218	阳入	⁴²	Baheng	tʰ ɔ̃ ⁷/³
2439	EasternBaheng-387_bucket-1	Hmongic		BUCKET	bucket		EasternBaheng	Baheng, East	pahn1237	tʰ u ŋ ³³ + ʔ a ŋ ³⁵	2052		218	阳平 阴平	³³ ³⁵	Baheng	tʰ ɔ̃ ⁷/³
2440	Jiongnai-387_bucket-1	Hmongic		BUCKET	bucket		Jiongnai	Jiongnai	jion1236	t u ŋ ⁴⁴	2052		0	阴平	⁴⁴	Jiongnai	
2441	Mien-387_bucket-1	Mienic		BUCKET	bucket		Mien	Mien	iumi1238	tʰ u ŋ ⁵³	2052		218	阴上	⁵³	Mien	tʰ o ŋ ³
2442	KimMun-387_bucket-1	Mienic		BUCKET	bucket		KimMun	Kim Mun	kimm1245	tʃʰ oː ŋ ⁵¹	2052		218	上声.清.气	⁵¹	Kim Mun	t ɔ ŋ ³
2443	BiaoMin-387_bucket-1	Mienic		BUCKET	bucket		BiaoMin	Biao Min	biao1254	ʔ ə n ³³ + d ɔ ŋ ³⁵	2052		218	阴平 阴上	³³ ³⁵	Biao Min	d ɔ ŋ ³
2444	ZaoMin-387_bucket-1	Mienic		BUCKET	bucket		ZaoMin	Zao Min	dzao1238	s ui ⁴² + t u ŋ ⁴²	2052		218	阴去 阴去	⁴² ⁴²	Zao Min	t u ŋ ⁵
4458	EasternLuobuohe-786_burn-1	Hmongic		BURN	burn		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʑ i ²⁴	2102		752	去	²⁴	Luopohe	ʈʂ u ᴮ/²
4459	WesternLuobuohe-786_burn-1	Hmongic		BURN	burn		WesternLuobuohe	Luobuohe, Western	luop1235	ʑ e ³⁵	2102		752	入	³⁵	Luopohe	ʈʂ u ᴮ/²
4460	SouthernGuizhouChuanqiandian-786_burn-1	Hmongic		BURN	burn		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	tɕ i ¹³	2102		752	阴上	¹³	Southern Chuanqiandian	ʂ ɔ ³ᵃ/³
4461	WesternXiangxi-786_burn-1	Hmongic		BURN	burn		WesternXiangxi	Xiangxi, West	west2430	t a ⁴²	2102		0	?	⁴²	Western Xiangxi	
4462	NorthernQiandong-786_burn-1	Hmongic		BURN	burn		NorthernQiandong	Qiandong, North	nort2747	tɕ i n ¹³	2102		752	阴入	¹³	Northern Qiandong	ȶ u ³
4463	WesternBaheng-786_burn-1	Hmongic		BURN	burn		WesternBaheng	Baheng, West	pahn1237	q a ŋ ³⁵	2102		120	阴平	³⁵	Baheng	pʰ o ³
4464	EasternBaheng-786_burn-1	Hmongic		BURN	burn		EasternBaheng	Baheng, East	pahn1237	t ai ³¹	2102		120	阳去.阳入	³¹	Baheng	pʰ o ³
4465	Jiongnai-786_burn-1	Hmongic		BURN	burn		Jiongnai	Jiongnai	jion1236	ⁿt au ⁵⁵	2102		120	阴入	⁵⁵	Jiongnai	v̥ a ³
4466	Mien-786_burn-1	Mienic		BURN	burn		Mien	Mien	iumi1238	ts j e ²¹	2102		0	阳去	²¹	Mien	
4467	BiaoMin-786_burn-1	Mienic		BURN	burn		BiaoMin	Biao Min	biao1254	tʰ j a ²¹	2102		0	阳入	²¹	Biao Min	
4468	ZaoMin-786_burn-1	Mienic		BURN	burn		ZaoMin	Zao Min	dzao1238	s a ²²	2102		0	阳去.阳入	²²	Zao Min	
15	WhiteHmong-65_toburn1-1			BURN (SOMETHING)	to burn(1)		WhiteHmong	White Hmong	hmon1333	ʰl aɯ ˧˦/³⁴	141		0	˧˦	˧˦/³⁴	White Hmong	
4541	EasternLuobuohe-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		EasternLuobuohe	Luobuohe, Eastern	luop1235	pʰ z i ⁵⁵	141		0	上	⁵⁵	Luopohe	
4542	WesternLuobuohe-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		WesternLuobuohe	Luobuohe, Western	luop1235	pʰ j i ⁵⁵	141		0	去	⁵⁵	Luopohe	
4543	SouthernGuizhouChuanqiandian-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p æ ²³²	141		0	?	²³²	Southern Chuanqiandian	
4544	SouthernGuizhouChuanqiandian-795_burnsomething-2	Hmongic		BURN (SOMETHING)	burn (something)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	l ə ²³²	141		0	?	²³²	Southern Chuanqiandian	
4545	WesternXiangxi-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		WesternXiangxi	Xiangxi, West	west2430	t ei ⁴⁴	141		0	阴上.阴入	⁴⁴	Western Xiangxi	
4546	WesternXiangxi-795_burnsomething-2	Hmongic		BURN (SOMETHING)	burn (something)		WesternXiangxi	Xiangxi, West	west2430	ʔ ɔ ³⁵	141		0	阴平	³⁵	Western Xiangxi	
4547	NorthernQiandong-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		NorthernQiandong	Qiandong, North	nort2747	pʰ i ³⁵	141		0	阴上	³⁵	Northern Qiandong	
4548	WesternBaheng-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		WesternBaheng	Baheng, West	pahn1237	pʰ o ³¹	141		0	阴上	³¹	Baheng	
4549	EasternBaheng-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		EasternBaheng	Baheng, East	pahn1237	q a ŋ ³⁵	141		0	阴平	³⁵	Baheng	
4550	Jiongnai-795_burnsomething-1	Hmongic		BURN (SOMETHING)	burn (something)		Jiongnai	Jiongnai	jion1236	ʍ a ⁵³	141		0	阴上	⁵³	Jiongnai	
4551	Mien-795_burnsomething-1	Mienic		BURN (SOMETHING)	burn (something)		Mien	Mien	iumi1238	p o ⁵³	141		347	阴上	⁵³	Mien	tɕ a ⁸/²⁴
4552	KimMun-795_burnsomething-1	Mienic		BURN (SOMETHING)	burn (something)		KimMun	Kim Mun	kimm1245	ˀp u ⁵¹	141		347	上声.清.气	⁵¹	Kim Mun	s a ⁸/²⁴
