ID	LEXIBANK_ID	SUBGROUP	ID_IN_SOURCE	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	CONCEPTICON_ID	COGID	CLASSIFICATION	DATASET
7133	WesternXiangxi-881_dosomething-1	Hmongic		DO	do (something)		WesternXiangxi	Xiangxi, West	west2430	ʈʰ u ⁴⁴	813		0	Western Xiangxi	chenhmongmien
7134	NorthernQiandong-881_dosomething-1	Hmongic		DO	do (something)		NorthernQiandong	Qiandong, North	nort2747	ʔ ɛ ⁴⁴	813		0	Northern Qiandong	chenhmongmien
7135	WesternBaheng-881_dosomething-1	Hmongic		DO	do (something)		WesternBaheng	Baheng, West	pahn1237	ʔ i ⁵⁵	813		0	Baheng	chenhmongmien
7136	EasternBaheng-881_dosomething-1	Hmongic		DO	do (something)		EasternBaheng	Baheng, East	pahn1237	ʔ e ⁵⁵	813		0	Baheng	chenhmongmien
7137	Jiongnai-881_dosomething-1	Hmongic		DO	do (something)		Jiongnai	Jiongnai	jion1236	tʃ e ³⁵	813		0	Jiongnai	chenhmongmien
7138	Mien-881_dosomething-1	Mienic		DO	do (something)		Mien	Mien	iumi1238	t əu ²⁴	813		0	Mien	chenhmongmien
7139	KimMun-881_dosomething-1	Mienic		DO	do (something)		KimMun	Kim Mun	kimm1245	ʔ ai ⁵⁵	813		0	Kim Mun	chenhmongmien
7140	BiaoMin-881_dosomething-1	Mienic		DO	do (something)		BiaoMin	Biao Min	biao1254	ʔ ui ²⁴	813		0	Biao Min	chenhmongmien
7141	ZaoMin-881_dosomething-1	Mienic		DO	do (something)		ZaoMin	Zao Min	dzao1238	ʔ ai ⁴²	813		0	Zao Min	chenhmongmien
2404	NorthernQiandongMiao-132-dog-1			DOG	dog		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	l̥ a ³	2009		0	Northern Qiandong	ratliffhmongmien
2405	WesternXiangxiMiao-132-dog-1			DOG	dog		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	q w ɯ ³	2009		0	Western Xiangxi	ratliffhmongmien
2406	CentralMashanHmong-132-dog-1			DOG	dog		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	l̥ æ ³ᵃ/³	2009		0	Southern Chuanqiandian	ratliffhmongmien
2407	Luopohe-132-dog-1			DOG	dog		Luopohe	5 Luopohe Hmong [hml]	luop1235	q l ei ᴮ/²	2009		0	Luopohe	ratliffhmongmien
2408	JiongnaiBunu-132-dog-1			DOG	dog		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	k l a ³	2009		0	Jiongnai	ratliffhmongmien
2409	PaHng-132-dog-1			DOG	dog		PaHng	7 Pa-Hng [pha]	pahn1237	k a ?/¹ + l j ɔ̃ ⁷/³	2009		0	Baheng	ratliffhmongmien
2410	luMien-132-dog-1			DOG	dog		luMien	8 Iu Mien [ium]	iumi1238	k l o ³	2009		0	Mien	ratliffhmongmien
2411	KimMun-132-dog-1			DOG	dog		KimMun	9 Kim Mun [mji]	kimm1245	k l u ³	2009		0	Kim Mun	chenhmongmien
2412	BiaoMon-132-dog-1			DOG	dog		BiaoMon	10 Biao Mon [bmt]	biao1256	k l u ³	2009		0	Biao Min	ratliffhmongmien
2413	DzaoMin-132-dog-1			DOG	dog		DzaoMin	11 Dzao Min [bpn]	dzao1238	k u ³	2009		0	Zao Min	ratliffhmongmien
3520	EasternLuobuohe-144_dog-1	Hmongic		DOG	dog		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + q l ei ⁵⁵	2009		0	Luopohe	chenhmongmien
3521	WesternLuobuohe-144_dog-1	Hmongic		DOG	dog		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + q l ei ⁵⁵	2009		0	Luopohe	chenhmongmien
3522	SouthernGuizhouChuanqiandian-144_dog-1	Hmongic		DOG	dog		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ɬ æ ⁴²	2009		0	Southern Chuanqiandian	chenhmongmien
3523	WesternXiangxi-144_dog-1	Hmongic		DOG	dog		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + q w ɯ ⁴⁴	2009		0	Western Xiangxi	chenhmongmien
3524	NorthernQiandong-144_dog-1	Hmongic		DOG	dog		NorthernQiandong	Qiandong, North	nort2747	ɬ a ³⁵	2009		0	Northern Qiandong	chenhmongmien
3525	WesternBaheng-144_dog-1	Hmongic		DOG	dog		WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + l j a ŋ ⁴²	2009		0	Baheng	chenhmongmien
3526	EasternBaheng-144_dog-1	Hmongic		DOG	dog		EasternBaheng	Baheng, East	pahn1237	l j a ŋ ⁵³	2009		0	Baheng	chenhmongmien
3527	Jiongnai-144_dog-1	Hmongic		DOG	dog		Jiongnai	Jiongnai	jion1236	k l a ⁵³	2009		0	Jiongnai	chenhmongmien
3528	Mien-144_dog-1	Mienic		DOG	dog		Mien	Mien	iumi1238	k u ⁵³	2009		0	Mien	chenhmongmien
3529	KimMun-144_dog-1	Mienic		DOG	dog		KimMun	Kim Mun	kimm1245	k l u ⁵¹	2009		0	Kim Mun	chenhmongmien
3530	BiaoMin-144_dog-1	Mienic		DOG	dog		BiaoMin	Biao Min	biao1254	k l u ³⁵	2009		0	Biao Min	chenhmongmien
3531	ZaoMin-144_dog-1	Mienic		DOG	dog		ZaoMin	Zao Min	dzao1238	k u ²⁴	2009		0	Zao Min	chenhmongmien
2130	NorthernQiandongMiao-133-doorgate-1			DOOR	door/gate		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	ȶ u ²	1567		0	Northern Qiandong	ratliffhmongmien
2131	WesternXiangxiMiao-133-doorgate-1			DOOR	door/gate		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	ʈ u ²	1567		0	Western Xiangxi	ratliffhmongmien
2132	CentralMashanHmong-133-doorgate-1			DOOR	door/gate		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	ʂ a ŋ ²	1567		0	Southern Chuanqiandian	ratliffhmongmien
2133	Luopohe-133-doorgate-1			DOOR	door/gate		Luopohe	5 Luopohe Hmong [hml]	luop1235	ʐ o ŋ ᴬ/¹	1567		0	Luopohe	ratliffhmongmien
2134	JiongnaiBunu-133-doorgate-1			DOOR	door/gate		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	ʃ w a ŋ ²	1567		0	Jiongnai	ratliffhmongmien
2135	PaHng-133-doorgate-1			DOOR	door/gate		PaHng	7 Pa-Hng [pha]	pahn1237	tɕ ɔ̃ ²	1567		0	Baheng	ratliffhmongmien
2136	luMien-133-doorgate-1			DOOR	door/gate		luMien	8 Iu Mien [ium]	iumi1238	k ɛ ŋ ²	1567		0	Mien	ratliffhmongmien
2137	KimMun-133-doorgate-1			DOOR	door/gate		KimMun	9 Kim Mun [mji]	kimm1245	k eː ŋ ²	1567		0	Kim Mun	chenhmongmien
2138	BiaoMon-133-doorgate-1			DOOR	door/gate		BiaoMon	10 Biao Mon [bmt]	biao1256	k l ɛ ²	1567		0	Biao Min	ratliffhmongmien
4458	EasternLuobuohe-321_door-1	Hmongic		DOOR	door		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ʐ u ŋ ³¹	1567		0	Luopohe	chenhmongmien
4459	WesternLuobuohe-321_door-1	Hmongic		DOOR	door		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ʐ o ŋ ³¹	1567		0	Luopohe	chenhmongmien
4460	SouthernGuizhouChuanqiandian-321_door-1	Hmongic		DOOR	door		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʂ a ŋ ⁵³	1567		0	Southern Chuanqiandian	chenhmongmien
4461	WesternXiangxi-321_door-1	Hmongic		DOOR	door		WesternXiangxi	Xiangxi, West	west2430	p ɑ ³¹ + ʈ u ³¹	1567		0	Western Xiangxi	chenhmongmien
4462	NorthernQiandong-321_door-1	Hmongic		DOOR	door		NorthernQiandong	Qiandong, North	nort2747	t j u ⁵⁵	1567		0	Northern Qiandong	chenhmongmien
4463	WesternBaheng-321_door-1	Hmongic		DOOR	door		WesternBaheng	Baheng, West	pahn1237	tɕ a ŋ ³³	1567		0	Baheng	chenhmongmien
4464	EasternBaheng-321_door-1	Hmongic		DOOR	door		EasternBaheng	Baheng, East	pahn1237	t j u ŋ ³³	1567		0	Baheng	chenhmongmien
4465	Jiongnai-321_door-1	Hmongic		DOOR	door		Jiongnai	Jiongnai	jion1236	ʃ ɒ ŋ ³³	1567		0	Jiongnai	chenhmongmien
4466	Mien-321_door-1	Mienic		DOOR	door		Mien	Mien	iumi1238	k ɛ ŋ ³¹	1567		0	Mien	chenhmongmien
4467	KimMun-321_door-1	Mienic		DOOR	door		KimMun	Kim Mun	kimm1245	g j a ŋ ³³	1567		0	Kim Mun	chenhmongmien
4468	BiaoMin-321_door-1	Mienic		DOOR	door		BiaoMin	Biao Min	biao1254	k l ɛ ³¹	1567		0	Biao Min	chenhmongmien
4469	ZaoMin-321_door-1	Mienic		DOOR	door		ZaoMin	Zao Min	dzao1238	m a n ⁵³	1567		0	Zao Min	chenhmongmien
2222	luMien-320-pigeon-1			DOVE	pigeon		luMien	8 Iu Mien [ium]	iumi1238	k o p ⁷/³	1853		0	Mien	ratliffhmongmien
2223	KimMun-320-pigeon-1			DOVE	pigeon		KimMun	9 Kim Mun [mji]	kimm1245	k ɔ p ⁷/³	1853		0	Kim Mun	chenhmongmien
2224	DzaoMin-320-pigeon-1			DOVE	pigeon		DzaoMin	11 Dzao Min [bpn]	dzao1238	k u ⁷/³	1853		0	Zao Min	ratliffhmongmien
2389	NorthernQiandongMiao-320-pigeon-1			DOVE	pigeon		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	q o ¹	1853		0	Northern Qiandong	ratliffhmongmien
2390	WesternXiangxiMiao-320-pigeon-1			DOVE	pigeon		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	ⁿq o ¹	1853		0	Western Xiangxi	ratliffhmongmien
2391	CentralMashanHmong-320-pigeon-1			DOVE	pigeon		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	ⁿk a ¹ᵃ/¹	1853		0	Southern Chuanqiandian	ratliffhmongmien
2392	Luopohe-320-pigeon-1			DOVE	pigeon		Luopohe	5 Luopohe Hmong [hml]	luop1235	ˀq a ᴬ/¹	1853		0	Luopohe	ratliffhmongmien
2393	JiongnaiBunu-320-pigeon-1			DOVE	pigeon		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	ⁿk u ¹	1853		0	Jiongnai	ratliffhmongmien
2394	PaHng-320-pigeon-1			DOVE	pigeon		PaHng	7 Pa-Hng [pha]	pahn1237	ŋ o ¹	1853		0	Baheng	ratliffhmongmien
3616	EasternLuobuohe-155_dove-1	Hmongic		DOVE	dove		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ⁿq a ³³	1853		0	Luopohe	chenhmongmien
3617	WesternLuobuohe-155_dove-1	Hmongic		DOVE	dove		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿq ɑ ³³	1853		0	Luopohe	chenhmongmien
3618	SouthernGuizhouChuanqiandian-155_dove-1	Hmongic		DOVE	dove		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk æ ³² + s o ŋ ²²	1853		0	Southern Chuanqiandian	chenhmongmien
3619	WesternXiangxi-155_dove-1	Hmongic		DOVE	dove		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + ⁿq o ³⁵	1853		0	Western Xiangxi	chenhmongmien
3620	NorthernQiandong-155_dove-1	Hmongic		DOVE	dove		NorthernQiandong	Qiandong, North	nort2747	q o ³³	1853		0	Northern Qiandong	chenhmongmien
3621	WesternBaheng-155_dove-1	Hmongic		DOVE	dove		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + qʰ ei ³¹	1853		0	Baheng	chenhmongmien
3622	EasternBaheng-155_dove-1	Hmongic		DOVE	dove		EasternBaheng	Baheng, East	pahn1237	k o ⁵⁵ + ts ɿ ⁰/³	1853		0	Baheng	chenhmongmien
3623	Jiongnai-155_dove-1	Hmongic		DOVE	dove		Jiongnai	Jiongnai	jion1236	ⁿk u ⁴⁴	1853		0	Jiongnai	chenhmongmien
3624	Mien-155_dove-1	Mienic		DOVE	dove		Mien	Mien	iumi1238	p e ²¹ + k o p ⁵⁵	1853		0	Mien	chenhmongmien
3625	KimMun-155_dove-1	Mienic		DOVE	dove		KimMun	Kim Mun	kimm1245	p a ³³ + k oː p ⁵⁵	1853		0	Kim Mun	chenhmongmien
3626	BiaoMin-155_dove-1	Mienic		DOVE	dove		BiaoMin	Biao Min	biao1254	k ɔ ⁴² + tɕ i ³³	1853		0	Biao Min	chenhmongmien
3627	ZaoMin-155_dove-1	Mienic		DOVE	dove		ZaoMin	Zao Min	dzao1238	p a ²² + k o ⁴⁴	1853		0	Zao Min	chenhmongmien
1051	luMien-505-todrip-1			DRIP (EMIT LIQUID)	to drip		luMien	8 Iu Mien [ium]	iumi1238	d j e p ⁷/³	2253		0	Mien	ratliffhmongmien
1052	BiaoMon-505-todrip-1			DRIP (EMIT LIQUID)	to drip		BiaoMon	10 Biao Mon [bmt]	biao1256	d j a n ⁷/³	2253		0	Biao Min	ratliffhmongmien
1053	DzaoMin-505-todrip-1			DRIP (EMIT LIQUID)	to drip		DzaoMin	11 Dzao Min [bpn]	dzao1238	d ɛ p ⁷/³	2253		0	Zao Min	ratliffhmongmien
2149	NorthernQiandongMiao-505-todrip-1			DRIP (EMIT LIQUID)	to drip		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	ȵ ə ⁶/¹³	2253		0	Northern Qiandong	ratliffhmongmien
2150	CentralMashanHmong-505-todrip-1			DRIP (EMIT LIQUID)	to drip		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	ⁿʈ u ⁶/¹³	2253		0	Southern Chuanqiandian	ratliffhmongmien
2151	Luopohe-505-todrip-1			DRIP (EMIT LIQUID)	to drip		Luopohe	5 Luopohe Hmong [hml]	luop1235	ⁿʈʂ u ᶜ/³	2253		0	Luopohe	ratliffhmongmien
6498	EasternLuobuohe-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		EasternLuobuohe	Luobuohe, Eastern	luop1235	s y ²⁴	2253		0	Luopohe	chenhmongmien
6499	WesternLuobuohe-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		WesternLuobuohe	Luobuohe, Western	luop1235	l u ³⁵	2253		0	Luopohe	chenhmongmien
6500	SouthernGuizhouChuanqiandian-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	x w ei ²¹	2253		0	Southern Chuanqiandian	chenhmongmien
6501	SouthernGuizhouChuanqiandian-753_dripemitliquid-2	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s ɔ ³⁵	2253		0	Southern Chuanqiandian	chenhmongmien
6502	WesternXiangxi-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		WesternXiangxi	Xiangxi, West	west2430	ʐ ɯ ³⁵	2253		0	Western Xiangxi	chenhmongmien
6503	NorthernQiandong-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		NorthernQiandong	Qiandong, North	nort2747	ɬ ɛ ⁵⁵	2253		0	Northern Qiandong	chenhmongmien
6504	WesternBaheng-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		WesternBaheng	Baheng, West	pahn1237	k o ŋ ³¹	2253		0	Baheng	chenhmongmien
6505	EasternBaheng-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		EasternBaheng	Baheng, East	pahn1237	s o ⁵³	2253		0	Baheng	chenhmongmien
6506	EasternBaheng-753_dripemitliquid-2	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		EasternBaheng	Baheng, East	pahn1237	ⁿq o ³⁵	2253		0	Baheng	chenhmongmien
6507	Jiongnai-753_dripemitliquid-1	Hmongic		DRIP (EMIT LIQUID)	drip (emit liquid)		Jiongnai	Jiongnai	jion1236	k l u ŋ ³³	2253		0	Jiongnai	chenhmongmien
6508	Mien-753_dripemitliquid-1	Mienic		DRIP (EMIT LIQUID)	drip (emit liquid)		Mien	Mien	iumi1238	f ui ⁵³	2253		0	Mien	chenhmongmien
6509	Mien-753_dripemitliquid-2	Mienic		DRIP (EMIT LIQUID)	drip (emit liquid)		Mien	Mien	iumi1238	l j əu ²¹	2253		0	Mien	chenhmongmien
6510	KimMun-753_dripemitliquid-1	Mienic		DRIP (EMIT LIQUID)	drip (emit liquid)		KimMun	Kim Mun	kimm1245	t ui ⁵⁵	2253		0	Kim Mun	chenhmongmien
6511	BiaoMin-753_dripemitliquid-1	Mienic		DRIP (EMIT LIQUID)	drip (emit liquid)		BiaoMin	Biao Min	biao1254	l a ³⁵	2253		0	Biao Min	chenhmongmien
6512	ZaoMin-753_dripemitliquid-1	Mienic		DRIP (EMIT LIQUID)	drip (emit liquid)		ZaoMin	Zao Min	dzao1238	h i ⁴²	2253		0	Zao Min	chenhmongmien
1239	NorthernQiandongMiao-135-drum-1			DRUM	drum		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	ȵ ə ⁴	908		0	Northern Qiandong	ratliffhmongmien
1240	WesternXiangxiMiao-135-drum-1			DRUM	drum		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	ɳ ɑ ŋ ⁴	908		0	Western Xiangxi	ratliffhmongmien
1241	CentralMashanHmong-135-drum-1			DRUM	drum		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	ⁿʈ əa ⁴	908		0	Southern Chuanqiandian	ratliffhmongmien
1242	Luopohe-135-drum-1			DRUM	drum		Luopohe	5 Luopohe Hmong [hml]	luop1235	ⁿʈʂ a ᴮ/²	908		0	Luopohe	ratliffhmongmien
1243	JiongnaiBunu-135-drum-1			DRUM	drum		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	ⁿtʃ u ⁴	908		0	Jiongnai	ratliffhmongmien
1244	PaHng-135-drum-1			DRUM	drum		PaHng	7 Pa-Hng [pha]	pahn1237	m j o ⁴	908		0	Baheng	ratliffhmongmien
1245	luMien-135-drum-1			DRUM	drum		luMien	8 Iu Mien [ium]	iumi1238	dʑ o ⁴	908		0	Mien	ratliffhmongmien
1246	KimMun-135-drum-1			DRUM	drum		KimMun	9 Kim Mun [mji]	kimm1245	ɖ u ⁴	908		0	Kim Mun	chenhmongmien
1247	BiaoMon-135-drum-1			DRUM	drum		BiaoMon	10 Biao Mon [bmt]	biao1256	d u ⁴	908		0	Biao Min	ratliffhmongmien
4789	EasternLuobuohe-411_drum-1	Hmongic		DRUM	drum		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿɖ a ⁵⁵	908		0	Luopohe	chenhmongmien
4790	WesternLuobuohe-411_drum-1	Hmongic		DRUM	drum		WesternLuobuohe	Luobuohe, Western	luop1235	ⁿɖ ɑ ⁵⁵	908		0	Luopohe	chenhmongmien
4791	SouthernGuizhouChuanqiandian-411_drum-1	Hmongic		DRUM	drum		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿʈ ə ¹¹	908		0	Southern Chuanqiandian	chenhmongmien
4792	WesternXiangxi-411_drum-1	Hmongic		DRUM	drum		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɳ ɔ ²²	908		0	Western Xiangxi	chenhmongmien
4793	NorthernQiandong-411_drum-1	Hmongic		DRUM	drum		NorthernQiandong	Qiandong, North	nort2747	nʲ ə ¹¹ + t u ³⁵	908		0	Northern Qiandong	chenhmongmien
4794	WesternBaheng-411_drum-1	Hmongic		DRUM	drum		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + m a ³¹	908		0	Baheng	chenhmongmien
4795	EasternBaheng-411_drum-1	Hmongic		DRUM	drum		EasternBaheng	Baheng, East	pahn1237	ⁿp j o ¹¹	908		0	Baheng	chenhmongmien
4796	Jiongnai-411_drum-1	Hmongic		DRUM	drum		Jiongnai	Jiongnai	jion1236	ⁿtʃ u ³¹	908		0	Jiongnai	chenhmongmien
4797	Mien-411_drum-1	Mienic		DRUM	drum		Mien	Mien	iumi1238	dz u ²³¹	908		0	Mien	chenhmongmien
4798	KimMun-411_drum-1	Mienic		DRUM	drum		KimMun	Kim Mun	kimm1245	dʒ u ³¹	908		0	Kim Mun	chenhmongmien
4799	BiaoMin-411_drum-1	Mienic		DRUM	drum		BiaoMin	Biao Min	biao1254	d u ⁴²	908		0	Biao Min	chenhmongmien
2253	WesternXiangxiMiao-137-drywithered-1			DRY	dry/withered		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	qʰ a ³	1398		0	Western Xiangxi	ratliffhmongmien
2254	CentralMashanHmong-137-drywithered-1			DRY	dry/withered		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	h a ³ᵇ/³	1398		0	Southern Chuanqiandian	ratliffhmongmien
2255	JiongnaiBunu-137-drywithered-1			DRY	dry/withered		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	kʰ ei ³	1398		0	Jiongnai	ratliffhmongmien
2256	PaHng-137-drywithered-1			DRY	dry/withered		PaHng	7 Pa-Hng [pha]	pahn1237	kʰ e ³	1398		0	Baheng	ratliffhmongmien
2257	KimMun-137-drywithered-1			DRY	dry/withered		KimMun	9 Kim Mun [mji]	kimm1245	k aːu ³	1398		0	Kim Mun	chenhmongmien
2258	BiaoMon-137-drywithered-1			DRY	dry/withered		BiaoMon	10 Biao Mon [bmt]	biao1256	kʰ ɔ ³	1398		0	Biao Min	ratliffhmongmien
5542	EasternLuobuohe-576_dry-1	Hmongic		DRY	dry		EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿdʑ e ²⁴	1398		0	Luopohe	chenhmongmien
5543	WesternLuobuohe-576_dry-1	Hmongic		DRY	dry		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ⁿdʑ e ³⁵	1398		0	Luopohe	chenhmongmien
5544	SouthernGuizhouChuanqiandian-576_dry-1	Hmongic		DRY	dry		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h a ²³²	1398		0	Southern Chuanqiandian	chenhmongmien
5545	WesternXiangxi-576_dry-1	Hmongic		DRY	dry		WesternXiangxi	Xiangxi, West	west2430	qʰ a ⁴⁴	1398		0	Western Xiangxi	chenhmongmien
5546	NorthernQiandong-576_dry-1	Hmongic		DRY	dry		NorthernQiandong	Qiandong, North	nort2747	ŋ a ¹³	1398		0	Northern Qiandong	chenhmongmien
5547	WesternBaheng-576_dry-1	Hmongic		DRY	dry		WesternBaheng	Baheng, West	pahn1237	qʰ ei ³¹	1398		0	Baheng	chenhmongmien
5548	EasternBaheng-576_dry-1	Hmongic		DRY	dry		EasternBaheng	Baheng, East	pahn1237	qʰ e ³¹³	1398		0	Baheng	chenhmongmien
5549	Jiongnai-576_dry-1	Hmongic		DRY	dry		Jiongnai	Jiongnai	jion1236	ⁿkʰ ei ⁴⁴	1398		0	Jiongnai	chenhmongmien
5550	Mien-576_dry-1	Mienic		DRY	dry		Mien	Mien	iumi1238	g aːi ³³	1398		0	Mien	chenhmongmien
5551	KimMun-576_dry-1	Mienic		DRY	dry		KimMun	Kim Mun	kimm1245	g aːi ¹¹	1398		0	Kim Mun	chenhmongmien
5552	BiaoMin-576_dry-1	Mienic		DRY	dry		BiaoMin	Biao Min	biao1254	kʰ ɔ ³⁵	1398		0	Biao Min	chenhmongmien
5553	ZaoMin-576_dry-1	Mienic		DRY	dry		ZaoMin	Zao Min	dzao1238	g oi ⁴⁴	1398		0	Zao Min	chenhmongmien
1293	CentralMashanHmong-508-todryinsun-1			DRY IN SUN	to dry in sun		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	ʐ æi n ¹ᵃ/¹	3364		0	Southern Chuanqiandian	ratliffhmongmien
6802	EasternLuobuohe-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿt ei ²⁴	3364		0	Luopohe	chenhmongmien
6803	EasternLuobuohe-793_dryinthesun-2	Hmongic		DRY IN SUN	dry in the sun		EasternLuobuohe	Luobuohe, Eastern	luop1235	p i ³¹	3364		0	Luopohe	chenhmongmien
6804	WesternLuobuohe-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		WesternLuobuohe	Luobuohe, Western	luop1235	pʰ e n ³¹	3364		0	Luopohe	chenhmongmien
6805	SouthernGuizhouChuanqiandian-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʐ æ n ³²	3364		0	Southern Chuanqiandian	chenhmongmien
6806	WesternXiangxi-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		WesternXiangxi	Xiangxi, West	west2430	ʂ o ⁴⁴	3364		0	Western Xiangxi	chenhmongmien
6807	NorthernQiandong-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		NorthernQiandong	Qiandong, North	nort2747	ts a ³³	3364		0	Northern Qiandong	chenhmongmien
6808	WesternBaheng-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		WesternBaheng	Baheng, West	pahn1237	h a ⁵⁵	3364		0	Baheng	chenhmongmien
6809	EasternBaheng-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		EasternBaheng	Baheng, East	pahn1237	h a ⁵⁵	3364		0	Baheng	chenhmongmien
6810	Jiongnai-793_dryinthesun-1	Hmongic		DRY IN SUN	dry in the sun		Jiongnai	Jiongnai	jion1236	pʰ oi ³³	3364		0	Jiongnai	chenhmongmien
6811	KimMun-793_dryinthesun-1	Mienic		DRY IN SUN	dry in the sun		KimMun	Kim Mun	kimm1245	f aːi ¹¹	3364		0	Kim Mun	chenhmongmien
6812	BiaoMin-793_dryinthesun-1	Mienic		DRY IN SUN	dry in the sun		BiaoMin	Biao Min	biao1254	pʰ əi ³³	3364		0	Biao Min	chenhmongmien
6813	ZaoMin-793_dryinthesun-1	Mienic		DRY IN SUN	dry in the sun		ZaoMin	Zao Min	dzao1238	f ai ⁴⁴	3364		0	Zao Min	chenhmongmien
2374	NorthernQiandongMiao-138-duck-1			DUCK	duck		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	k a ⁶/¹³	1360		0	Northern Qiandong	ratliffhmongmien
2375	Luopohe-138-duck-1			DUCK	duck		Luopohe	5 Luopohe Hmong [hml]	luop1235	ʁ w a ᶜ/³	1360		0	Luopohe	ratliffhmongmien
2529	CentralMashanHmong-138-duck-1			DUCK	duck		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	o ⁷ᵃ/³	1360		0	Southern Chuanqiandian	ratliffhmongmien
2530	JiongnaiBunu-138-duck-1			DUCK	duck		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	ai ⁷/³	1360		0	Jiongnai	ratliffhmongmien
2531	PaHng-138-duck-1			DUCK	duck		PaHng	7 Pa-Hng [pha]	pahn1237	a ⁷/³	1360		0	Baheng	ratliffhmongmien
