ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	CHARACTERS	COGIDS	MORPHEMES	STRICTID	LOOSEID	COMMONID	SALIENTID
1943	Fuzhou	because	iŋ⁵⁵⁻⁵³ ŋuoi²⁴²	iŋ⁵⁵⁻⁵³ ŋuoi²⁴²	i ŋ ⁵⁵ + ŋ w oi ²⁴²		因 为	383 384	reason/因 in.order.to/为	440	27	40	372
1944	Xiamen	because	iŋ⁵⁵⁻²² ui²²	iŋ⁵⁵⁻²² ui²²	i ŋ ⁵⁵ + w i ²²		因 为	383 384	reason/因 in.order.to/为	440	27	40	372
2911	Beijing	belly	tu⁵¹ tsʰɿ⁰	tu⁵¹ tsʰɿ⁰	t u ⁵¹ + tsʰ ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2912	Haerbin	belly	tu⁵³ tsuɿ⁰	tu⁵³ tsuɿ⁰	t u ⁵³ + ts w ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2913	Jinan	belly	tu³¹⁻⁴⁴ tsɿ⁰	tu³¹⁻⁴⁴ tsɿ⁰	t u ³¹ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2914	Rongcheng	belly	tu³³⁴ tsɿ⁰	tu³³⁴ tsɿ⁰	t u ³³⁴ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2915	Taiyuan	belly	tu⁴⁵ tsəʔ⁰	tu⁴⁵ tsəʔ⁰	t u ⁴⁵ + ts ə ʔ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2916	XiAn	belly	tou⁴⁴ tsɿ⁰	tou⁴⁴ tsɿ⁰	t ou ⁴⁴ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2917	Chengdu	belly	tu²¹³ tsɿ⁵³	tu²¹³ tsɿ⁵³	t u ²¹³ + ts ɿ ⁵³		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2918	Chengdu	belly	tu²¹³ pʰi²¹	tu²¹³ pʰi²¹	t u ²¹³ + pʰ i ²¹	!b	肚 皮	1028 1029	belly/肚 skin/皮	700	30	49	580
2919	Nanjing	belly	tu⁴⁴ tsɿ⁰	tu⁴⁴ tsɿ⁰	t u ⁴⁴ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2920	Jixi	belly	tʰu²¹³ tsɿ⁰	tʰu²¹³ tsɿ⁰	tʰ u ²¹³ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2921	Suzhou	belly	dəu²³¹⁻²² bi¹³⁻⁴⁴	dəu²³¹⁻²² bi¹³⁻⁴⁴	d əu ²³¹ + b i ¹³		肚 皮	278 16	belly/肚 _skin/皮	701	29	44	510
2922	Wenzhou	belly	døy²⁴	døy²⁴	d øy ²⁴		肚	278	belly/肚	702	29	44	510
2923	Changsha	belly	təu⁵⁵ tsɿ⁰	təu⁵⁵ tsɿ⁰	t əu ⁵⁵ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2924	Loudi	belly	tɤu⁴² tsɿ⁰	tɤu⁴² tsɿ⁰	t ɤu ⁴² + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2925	Nanchang	belly	tu²¹³ tsɿ⁰	tu²¹³ tsɿ⁰	t u ²¹³ + ts ɿ ⁰		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2926	Meixian	belly	tu³¹	tu³¹	t u ³¹		肚	278	belly/肚	702	29	44	510
2927	Guilin	belly	tu²³ tse²³⁻³³	tu²³ tse²³⁻³³	t u ²³ + ts e ²³		肚 子	278 19	belly/肚 _-child:SUF/子	699	29	44	510
2928	Guangzhou	belly	tʰou²³	tʰou²³	tʰ ou ²³		肚	278	belly/肚	702	29	44	510
2929	Fuzhou	belly	puʔ²⁴*⁻³⁵ lo³²	puʔ²⁴*⁻³⁵ lo³²	p u ʔ ²⁴ + l o ³²		腹 老	344 27	belly/腹 _old/老	703	29	46	581
2930	Xiamen	belly	pak³²*⁻⁵ tɔ⁵³	pak³²*⁻⁵ tɔ⁵³	p a k ³² + t ɔ ⁵³		腹 肚	344 278	belly/腹 _belly/肚	704	29	44	581
2823	Beijing	big	tɑ⁵¹	tɑ⁵¹	t ɑ ⁵¹		大	34	big/大	675	31	51	556
2824	Haerbin	big	ta⁵³	ta⁵³	t a ⁵³		大	34	big/大	675	31	51	556
2825	Jinan	big	ta³¹	ta³¹	t a ³¹		大	34	big/大	675	31	51	556
2826	Rongcheng	big	ta³³⁴	ta³³⁴	t a ³³⁴		大	34	big/大	675	31	51	556
2827	Taiyuan	big	ta⁴⁵	ta⁴⁵	t a ⁴⁵		大	34	big/大	675	31	51	556
2828	XiAn	big	tɑ⁴⁴	tɑ⁴⁴	t ɑ ⁴⁴		大	34	big/大	675	31	51	556
2829	Chengdu	big	ta²¹³	ta²¹³	t a ²¹³		大	34	big/大	675	31	51	556
2830	Nanjing	big	tɑ⁴⁴	tɑ⁴⁴	t ɑ ⁴⁴		大	34	big/大	675	31	51	556
2831	Jixi	big	tʰɵ³¹	tʰɵ³¹	tʰ ɵ ³¹		大	34	big/大	675	31	51	556
2832	Suzhou	big	dəu²³¹	dəu²³¹	d əu ²³¹		大	34	big/大	675	31	51	556
2833	Wenzhou	big	dɤu²²	dɤu²²	d ɤu ²²		大	34	big/大	675	31	51	556
2834	Changsha	big	tai¹¹	tai¹¹	t ai ¹¹		大	34	big/大	675	31	51	556
2835	Loudi	big	da¹¹	da¹¹	d a ¹¹		大	34	big/大	675	31	51	556
2836	Nanchang	big	tʰai²¹	tʰai²¹	tʰ ai ²¹		大	34	big/大	675	31	51	556
2837	Meixian	big	tʰai⁵³	tʰai⁵³	tʰ ai ⁵³		大	34	big/大	675	31	51	556
2838	Guilin	big	tai²¹	tai²¹	t ai ²¹		大	34	big/大	675	31	51	556
2839	Guangzhou	big	tai²²	tai²²	t ai ²²		大	34	big/大	675	31	51	556
2840	Fuzhou	big	tuai²⁴²	tuai²⁴²	t w ai ²⁴²		大	34	big/大	675	31	51	556
2841	Xiamen	big	tua²²	tua²²	t w a ²²		大	34	big/大	675	31	51	556
4258	Beijing	bird	niɑur²¹³	niɑur²¹³	n j ɑu ²¹³		鳥	745	bird/鳥	988	32	52	798
4259	Haerbin	bird	niaur²¹³	niaur²¹³	n j au ²¹³		鳥	745	bird/鳥	988	32	52	798
4260	Haerbin	bird	tɕʰiaur²¹³	tɕʰiaur²¹³	tɕʰ j au ²¹³		雀	746	bird/雀	989	33	53	799
4261	Jinan	bird	ȵiɔr⁴⁵	ȵiɔr⁴⁵	ɲ j ɔ ⁴⁵		鳥	745	bird/鳥	988	32	52	798
4262	Rongcheng	bird	tsʰyɔr³⁵	tsʰyɔr³⁵	tsʰ ɥ ɔ ³⁵		雀	746	bird/雀	989	33	53	799
4263	Taiyuan	bird	niau⁵³	niau⁵³	n j au ⁵³		鳥	745	bird/鳥	988	32	52	798
4264	XiAn	bird	tɕʰiɑur⁵³	tɕʰiɑur⁵³	tɕʰ j ɑu ⁵³		鳥	745	bird/鳥	988	32	52	798
4265	Chengdu	bird	tɕʰyo²¹⁻⁵⁵ ər⁵⁵	tɕʰyo²¹⁻⁵⁵ ər⁵⁵	tɕʰ ɥ o ²¹ + ə ⁵⁵	雀儿	雀 儿	746 821	bird/雀 _:SUF/儿	990	33	53	799
4266	Chengdu	bird	tɕʰo²¹⁻⁵⁵ tɕʰo²¹⁻⁵⁵	tɕʰo²¹⁻⁵⁵ tɕʰo²¹⁻⁵⁵	tɕʰ o ²¹ + tɕʰ o ²¹		雀 雀	746 788	bird/雀 _bird:RED/雀	991	33	53	799
4267	Nanjing	bird	liɔ¹¹	liɔ¹¹	l j ɔ ¹¹		鳥	745	bird/鳥	988	32	52	798
4268	Nanjing	bird	tɕʰioʔ⁵ tsɿ⁰	tɕʰioʔ⁵ tsɿ⁰	tɕʰ j o ʔ ⁵ + ts ɿ ⁰		雀 子	746 19	bird/雀 _-child:SUF/子	992	33	53	799
4269	Jixi	bird	ȵie²¹³	ȵie²¹³	ɲ j e ²¹³		鳥	745	bird/鳥	988	32	52	798
4270	Suzhou	bird	tiæ⁵²	tiæ⁵²	t j æ ⁵²		鳥	745	bird/鳥	988	32	52	798
4271	Wenzhou	bird	tiɛ²⁴²⁻⁴² ŋ̍⁰	tiɛ²⁴²⁻⁴² ŋ̍⁰	t j ɛ ²⁴² + ŋ̍ ⁰	鸟儿	鳥 儿	745 823	bird/鳥 _:SUF/儿	993	32	52	798
4272	Changsha	bird	ȵiau⁴¹	ȵiau⁴¹	ɲ j au ⁴¹		鳥	745	bird/鳥	988	32	52	798
4273	Loudi	bird	tiɤ⁴² tɕi³⁵⁻⁵	tiɤ⁴² tɕi³⁵⁻⁵	t j ɤ ⁴² + tɕ i ³⁵		鳥 唧	745 747	bird/鳥 _:SUF/唧	994	32	52	798
4274	Nanchang	bird	ȵiɛu²¹³	ȵiɛu²¹³	ɲ j ɛu ²¹³		鳥	745	bird/鳥	988	32	52	798
4275	Meixian	bird	tiau³³⁻³⁵ ve⁰	tiau³³⁻³⁵ ve⁰	t j au ³³ + v e ⁰		鳥	745 822	bird/鳥 _:SUF/?	995	32	52	798
4276	Guilin	bird	tiɑu²³	tiɑu²³	t j ɑu ²³		鳥	745	bird/鳥	988	32	52	798
4277	Guangzhou	bird	niu²³	niu²³	n j u ²³		鳥	745	bird/鳥	988	32	52	798
4278	Fuzhou	bird	tsɛu³²	tsɛu³²	ts ɛu ³²		鳥	745	bird/鳥	988	32	52	798
4279	Xiamen	bird	tsiau⁵³	tsiau⁵³	ts j au ⁵³		鳥	745	bird/鳥	988	32	52	798
1865	Beijing	bite	iɑu²¹³	iɑu²¹³	j ɑu ²¹³		咬	377	bite/咬	432	34	60	367
1866	Haerbin	bite	iau²¹³	iau²¹³	j au ²¹³		咬	377	bite/咬	432	34	60	367
1867	Jinan	bite	iɔ⁴⁵	iɔ⁴⁵	j ɔ ⁴⁵		咬	377	bite/咬	432	34	60	367
1868	Rongcheng	bite	iau²¹⁴	iau²¹⁴	j au ²¹⁴		咬	377	bite/咬	432	34	60	367
1869	Taiyuan	bite	iau⁵³	iau⁵³	j au ⁵³		咬	377	bite/咬	432	34	60	367
1870	XiAn	bite	ȵiɑu⁵³	ȵiɑu⁵³	ɲ j ɑu ⁵³		咬	377	bite/咬	432	34	60	367
1871	Chengdu	bite	ŋau⁵³	ŋau⁵³	ŋ au ⁵³		咬	377	bite/咬	432	34	60	367
1872	Nanjing	bite	iɔ¹¹	iɔ¹¹	j ɔ ¹¹		咬	377	bite/咬	432	34	60	367
1873	Jixi	bite	ŋɤ²¹³	ŋɤ²¹³	ŋ ɤ ²¹³		咬	377	bite/咬	432	34	60	367
1874	Suzhou	bite	ŋæ²³¹	ŋæ²³¹	ŋ æ ²³¹		咬	377	bite/咬	432	34	60	367
1875	Wenzhou	bite	ŋuɔ²⁴²	ŋuɔ²⁴²	ŋ w ɔ ²⁴²		咬	377	bite/咬	432	34	60	367
1876	Changsha	bite	ŋa⁴¹	ŋa⁴¹	ŋ a ⁴¹		咬	377	bite/咬	432	34	60	367
1877	Loudi	bite	ŋa³⁵	ŋa³⁵	ŋ a ³⁵		𪘬	377	bite/咬	432	34	60	367
1878	Nanchang	bite	ŋau²¹³	ŋau²¹³	ŋ au ²¹³		咬	377	bite/咬	432	34	60	367
1879	Meixian	bite	ŋat¹	ŋat¹	ŋ a t ¹		嚙	379	bite/嚙	433	35	61	368
1880	Guilin	bite	ŋɑu²³	ŋɑu²³	ŋ ɑu ²³		咬	377	bite/咬	432	34	60	367
1881	Guangzhou	bite	ŋau²³	ŋau²³	ŋ au ²³		咬	377	bite/咬	432	34	60	367
1882	Fuzhou	bite	ka²⁴²	ka²⁴²	k a ²⁴²		咬	377	bite/咬	432	34	60	367
1883	Xiamen	bite	ka²²	ka²²	k a ²²		咬	377	bite/咬	432	34	60	367
3462	Beijing	black	xei⁵⁵	xei⁵⁵	x ei ⁵⁵		黑	296	black/黑	811	36	62	284
3463	Haerbin	black	xei⁴⁴	xei⁴⁴	x ei ⁴⁴		黑	296	black/黑	811	36	62	284
3464	Jinan	black	xei²¹⁴	xei²¹⁴	x ei ²¹⁴		黑	296	black/黑	811	36	62	284
3465	Rongcheng	black	xɛ²¹⁴	xɛ²¹⁴	x ɛ ²¹⁴		黑	296	black/黑	811	36	62	284
3466	Taiyuan	black	xəʔ²	xəʔ²	x ə ʔ ²		黑	296	black/黑	811	36	62	284
3467	XiAn	black	xei²¹	xei²¹	x ei ²¹		黑	296	black/黑	811	36	62	284
3468	Chengdu	black	xe²¹	xe²¹	x e ²¹		黑	296	black/黑	811	36	62	284
3469	Nanjing	black	xeʔ⁵	xeʔ⁵	x e ʔ ⁵		黑	296	black/黑	811	36	62	284
3470	Jixi	black	xɤʔ³²*	xɤʔ³²*	x ɤ ʔ ³²		黑	296	black/黑	811	36	62	284
3471	Suzhou	black	həʔ⁴	həʔ⁴	h ə ʔ ⁴		黑	296	black/黑	811	36	62	284
3472	Wenzhou	black	he⁴¹	he⁴¹	h e ⁴¹		黑	296	black/黑	811	36	62	284
3473	Changsha	black	xə²⁴	xə²⁴	x ə ²⁴		黑	296	black/黑	811	36	62	284
3474	Loudi	black	xe¹³	xe¹³	x e ¹³		黑	296	black/黑	811	36	62	284
3475	Nanchang	black	hɛt⁵	hɛt⁵	h ɛ t ⁵		黑	296	black/黑	811	36	62	284
3476	Meixian	black	het¹	het¹	h e t ¹		黑	296	black/黑	811	36	62	284
3477	Guilin	black	xei⁵⁵	xei⁵⁵	x ei ⁵⁵		黑	296	black/黑	811	36	62	284
3478	Guangzhou	black	hɐk³	hɐk³	h ɐ k ³		黑	296	black/黑	811	36	62	284
3479	Fuzhou	black	u⁵⁵	u⁵⁵	u ⁵⁵		烏	372	dark/烏	812	37	63	664
3480	Xiamen	black	ɔ⁵⁵	ɔ⁵⁵	ɔ ⁵⁵		烏	372	dark/烏	812	37	63	664
1742	Beijing	blood	ɕyɛ²¹³	ɕyɛ²¹³	ɕ ɥ ɛ ²¹³		血	359	blood/血	410	38	64	352
1743	Haerbin	blood	ɕyɛ²¹³	ɕyɛ²¹³	ɕ ɥ ɛ ²¹³		血	359	blood/血	410	38	64	352
1744	Jinan	blood	ɕiə²¹⁴	ɕiə²¹⁴	ɕ j ə ²¹⁴		血	359	blood/血	410	38	64	352
1745	Rongcheng	blood	siɛ²¹⁴	siɛ²¹⁴	s j ɛ ²¹⁴		血	359	blood/血	410	38	64	352
1746	Taiyuan	blood	ɕyəʔ²	ɕyəʔ²	ɕ ɥ ə ʔ ²		血	359	blood/血	410	38	64	352
1747	XiAn	blood	ɕiɛ²¹	ɕiɛ²¹	ɕ j ɛ ²¹		血	359	blood/血	410	38	64	352
1748	Chengdu	blood	ɕye²¹	ɕye²¹	ɕ ɥ e ²¹		血	359	blood/血	410	38	64	352
1749	Nanjing	blood	ɕyeʔ⁵	ɕyeʔ⁵	ɕ ɥ e ʔ ⁵		血	359	blood/血	410	38	64	352
1750	Jixi	blood	ɕyaʔ³²*	ɕyaʔ³²*	ɕ ɥ a ʔ ³²		血	359	blood/血	410	38	64	352
1751	Suzhou	blood	ɕyəʔ⁴	ɕyəʔ⁴	ɕ ɥ ə ʔ ⁴		血	359	blood/血	410	38	64	352
1752	Wenzhou	blood	ɕy⁴¹	ɕy⁴¹	ɕ y ⁴¹		血	359	blood/血	410	38	64	352
1753	Changsha	blood	ɕie²⁴	ɕie²⁴	ɕ j e ²⁴		血	359	blood/血	410	38	64	352
1754	Loudi	blood	sue¹³	sue¹³	s w e ¹³		血	359	blood/血	410	38	64	352
1755	Nanchang	blood	ɕyet⁵	ɕyet⁵	ɕ ɥ e t ⁵		血	359	blood/血	410	38	64	352
1756	Meixian	blood	çiat¹	çiat¹	ç j a t ¹		血	359	blood/血	410	38	64	352
1757	Guilin	blood	ɕye⁵⁵	ɕye⁵⁵	ɕ ɥ e ⁵⁵		血	359	blood/血	410	38	64	352
1758	Guangzhou	blood	hyt³	hyt³	h y t ³		血	359	blood/血	410	38	64	352
1759	Fuzhou	blood	haiʔ²⁴*	haiʔ²⁴*	h ai ʔ ²⁴		血	359	blood/血	410	38	64	352
1760	Xiamen	blood	huiʔ³²*	huiʔ³²*	h w i ʔ ³²		血	359	blood/血	410	38	64	352
2721	Beijing	blow	tʂʰuei⁵⁵	tʂʰuei⁵⁵	ʈʂʰ w ei ⁵⁵		吹	555	blow/吹	654	39	65	538
2722	Haerbin	blow	tsʰuei⁴⁴	tsʰuei⁴⁴	tsʰ w ei ⁴⁴		吹	555	blow/吹	654	39	65	538
2723	Jinan	blow	tʂʰuei²¹⁴	tʂʰuei²¹⁴	ʈʂʰ w ei ²¹⁴		吹	555	blow/吹	654	39	65	538
2724	Rongcheng	blow	tʂʰuei⁵²	tʂʰuei⁵²	ʈʂʰ w ei ⁵²		吹	555	blow/吹	654	39	65	538
2725	Taiyuan	blow	tsʰuei²¹	tsʰuei²¹	tsʰ w ei ²¹		吹	555	blow/吹	654	39	65	538
2726	XiAn	blow	pfʰei²¹	pfʰei²¹	pfʰ ei ²¹		吹	555	blow/吹	654	39	65	538
2727	Chengdu	blow	tsʰuei⁴⁵	tsʰuei⁴⁵	tsʰ w ei ⁴⁵		吹	555	blow/吹	654	39	65	538
2728	Nanjing	blow	tsʰuei³¹	tsʰuei³¹	tsʰ w ei ³¹		吹	555	blow/吹	654	39	65	538
2729	Jixi	blow	tɕʰy⁵⁵	tɕʰy⁵⁵	tɕʰ y ⁵⁵		吹	555	blow/吹	654	39	65	538
2730	Suzhou	blow	tsʰʯ⁴⁴	tsʰʯ⁴⁴	tsʰ ʯ ⁴⁴		吹	555	blow/吹	654	39	65	538
2731	Wenzhou	blow	tsʰɿ⁴⁴	tsʰɿ⁴⁴	tsʰ ɿ ⁴⁴		吹	555	blow/吹	654	39	65	538
2732	Changsha	blow	tɕʰuei³³	tɕʰuei³³	tɕʰ w ei ³³		吹	555	blow/吹	654	39	65	538
2733	Loudi	blow	tɕʰy⁴⁴	tɕʰy⁴⁴	tɕʰ y ⁴⁴		吹	555	blow/吹	654	39	65	538
2734	Nanchang	blow	tsʰui⁴²	tsʰui⁴²	tsʰ w i ⁴²		吹	555	blow/吹	654	39	65	538
2735	Meixian	blow	pʰaŋ³³	pʰaŋ³³	pʰ a ŋ ³³		囗	751	blow/?	655	41	67	539
2736	Guilin	blow	tsʰuei⁴²	tsʰuei⁴²	tsʰ w ei ⁴²		吹	555	blow/吹	654	39	65	538
2737	Guangzhou	blow	tsʰøy⁵⁵	tsʰøy⁵⁵	tsʰ øy ⁵⁵		吹	555	blow/吹	654	39	65	538
2739	Fuzhou	blow	puŋ⁵³	puŋ⁵³	p u ŋ ⁵³		㖹	556	blow/㖹	656	40	66	540
2740	Xiamen	blow	pun²⁴	pun²⁴	p u n ²⁴		㖹	556	blow/㖹	656	40	66	540
3270	Beijing	bone	ku²¹⁴	ku²¹⁴	k u ²¹⁴		骨	94	bone/骨	759	42	68	628
3271	Haerbin	bone	ku²¹³⁻²¹ tʰou⁰	ku²¹³⁻²¹ tʰou⁰	k u ²¹³ + tʰ ou ⁰		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3272	Jinan	bone	ku²¹⁴⁻²¹ tʰou⁰	ku²¹⁴⁻²¹ tʰou⁰	k u ²¹⁴ + tʰ ou ⁰		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3273	Rongcheng	bone	ku²¹⁴⁻³⁵ tʰə⁰	ku²¹⁴⁻³⁵ tʰə⁰	k u ²¹⁴ + tʰ ə ⁰		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3274	Taiyuan	bone	kuəʔ² təu⁰	kuəʔ² təu⁰	k w ə ʔ ² + t əu ⁰		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3275	XiAn	bone	ku²¹ tʰou⁰	ku²¹ tʰou⁰	k u ²¹ + tʰ ou ⁰		骨 頭	94 79	bone/骨 _head/頭	761	42	68	628
3276	XiAn	bone	ku²¹ tou⁰	ku²¹ tou⁰	k u ²¹ + t ou ⁰		骨 都	94 633	bone/骨 _bone	762	42	68	628
3277	Chengdu	bone	ku²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵	ku²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵	k u ²¹ + tʰ əu ²¹		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3278	Nanjing	bone	kuʔ⁵ tʰəɯ¹³	kuʔ⁵ tʰəɯ¹³	k u ʔ ⁵ + tʰ əɯ ¹³		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3279	Jixi	bone	kuɤʔ³²*	kuɤʔ³²*	k w ɤ ʔ ³²		骨	94	bone/骨	759	42	68	628
3280	Suzhou	bone	kuəʔ⁴ dʏ¹³⁻²³	kuəʔ⁴ dʏ¹³⁻²³	k w ə ʔ ⁴ + d ʏ ¹³		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3281	Wenzhou	bone	ky⁴² dɤu³⁴¹⁻²¹	ky⁴² dɤu³⁴¹⁻²¹	k y ⁴² + d ɤu ³⁴¹		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3283	Changsha	bone	ku²⁴ təu⁰	ku²⁴ təu⁰	k u ²⁴ + t əu ⁰		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3284	Loudi	bone	ku¹³ diɤ¹³⁻³³	ku¹³ diɤ¹³⁻³³	k u ¹³ + d j ɤ ¹³		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3285	Nanchang	bone	kuʔ⁵ tʰəu⁰	kuʔ⁵ tʰəu⁰	k u ʔ ⁵ + tʰ əu ⁰		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3286	Meixian	bone	kut¹ tʰeu¹¹	kut¹ tʰeu¹¹	k u t ¹ + tʰ eu ¹¹		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3287	Guilin	bone	ku⁵⁵ tai²²	ku⁵⁵ tai²²	k u ⁵⁵ + t ai ²²		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
3288	Guangzhou	bone	kuɐt⁵	kuɐt⁵	k w ɐ t ⁵		骨	94	bone/骨	759	42	68	628
3289	Fuzhou	bone	kɔuʔ²¹*	kɔuʔ²¹*	k ɔu ʔ ²¹		骨	94	bone/骨	759	42	68	628
3291	Xiamen	bone	kut³²*⁻⁵ tʰau²⁴	kut³²*⁻⁵ tʰau²⁴	k u t ³² + tʰ au ²⁴		骨 頭	94 319	bone/骨 _head:SUF/頭	760	42	68	628
480	Beijing	breasts	ʐu²¹⁴⁻²¹ fɑŋ³⁵	ʐu²¹⁴⁻²¹ fɑŋ³⁵	ʐ u ²¹⁴ + f ɑ ŋ ³⁵		乳 房	126 127	breast/乳 house.room/房	107	43	73	92
481	Haerbin	breasts	nai²¹³⁻²¹ tsɿ⁰	nai²¹³⁻²¹ tsɿ⁰	n ai ²¹³ + ts ɿ ⁰		奶 子	128 19	breast/奶 _-child:SUF/子	108	43	72	93
484	Jinan	breasts	nɛ⁴⁵⁻²¹⁴ tsɿ⁰	nɛ⁴⁵⁻²¹⁴ tsɿ⁰	n ɛ ⁴⁵ + ts ɿ ⁰		奶 子	128 19	breast/奶 _-child:SUF/子	108	43	72	93
485	Rongcheng	breasts	nai²¹⁴ tsɿ⁰	nai²¹⁴ tsɿ⁰	n ai ²¹⁴ + ts ɿ ⁰		奶 子	128 19	breast/奶 _-child:SUF/子	108	43	72	93
486	Taiyuan	breasts	nai⁵³	nai⁵³	n ai ⁵³		奶	128	breast/奶	109	43	72	93
487	XiAn	breasts	vu⁵³ fɑŋ²¹	vu⁵³ fɑŋ²¹	v u ⁵³ + f ɑ ŋ ²¹		乳 房	126 127	breast/乳 house.room/房	107	43	73	92
488	Chengdu	breasts	lai⁴⁵ lai⁵⁵	lai⁴⁵ lai⁵⁵	l ai ⁴⁵ + l ai ⁵⁵		奶 奶	128 66	breast/奶 _breast:RED/奶	110	43	72	93
489	Nanjing	breasts	lu¹¹⁻²¹ fɑ̃¹³	lu¹¹⁻²¹ fɑ̃¹³	l u ¹¹ + f ɑ̃ ¹³		乳 房	126 127	breast/乳 house.room/房	107	43	73	92
490	Jixi	breasts	lɔ³⁵ tsɿ⁰	lɔ³⁵ tsɿ⁰	l ɔ ³⁵ + ts ɿ ⁰		奶 子	128 19	breast/奶 _-child:SUF/子	108	43	72	93
491	Suzhou	breasts	nɑ¹³⁻²² nɑ¹³⁻³¹	nɑ¹³⁻²² nɑ¹³⁻³¹	n ɑ ¹³ + n ɑ ¹³		奶 奶	128 339	breast/奶 _breast:RED/奶	111	43	72	93
492	Wenzhou	breasts	na²⁴	na²⁴	n a ²⁴		奶	128	breast/奶	109	43	72	93
493	Changsha	breasts	y⁴¹ fan¹³	y⁴¹ fan¹³	y ⁴¹ + f a n ¹³	!b	乳 房	859 860	breast/乳 house.room/房	112	44	76	94
494	Changsha	breasts	lai⁴¹ tsɿ⁰	lai⁴¹ tsɿ⁰	l ai ⁴¹ + ts ɿ ⁰		奶 子	128 19	breast/奶 _-child:SUF/子	108	43	72	93
495	Loudi	breasts	la³⁵ bu¹³⁻³³	la³⁵ bu¹³⁻³³	l a ³⁵ + b u ¹³		奶 婆	128 28	breast/奶 _woman/婆	113	43	72	93
496	Nanchang	breasts	lai²¹³	lai²¹³	l ai ²¹³		奶	128	breast/奶	109	43	72	93
497	Meixian	breasts	nen⁵³ ku³³	nen⁵³ ku³³	n e n ⁵³ + k u ³³		奶 姑	128 130	breast/奶 _breasts	114	43	72	93
498	Guilin	breasts	lai²³ fɑŋ²²	lai²³ fɑŋ²²	l ai ²³ + f ɑ ŋ ²²		奶 房	128 127	breast/奶 house.room/房	115	43	72	95
499	Guangzhou	breasts	y²³ fɔŋ²¹	y²³ fɔŋ²¹	y ²³ + f ɔ ŋ ²¹		乳 房	126 127	breast/乳 house.room/房	107	43	73	92
500	Fuzhou	breasts	nɛiŋ⁵³	nɛiŋ⁵³	n ɛi ŋ ⁵³		奶	128	breast/奶	109	43	72	93
501	Xiamen	breasts	niæ⁵³⁻²² iã⁵³	niæ⁵³⁻²² iã⁵³	n j æ ⁵³ + j ã ⁵³		奶 仔	128 797	breast/奶 _:SUF/仔	116	43	72	93
3520	Beijing	breathe	xu⁵⁵ ɕi⁵⁵	xu⁵⁵ ɕi⁵⁵	x u ⁵⁵ + ɕ i ⁵⁵		呼 吸	203 198	inhale/呼 suck/吸	817	45	84	668
3521	Haerbin	breathe	xu⁴⁴ ɕi⁴⁴	xu⁴⁴ ɕi⁴⁴	x u ⁴⁴ + ɕ i ⁴⁴		呼 吸	203 198	inhale/呼 suck/吸	817	45	84	668
3522	Jinan	breathe	xu²¹⁴⁻²³ ɕi²¹⁴	xu²¹⁴⁻²³ ɕi²¹⁴	x u ²¹⁴ + ɕ i ²¹⁴		呼 吸	203 198	inhale/呼 suck/吸	817	45	84	668
3523	Rongcheng	breathe	tʂʰɐn²¹⁴⁻²¹ cʰiər³³⁴	tʂʰɐn²¹⁴⁻²¹ cʰiər³³⁴	ʈʂʰ ɐ n ²¹⁴ + cʰ j ə ³³⁴		喘 氣	658 332	breathe/喘 breath/氣	818	45	83	669
